,BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
4049,21-35157,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
4050,21-35163,"Retenue de garantie de 5,0 %, qui peut être remplacée par une garantie à première demande ou une caution personnelle et solidaire. Garantie à première demande ou caution personnelle et solidaire couvrant 100,0 % du montant de l'avance.","Prestations réglées par un prix global forfaitaire Prix actualisables. Avance de 5,0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : la source de financement du marché est assurée par le budget de la collectivité.",Aucune forme de groupement imposée à l'attributaire du marché. Interdiction de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.,False,False,,False,True,True,CF_NIV_SUIV,,
4051,21-35165,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4052,21-35166,,,,False,True,,False,False,False,CF_NIV_SUIV,,
4053,21-35168,,,,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
4054,21-35170,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4055,21-35171,"Une retenue de garantie de 5,00 % du montant initial du marché (augmenté le cas échéant du montant des avenants) sera constituée. Cette retenue de garantie sera prélevée sur le montant de chaque acompte par le comptable assignataire des paiements.","Les travaux, objet du présent marché, seront rémunérés dans les conditions fixées par les règles de comptabilité publique, et seront financés sur le budget communal (ressources propres).",L'offre peut être présentée par une seule entreprise ou par un groupement d'entreprise.,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
4056,21-35173,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4057,21-35178,cf article 6.1 du CCAP,,"En cas de groupement d'entreprises, la composition du groupement et son mandataire devront être présentés et formalisés lors de la remise de l'offre",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4058,21-35180,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4059,21-35183,,"Prestations réglées par des prix unitaires Prix révisables annuellement. Avance de 5,0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours.",Aucune forme de groupement imposée à l'attributaire de l'accord-cadre.,False,False,,False,True,True,CF_NIV_SUIV,,
4060,21-35185,,"Le règlement des dépenses se fera par mandat administratif suivi d'un virement bancaire.Les sommes dues au titulaire et au(x) sous-traitant(s) de premier rang éventuel(s) du marché, seront payées dans un délai global de 30 jours à compter de la date de réception des factures ou des demandes de paiement équivalentes.Le taux des intérêts moratoires sera celui du taux d'intérêt de la principale facilité de refinancement appliquée par la Banque centrale européenne à son opération de refinancement principal la plus récente effectuée avant le premier jour de calendrier du semestre de l'année civile au cours duquel les intérêts moratoires ont commencé à courir, majoré de huit points.En cas de retard de paiement, le pouvoir adjudicateur sera également redevable d'une indemnité forfaitaire de 40 euros, conformément aux dispositions du décret no2013-269 du 29 mars 2013.Les dépenses seront imputées sur les crédits inscrits au budget communal.",,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4061,21-35187,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4062,21-35194,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4063,21-35197,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4064,21-35199,"Retenue de garantie de 5% sera appliquée sur chaque acompte et sur le solde dans les conditions fixées par la réglementation en vigueur, elle pourra être remplacée par une garantie à première demande ou par une caution personnelle et solidaire",Financement: fonds propres de la commune et subventions du Conseil départementalModalités de paiement: mandat administratif à 30 jours selon les règles de la comptabilité publique,Groupement conjoint ou solidaire,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
4065,21-35200,Voir article 13.2.3.1. du CCAP,,Aucune forme de groupement n'est imposée au candidat,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4066,21-35201,,,"L'entité adjudicatrice ne souhaite imposer aucune forme de groupement à l'attributaire du marché.Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements, ou en qualité de membre de plusieurs groupements.En cas de groupement conjoint, le mandataire sera solidaire de l'ensemble de ses cotraitants.Les prestataires devront impérativement être indépendants financièrement des autres intervenants sur l'opération",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4067,21-35203,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4068,21-35205,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4069,21-35206,,,,False,False,La consultation comporte des conditions d'exécution à caractère environnemental détaillées au cahier des charges.,False,True,False,CF_NIV_SUIV,['FR'],
4070,21-35207,Retenue de garantie de 5% qui peut être remplacée par une garantie à première demande.Prix unitaires Révision mensuelle Avance de 5 % accordée dans les conditions prévues au contrat.Règlement des comptes sur factures ou états d'acompte.Délai global de paiement 30 jours.,Fonds propres,"En cas de groupement, il sera solidaire",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4071,21-35210,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4072,21-35211,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
4073,21-35212,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4074,21-35214,,,Prestataires unique ou groupement,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4075,21-35216,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4076,21-35218,,,,False,False,"L'exécution des prestations débute à compter de la date fixée par ordre de service.Aucune clause de garantie financière prévue.Le contrat prévoit le versement d'une avance, sans obligation de constituer une garantie financière pour en bénéficier.Les prestations sont réglées par des prix forfaitaires.Les prix sont actualisables.Le paiement des prestations se fera dans le respect du délai global de paiement applicable à l'acheteur.",False,True,False,CF_NIV_SUIV,['FR'],
4077,21-35223,,,,False,False,,False,True,False,CF_NIV_SUIV,,
4078,21-35225,,"Paiement selon les règles de la comptabilité publique. Règlement sous 30 jours à réception de la facture, après service fait.",,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4079,21-35230,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
4080,21-35257,,,,False,False,,False,True,True,CF_NIV_SUIV,,
4081,21-35232,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4082,21-35235,,Paiement par mandat administratif à 30 jours sur budget communal,Toute forme de groupement est acceptée,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
4083,21-35236,"Une retenue de garantie est prévue au contrat. Elle peut être remplacée par une garantie à première demande ou une caution personnelle et solidaire.Le contrat prévoit le versement d'une avance, avec obligation de constituer une garantie à première demande ou une caution personnelle et solidaire en contrepartie.","Les prestations sont réglées par des prix forfaitaires, paiement à 30 joursLes prix sont actualisables.Financement par subventions, emprunts et fonds propres",Entreprise individuelle ou groupement d'entreprises solidaire,False,False,L'exécution des prestations débute à compter de la date fixée par ordre de service.,False,True,False,CF_NIV_SUIV,['FR'],
4084,21-35238,Garantie de parfait achèvement (retenue de garantie de 5 % du montant initial du marché (taxes comprises)),,,False,False,,False,True,True,CF_NIV_SUIV,,
4085,21-35240,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4086,21-35243,,Paiement par mandat administratif à 50 jours à réception de la facture.,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4087,21-35245,,,,False,False,,False,True,True,CF_NIV_SUIV,,
4088,21-35247,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
4089,21-35248,Aucun cautionnement ni aucunes garanties ne sont exigés,Les prestations objet de ce marché seront financées sur les fonds propres d'Idfm.,Aucune forme spécifique n'est demandée,False,False,,True,False,False,CF_NIV_SUIV,['FR'],
4090,21-35249,,,,False,False,,False,True,False,CF_NIV_SUIV,,
4091,21-35251,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4092,21-35253,,Ressources propres. Paiement par virement administratif. Délai global de paiement : 30 jours à compter de la date de réception des factures.,,False,False,,False,True,True,CF_NIV_SUIV,,
4093,21-35255,Aucun cautionnement n'est exigé. La prestation n'exige pas de garantie financière.,Financement par les ressources propres de la collectivité.Le paiement est effectué en application des dispositions du code de la commande publique : à 30 jours par virement d'un mandat administratif dès réception de factures acceptées sur le portail de facturation CHORUS PRO.,"Le candidat peut postuler seul ou en groupement. Dans ce cas, le groupement d'assureur devra être conjoint avec mandataire et être constitué dès la remise de l'offre. Une offre ne couvrant pas 100% du risque sera considérée comme irrégulière.",False,False,"Critères de sélection des candidatures : Dossier administratif complet ; adéquation des capacités économiques, financières, techniques et professionnelles avec l'objet du marché.",False,True,False,CF_NIV_SUIV,['FR'],
4094,21-35256,"La retenue de garantie peut être remplacée par une garantie à première demande. Par contre, il ne sera pas accepté de caution personnelle et solidaire en remplacement de la retenue de garantie.Pour les lots 1, 2, 3, 4 et 10, l'octroi de cette avance est obligatoirement subordonné à la constitution d'une garantie à première demande par le titulaire du marché, correspondant au montant total du remboursement d'une avance forfaitaire. L'avance ne peut être mandatée qu'après constitution de celle-ci.",,"Les groupements momentanés d'entreprises sont autorisés. En cas de groupement conjoint, le mandataire devra obligatoirement être solidaire.Le pouvoir adjudicateur autorise les candidats à présenter leur offre en agissant en qualité de candidat individuel ou de membre d'un groupement. Un même prestataire ne peut être mandataire de plus d'un groupement. De même qu'un même prestataire ne peut être mandataire d'un groupement et être sous-traitant ou cotraitant au sein d'un autre groupement.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4095,21-35257,,,,False,False,,False,True,True,CF_NIV_SUIV,,
4096,21-35259,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
4097,21-35261,,Se référer ua DCE.,"À l'issue de l'attribution du marché, le pouvoir adjudicateur imposera la forme d'un groupement solidaire conformément à l'article 45 II du Décret no 2016-360 du 25 mars 2016. Se référer ua DCE.",False,False,"Visite des lieux et consultations des documents sur siteLa remise des offres est subordonnée à la visite des lieux d'exécution du marché. Cette visite est obligatoire, un certificat de visite sera établi à son terme et signé par les deux parties. Se référer ua DCE.",False,True,False,CF_NIV_SUIV,,
