BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
21-163461,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-163462,,le financement se fera sur les fonds propres de la collectivité.,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-163463,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-163464,"Pas de cautionnement, ni de garantie demandés au titre des articles R2191-32 à 42 du Code de la commande publique.","Le marché est financé par ressources budgétaires propres de la ville de Marseille.Les règlements seront effectués par virement bancaire dans un délai de 30 jours.La référence du ou des comptes bancaires où les paiements devront être effectués, doit être précisée dans l'acte d'engagement.Le marché est conclu à prix unitaires. Les prix unitaires sont définitifs et révisables.","Aucune forme de groupement, conjoint ou solidaire, n'est exigée après attribution du marché.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-163465,,,,False,False,,False,True,False,CF_NIV_SUIV,[],français
21-163468,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-163469,,Sommes dues payées par virement sur un compte du titulaire suivant les règles de la comptabilitépublique dans un délai global de 30 jours maximum à compter de la date de réception des demandes depaiement.,"Aucune forme juridique n'est exigée. En cas de groupement conjoint, le mandataire est solidaire dechacun des membres du groupement dans les obligations contractuelles de celui-ci à l'égard dureprésentant du pouvoir adjudicateur.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-163472,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-163476,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-163477,Aucune garantie financière ne sera exigée,Les prestations sont intégralement financées par l'Agence sur ses fonds propres. Le règlement des dépenses se fera par mandat administratif suivi d'un virement dans un délai de 30 jours maximum à compter de la date de réception de la facture à l'agence.,"Les groupements momentanés d'entreprises sont autorisés. En cas de groupement conjoint, le mandataire sera solidaire de chacun des membres du groupement. La personne publique autorise les candidats à présenter leur offre en agissant à la fois en qualité de candidat individuel ou de membre non mandataire d'un ou plusieurs groupements",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
