,BOAMP_AVIS_NUM,D_15_01_Conditionadministrative_Referencemarche,D_15_02_Conditionadministrative_Etudesconcours,D_15_03_Conditionadministrative_Recompenseslaureatoui,D_15_04_Conditionadministrative_Recompensesaureatnon,D_15_05_Conditionadministrative_Recompenseslaureat,D_15_06_Conditionadministrative_Indemnisationparticipants,D_15_07_Conditionadministrative_Conditionsremiseoffres,D_15_08_Conditionadministrative_Conditionsetmodepaiementobtenirdocuments,D_15_09_Conditionadministrative_Datelimiteobtentiondocuments,D_15_10_Conditionadministrative_Documentpayantoui,D_15_10_01_Conditionadministrative_Documentpayantoui_Valeur,D_15_10_01_01_Conditionadministrative_Documentpayantoui_Valeur_Value,D_15_10_01_02_Conditionadministrative_Documentpayantoui_Valeur_Devise,D_15_11_Conditionadministrative_Documentpayantnon,D_15_12_Conditionadministrative_Persouvertureoffresoui,D_15_13_Conditionadministrative_Persouvertureoffresnon,D_15_14_Conditionadministrative_Datedebutattribution,D_15_15_Conditionadministrative_Dateouvertureoffres,D_15_16_Conditionadministrative_Lieuouvertureoffres,D_15_17_Conditionadministrative_Abandonsadoui,D_15_18_Conditionadministrative_Abandonsadnon,D_15_19_Conditionadministrative_Finattributionoui,D_15_20_Conditionadministrative_Finattributionnon,D_15_21_Conditionadministrative_Envoielectroniqueavecoutiloui,D_15_22_Conditionadministrative_Envoielectroniqueavecoutilnon
4690,21-123758,2021-28-MP,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
4691,21-123759,2021-010-ENF,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
4692,21-123761,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-10-12 00:00:00,Commune de La Possession,,False,False,False,False,True
4693,21-123763,2021 dpal vb par-1481,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
4694,21-123765,2021MAP03300,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
4695,21-123767,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-10-19 00:00:00,Hôtel de Ville de la commune de Darnétal,,False,False,False,False,True
4696,21-123769,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-10-18 00:00:00,Essonne,,False,False,False,False,True
4697,21-123770,2021/017,,False,False,,,Les offres sont à déposer sur le profil d'acheteur à l'adresse électronique suivante :https://cnamts.achatpublic.com,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
4698,21-123771,2470_1_04,,False,False,,,,,2021-10-11 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,True,,False,,2021-10-16 00:00:00,Essonne,,False,False,False,False,False
4699,21-123772,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-10-18 00:00:00,ajaccio,,False,False,False,False,True
4700,21-123774,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-10-19 00:00:00,Mairie de la Hague,,False,False,False,False,True
4701,21-123775,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-11-22 00:00:00,Communauté d'agglomération Pays Foix-Varilhes,,False,False,False,False,True
4702,21-123777,21M0399PA-PR-HZ,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-10-08 00:00:00,,,False,False,False,False,False
4703,21-123778,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-11-10 00:00:00,Mairie de Bouaye,,False,False,False,False,True
4704,21-123779,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-10-18 00:00:00,Villejuif,,False,False,False,True,False
4705,21-123780,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-10-18 00:00:00,ajaccio,,False,False,False,False,True
