,BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
3409,21-90881,False,False,False,False,False,False,Commune
3410,21-90882,False,False,False,True,False,False,
3411,21-90883,False,False,True,False,False,False,
3412,21-90885,False,False,False,False,True,False,
3413,21-90886,False,False,False,False,True,False,
3414,21-90893,False,False,False,False,True,False,
3415,21-90896,False,False,True,False,False,False,
3416,21-90897,False,False,False,False,False,False,autre
3417,21-90898,False,False,True,False,False,False,
3418,21-90903,False,False,False,False,False,False,Santé
3419,21-90906,False,False,False,False,True,False,
3420,21-90913,True,False,False,False,False,False,
3421,21-90919,False,False,True,False,False,False,
3422,21-90920,False,False,False,False,False,False,autre
3423,21-90922,False,False,False,False,True,False,
3424,21-90931,False,False,True,False,False,False,
3425,21-90932,False,False,False,False,False,False,autre
3426,21-90934,False,False,False,False,True,False,
3427,21-90939,False,False,False,False,False,False,activitées aéroportuaires
3428,21-90944,False,False,False,False,False,False,autre
3429,21-90947,False,False,False,False,True,False,
3430,21-90950,False,False,False,False,False,False,autre
3431,21-90951,False,False,False,False,False,False,autre
3432,21-90952,False,False,False,False,False,False,autre
3433,21-90954,False,False,True,False,False,False,
3434,21-90957,True,False,False,False,False,False,
3435,21-90959,False,False,False,False,True,False,
3436,21-90963,False,False,True,False,False,False,
3437,21-90967,False,False,False,False,True,False,
3438,21-90971,False,False,False,False,True,False,
3439,21-90972,False,False,False,False,False,False,Société Publique Locale
3440,21-90973,False,False,True,False,False,False,
3441,21-90976,True,False,False,False,False,False,
3442,21-90977,False,False,False,False,True,False,
3443,21-90979,False,False,False,False,True,False,
3444,21-90984,False,False,False,False,True,False,
3445,21-90985,True,False,False,False,False,False,
3446,21-90987,False,False,False,False,True,False,
3447,21-90991,False,False,False,False,True,False,
3448,21-90996,False,False,False,False,False,False,EPLE Coordonnateur de Groupement d'achats
3449,21-91000,False,False,True,False,False,False,
3450,21-91005,False,False,False,False,False,False,caisse de sécurité sociale
3451,21-91008,False,False,True,False,False,False,
3452,21-91016,False,False,False,False,True,False,
3453,21-91017,False,False,True,False,False,False,
3454,21-91018,False,False,True,False,False,False,
3455,21-91020,True,False,False,False,False,False,
3456,21-91022,True,False,False,False,False,False,
3457,21-91026,False,False,True,False,False,False,
