,BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
0,18-15636,True,False,False,False,False,False,
1,20-121522,True,False,False,False,False,False,
2,20-32439,False,False,True,False,False,False,
3,20-84443,False,False,False,False,False,False,SAEML
4,21-100243,False,False,True,False,False,False,
5,21-100968,False,False,False,False,True,False,
6,21-101409,False,False,True,False,False,False,
7,21-101450,True,False,False,False,False,False,
8,21-101607,False,False,True,False,False,False,
9,21-101612,True,False,False,False,False,False,
10,21-101948,False,False,False,False,False,False,Etablissement Public de Coopération Intercommunale (EPCI)
11,21-101967,False,False,True,False,False,False,
12,21-102144,False,False,False,False,False,False,CCI
13,21-102300,False,False,True,False,False,False,
14,21-102432,False,False,False,False,False,False,Electricité
15,21-102456,True,False,False,False,False,False,
16,21-102461,True,False,False,False,False,False,
17,21-102599,False,False,False,False,True,False,
18,21-102615,False,False,True,False,False,False,
19,21-102667,False,False,True,False,False,False,
20,21-102905,True,False,False,False,False,False,
21,21-102937,False,False,True,False,False,False,
22,21-103079,True,False,False,False,False,False,
23,21-103140,False,False,True,False,False,False,
24,21-103228,True,False,False,False,False,False,
25,21-103259,False,False,True,False,False,False,
26,21-103586,False,False,False,False,True,False,
27,21-103644,False,False,True,False,False,False,
28,21-103660,False,False,True,False,False,False,
29,21-103661,False,False,False,False,False,False,Société par actions simplifiée (SAS) dont le capital est directement ou indirectement détenu à 100 % par des personnes publiques
30,21-103729,True,False,False,False,False,False,
31,21-103925,False,False,True,False,False,False,
32,21-103962,False,False,False,False,True,False,
33,21-103973,False,False,False,False,False,False,collectivité territoriale
34,21-104011,True,False,False,False,False,False,
35,21-104025,False,False,True,False,False,False,
36,21-104049,False,False,True,False,False,False,
37,21-104084,False,False,False,False,False,False,Commune
38,21-104108,False,False,True,False,False,False,
39,21-104162,False,False,True,False,False,False,
40,21-104242,False,False,False,False,True,False,
41,21-104255,False,False,True,False,False,False,
42,21-104267,False,False,False,False,True,False,
43,21-104295,True,False,False,False,False,False,
44,21-104325,False,False,True,False,False,False,
45,21-104447,False,False,False,False,False,False,Collectivté territoriale
46,21-104451,False,False,False,False,True,False,
47,21-104583,False,False,True,False,False,False,
48,21-104585,False,False,True,False,False,False,
49,21-104589,False,False,True,False,False,False,
50,21-104603,True,False,False,False,False,False,
51,21-104698,False,False,True,False,False,False,
52,21-104706,False,False,True,False,False,False,
53,21-104726,True,False,False,False,False,False,
54,21-104743,False,False,True,False,False,False,
55,21-104835,False,False,True,False,False,False,
56,21-104921,False,False,False,False,False,False,établissement public local
57,21-104960,False,False,True,False,False,False,
58,21-104965,False,False,False,False,True,False,
