,BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
0,21-10784,False,False,False,False,False,False,False,,False,False,,,,True,Marché passé en procédure adaptée
1,21-12282,False,False,False,False,False,False,False,,False,False,,,,True,Marché passé en procédure adaptée
2,21-18133,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE."
3,21-18811,False,False,False,False,False,False,False,,False,False,,,,True,Marché passé en procédure adaptée
4,21-19187,False,False,False,False,False,False,False,,False,False,,,,True,Marché passé en procédure adaptée
5,21-21712,False,False,False,False,False,False,False,,False,False,,,,True,"La procédure de consultation du présent marché est conforme aux stipulations des articles R2123-1, R2123-4 et R2123-5 du décret 2018-1075 du 3 décembre 2018 relatif à la procédure adaptée. Aussi, il n'a pas été fait de publication au JOUE, ce conformément au texte précité"
6,21-23451,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE."
7,21-24441,False,False,False,False,False,True,False,,False,False,,,,False,"ARJO est le distributeur exclusif de la marque ARJO sur la France Métropolitaine, ainsi que sur la fourniture des accessoires et pièces détachées d'origines.Et seuls les techniciens ARJO sont habilités et formés à intervenir, dans le cadre d'intervention curative et de maintenance préventive, sur l'ensemble des produits ARJO."
8,21-25186,False,False,False,False,False,False,False,,False,False,,,,True,"en vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent accord-cadre mono-attributaire à bons de commande est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE"
9,21-25787,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive.
10,21-26691,False,False,False,False,False,True,False,,False,False,,,,False,"La société STUDIA DIGITAL a fourni une attestation dexclusivité. En tant quéditeur de la solution GED Document Container Engine (applicatif DCE), la Société DIGITAL atteste détenir les droits de propriété intellectuelle sur cette solution logicielle. Elle atteste quà ce titre, elle détient les droits dexclusivité sur les prestations de distribution et de commercialisation du suivi-support de la solution logicielle GED Document Container Engine (Applicatif DCE) et quelle na concédé lexploitation (commercialisation) de lensemble de ces droits à aucun autre tiers."
11,21-26734,False,False,False,False,False,True,False,,False,False,,,,False,"La société STUDIA DIGITAL a fourni une attestation dexclusivité. En tant quéditeur de la solution GED DWE (Données sociales et retraite), la Société DIGITAL atteste détenir les droits de propriété intellectuelle sur cette solution logicielle. Elle atteste quà ce titre, elle détient les droits dexclusivité sur les prestations de distribution et de commercialisation du suivi-support de la solution logicielle GED Données sociales et retraite et quelle na concédé lexploitation (commercialisation) de lensemble de ces droits à aucun autre tiers"
12,21-27284,False,False,False,False,False,False,False,,False,True,,,,False,Le présent marché fait suite à une procédure de concours restreint (code de la commande publique)
13,21-27367,False,False,False,False,False,False,False,,False,False,,,,True,"Contrat attribué selon une procédure adaptée, d'un montant inférieur aux seuils fixés par les directives et pour lequel la publication préalable d'un avis de marché au JOUE n'est pas obligatoire."
14,21-27371,False,False,False,False,False,True,False,,False,False,,,,False,La procédure de passation est le marché sans publicité ni mise en concurrence préalables. Il est soumis aux dispositions des articles L. 2122-1 et R. 2122-3 3° du Code de la commande publique. L'entreprise COSERVIT est la seule société habilitée à effectuer des opérations de maintenance et de mise à jour du logiciel Service NAV.
15,21-27408,False,False,False,False,False,False,False,,False,False,,,,True,Procédure passée en procédure adaptée
16,21-27698,False,False,False,False,False,True,False,,False,False,,,,False,"le présent marché est passé sans publicité ni mise en concurrence en concurrence préalable, pour des raisons tenant aux droits d'exclusivité du titulaire, en application des articles L2122-1 et R2122-3-3 du code de la commande publique. La société W&amp;H est le distributeur exclusif en France :des portes instruments rotatifs et moteurs de chirurgie de marque w&amp;h fourniture des peices détachées accessoires et consommables associés "
17,21-27823,False,False,False,False,False,True,False,,False,False,,,,False,Droits d'exclusivité
18,21-27932,False,False,False,False,False,True,False,,False,False,,,,False,"La société TERUMO BCT atteste par certificat du 07/01/2021 être la seule à pouvoir réaliser la location des équipements, les opérations de maintenance et la fourniture de dispositifs médicaux."
19,21-27933,False,False,False,False,False,False,False,,False,False,,,,True,"S'agissant d'un marché à procédure adaptée, le support de publication est donc le BOAMP ou un journal d'annonces légales. C'est ce dernier (Midi Libre plus précisément) qui a été choisi."
20,21-27974,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE"
21,21-28047,True,False,False,False,False,False,False,,False,False,,,,False,"Suite à la publication de l'appel d'offres nº 2021E901_2021E902 (JOUE nº 2020/S 187-450538), aucune offre n'a été déposée ni pour le lot no 1, ni pour le lot no 2. C'est pourquoi ces lots ont été relancés suivant une procédure sans publicité ni mise en concurrence préalables selon l'article R. 2122-2 du Code de la Commande Publique."
22,21-28059,False,False,False,False,False,False,False,,False,False,,,,True," Le montant du présent marché de travaux ne dépassant pas 5 350 000 euro EUR HT, il est passé en procédure adaptée."
23,21-28136,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de services est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE."
24,21-28205,False,False,False,False,False,False,False,,False,False,,,,True,"Le montant du présent marché de travaux ne dépassant pas 5 350 000 euro EUR HT, il est passé en procédure adaptée."
