,BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
2820,21-80585,False,False,True,False,False,False,
2821,21-80586,False,False,False,True,False,False,
2822,21-80589,False,False,False,False,False,False,Commune
2823,21-80592,False,False,False,False,True,False,
2824,21-80596,False,False,False,False,False,False,EPCSCP
2825,21-80599,False,False,True,False,False,False,
2826,21-80603,False,False,True,False,False,False,
2827,21-80607,True,False,False,False,False,False,
2828,21-80611,False,False,True,False,False,False,
2829,21-80613,False,False,True,False,False,False,
2830,21-80614,False,False,False,False,True,False,
2831,21-80616,False,False,True,False,False,False,
2832,21-80617,False,False,False,False,False,False,Etablissement de santé
2833,21-80623,False,False,True,False,False,False,
2834,21-80630,False,False,False,False,True,False,
2835,21-80633,False,False,True,False,False,False,
2836,21-80635,False,False,True,False,False,False,
2837,21-80638,False,False,True,False,False,False,
2838,21-80639,False,False,True,False,False,False,
2839,21-80642,False,True,False,False,False,False,
2840,21-80643,False,False,False,False,True,False,
2841,21-80648,False,False,False,False,True,False,
2842,21-80652,False,False,True,False,False,False,
2843,21-80654,False,False,True,False,False,False,
2844,21-80660,False,False,False,False,True,False,
2845,21-80663,False,False,True,False,False,False,
2846,21-80665,False,False,True,False,False,False,
2847,21-80669,False,False,False,False,True,False,
2848,21-80670,False,False,False,False,False,False,ORGANISME DE SECURITE SOCIALE
2849,21-80672,False,False,False,False,True,False,
2850,21-80685,False,False,False,False,False,False,"Aménageur de la ZAC Léon Blum, autorité délégante"
2851,21-80687,False,False,True,False,False,False,
2852,21-80688,False,False,False,False,False,False,Etablissement public de santé
2853,21-80689,False,False,False,False,True,False,
2854,21-80694,False,False,False,False,False,False,Recherche
2855,21-80695,False,False,True,False,False,False,
2856,21-80698,False,False,True,False,False,False,
2857,21-80699,True,False,False,False,False,False,
2858,21-80702,False,False,False,False,False,False,autre
2859,21-80703,False,False,True,False,False,False,
2860,21-80704,False,False,False,False,True,False,
2861,21-80705,False,False,False,False,True,False,
2862,21-80706,False,False,True,False,False,False,
2863,21-80710,False,False,True,False,False,False,
2864,21-80712,False,False,True,False,False,False,
2865,21-80714,True,False,False,False,False,False,
2866,21-80715,False,False,True,False,False,False,
2867,21-80717,False,False,True,False,False,False,
2868,21-80718,False,False,True,False,False,False,
2869,21-80720,False,False,True,False,False,False,
2870,21-80721,False,False,True,False,False,False,
2871,21-80722,False,False,False,False,True,False,
2872,21-80725,False,False,True,False,False,False,
2873,21-80727,False,False,False,False,False,False,Etablissement public de santé
2874,21-80728,False,False,True,False,False,False,
2875,21-80730,True,False,False,False,False,False,
2876,21-80733,False,False,False,False,False,False,GIE gérant les dragues des principaux ports de France
2877,21-80735,False,False,True,False,False,False,
2878,21-80736,False,False,True,False,False,False,
2879,21-80742,False,False,False,False,True,False,
2880,21-80747,False,False,True,False,False,False,
2881,21-80751,False,False,True,False,False,False,
2882,21-80752,False,False,True,False,False,False,
2883,21-80753,False,False,False,False,True,False,
2884,21-80755,False,False,False,False,False,False,Etablissement public Local d'Enseignement
2885,21-80756,False,False,True,False,False,False,
2886,21-80757,False,False,True,False,False,False,
2887,21-80759,False,False,False,False,False,False,Santé
2888,21-80763,False,False,True,False,False,False,
2889,21-80764,False,False,False,False,True,False,
2890,21-80766,False,False,True,False,False,False,
2891,21-80767,False,False,False,False,False,False,EPS
2892,21-80771,False,False,True,False,False,False,
2893,21-80772,False,False,True,False,False,False,
2894,21-80776,False,False,False,False,False,False,"Établissement public à caractère scientifique, culturel et professionnel"
2895,21-80777,False,False,True,False,False,False,
2896,21-80778,False,False,False,False,False,False,collectivité territoriale
2897,21-80782,False,False,True,False,False,False,
2898,21-80783,False,False,False,False,False,False,Etablissement public de coopération intercommunale
2899,21-80784,False,False,False,False,False,False,Etablissement Public de Santé
2900,21-80786,True,False,False,False,False,False,
2901,21-80789,True,False,False,False,False,False,
2902,21-80791,False,False,True,False,False,False,
2903,21-80795,False,False,False,False,True,False,
2904,21-80798,False,False,False,False,True,False,
2905,21-80802,False,False,True,False,False,False,
2906,21-80808,False,False,True,False,False,False,
2907,21-80810,False,False,True,False,False,False,
2908,21-80812,False,False,False,False,True,False,
2909,21-80817,False,False,True,False,False,False,
2910,21-80819,False,False,True,False,False,False,
2911,21-80820,False,False,True,False,False,False,
2912,21-80822,False,False,True,False,False,False,
2913,21-80824,False,False,True,False,False,False,
2914,21-80826,False,False,False,False,False,False,Accompagnement des entreprises
2915,21-80827,False,False,False,False,True,False,
2916,21-80828,False,False,True,False,False,False,
2917,21-80831,False,False,True,False,False,False,
2918,21-80833,False,False,False,False,False,False,Communauté d'Agglomération
2919,21-80835,False,False,False,False,False,False,Etablissement public administratif
2920,21-80838,False,False,False,False,False,False,Régulation des marchés financiers
2921,21-80839,False,False,True,False,False,False,
2922,21-80841,True,False,False,False,False,False,
2923,21-80843,False,False,True,False,False,False,
2924,21-80851,False,False,True,False,False,False,
2925,21-80855,False,False,False,False,True,False,
2926,21-80856,False,False,False,False,True,False,
2927,21-80858,False,False,False,False,True,False,
2928,21-80865,False,False,False,False,True,False,
2929,21-80870,False,False,False,False,True,False,
2930,21-80872,False,False,True,False,False,False,
2931,21-80876,False,False,True,False,False,False,
2932,21-80877,False,False,True,False,False,False,
2933,21-80879,False,False,False,False,False,False,Etablissement Public de l'Etat
2934,21-80881,False,False,True,False,False,False,
2935,21-80883,False,False,False,False,False,False,EPCI
2936,21-80887,False,False,True,False,False,False,
2937,21-80888,False,False,True,False,False,False,
2938,21-80889,False,False,True,False,False,False,
2939,21-80893,False,False,False,False,True,False,
2940,21-80894,False,False,False,True,False,False,
2941,21-80895,False,False,False,True,False,False,
2942,21-80898,False,False,False,False,True,False,
2943,21-80904,False,False,False,False,False,False,EHPAD public autonome
2944,21-80905,False,False,False,False,False,False,oph
2945,21-80908,False,False,True,False,False,False,
2946,21-80909,False,False,True,False,False,False,
2947,21-80911,False,False,False,False,True,False,
2948,21-80926,True,False,False,False,False,False,
2949,21-80931,False,False,True,False,False,False,
2950,21-80932,False,False,False,False,True,False,
2951,21-80935,False,False,False,False,False,False,Protection sociale
2952,21-80937,False,False,True,False,False,False,
2953,21-80939,False,False,True,False,False,False,
2954,21-80942,False,False,False,False,False,False,Etablissement public de santé
2955,21-80943,False,False,False,False,True,False,
2956,21-80951,False,False,False,False,False,False,Etablissement public de coopération intercommunale
2957,21-80957,False,False,True,False,False,False,
2958,21-80964,False,False,False,False,True,False,
2959,21-80965,False,False,True,False,False,False,
2960,21-80966,False,False,True,False,False,False,
2961,21-80970,False,False,False,False,True,False,
2962,21-80971,False,False,True,False,False,False,
2963,21-80973,False,False,True,False,False,False,
2964,21-80976,False,False,True,False,False,False,
2965,21-80980,False,False,True,False,False,False,
2966,21-80986,False,False,False,True,False,False,
2967,21-80992,False,False,False,False,True,False,
2968,21-80993,False,False,False,False,False,False,Etablissement public de coopération intercommunale
2969,21-80996,False,False,True,False,False,False,
2970,21-80997,False,False,True,False,False,False,
2971,21-80999,False,False,False,False,False,False,CENTRALE D'ACHAT PUBLIC
2972,21-81004,False,False,False,False,True,False,
2973,21-81005,False,False,False,False,True,False,
2974,21-81011,False,False,False,False,True,False,
2975,21-81012,False,False,False,False,True,False,
2976,21-81013,False,False,False,False,True,False,
2977,21-81015,True,False,False,False,False,False,
2978,21-81016,False,False,True,False,False,False,
2979,21-81017,False,False,False,False,True,False,
2980,21-81018,False,False,False,False,True,False,
2981,21-81024,False,True,False,False,False,False,
2982,21-81026,True,False,False,False,False,False,
2983,21-81028,False,False,True,False,False,False,
2984,21-81031,True,False,False,False,False,False,
2985,21-81032,False,False,False,False,False,False,Collectivité Territoriale
2986,21-81035,False,False,False,True,False,False,
2987,21-81041,False,False,False,False,False,False,Syndicat Mixte Fermé
2988,21-81042,False,False,False,False,False,False,EPCI
2989,21-81045,False,False,True,False,False,False,
2990,21-81046,False,False,True,False,False,False,
2991,21-81050,False,False,True,False,False,False,
2992,21-81051,True,False,False,False,False,False,
2993,21-81053,False,False,True,False,False,False,
2994,21-81054,False,False,True,False,False,False,
2995,21-81056,False,False,False,False,False,False,autre
2996,21-81058,False,False,False,False,True,False,
2997,21-81059,False,False,False,True,False,False,
2998,21-81063,False,False,False,True,False,False,
2999,21-81070,False,False,False,False,False,False,autre
3000,21-81072,False,False,True,False,False,False,
3001,21-81077,False,False,False,False,True,False,
3002,21-81080,False,False,True,False,False,False,
3003,21-81082,False,False,False,False,True,False,
3004,21-81083,False,False,False,False,False,False,activitamp;eacute; portuaire
3005,21-81086,False,False,False,False,False,False,Secours
3006,21-81087,False,False,False,False,False,False,SCIC EVOLEA
3007,21-81088,False,False,True,False,False,False,
3008,21-81093,False,False,False,True,False,False,
3009,21-81094,False,False,False,False,True,False,
3010,21-81097,True,False,False,False,False,False,
3011,21-81104,False,False,True,False,False,False,
3012,21-81113,False,False,True,False,False,False,
3013,21-81114,False,False,True,False,False,False,
3014,21-81117,False,False,True,False,False,False,
3015,21-81124,False,False,True,False,False,False,
3016,21-81128,False,False,False,False,True,False,
3017,21-81131,True,False,False,False,False,False,
3018,21-81132,False,False,False,False,True,False,
3019,21-81133,False,False,False,False,False,False,Etablissement Public de Cooperation Intercommunale
3020,21-81143,False,False,True,False,False,False,
3021,21-81148,False,False,True,False,False,False,
3022,21-81153,False,False,False,False,False,False,autre
3023,21-81155,False,False,False,False,True,False,
3024,21-81156,False,False,False,False,False,False,Etablissement public
3025,21-81181,True,False,False,False,False,False,
3026,21-81189,False,False,False,False,True,False,
3027,21-81192,False,False,False,False,True,False,
3028,21-81193,False,False,False,False,True,False,
3029,21-81196,True,False,False,False,False,False,
3030,21-81205,False,False,True,False,False,False,
3031,21-81209,False,False,True,False,False,False,
3032,21-81218,False,False,True,False,False,False,
3033,21-81222,False,False,True,False,False,False,
3034,21-81226,True,False,False,False,False,False,
3035,21-81227,False,False,False,False,False,False,Etablissement de santé
3036,21-81228,False,False,True,False,False,False,
3037,21-81231,True,False,False,False,False,False,
3038,21-81234,False,False,False,False,True,False,
3039,21-81238,False,False,True,False,False,False,
3040,21-81241,False,False,True,False,False,False,
3041,21-81243,False,False,True,False,False,False,
3042,21-81251,False,False,False,False,False,False,GIE Groupe CCIR Paris Ile-de-France
3043,21-81252,False,False,False,False,False,False,Sécurité sociale
3044,21-81253,False,False,False,False,True,False,
3045,21-81255,True,False,False,False,False,False,
3046,21-81258,False,False,False,False,True,False,
3047,21-81259,True,False,False,False,False,False,
3048,21-81261,True,False,False,False,False,False,
3049,21-81264,False,False,True,False,False,False,
3050,21-81271,False,False,True,False,False,False,
