BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
20-121394,False,False,False,False,False,False,Organisme de droit privé de la MSA
20-137607,False,False,True,False,False,False,
20-152404,False,False,False,False,False,False,SPL
20-85419,False,False,False,False,False,False,SAEML
21-100001,False,False,True,False,False,False,
21-100003,False,False,True,False,False,False,
21-100007,False,False,False,False,True,False,
21-100008,False,False,False,False,True,False,
21-100010,False,False,True,False,False,False,
21-100015,True,False,False,False,False,False,
21-100018,False,False,False,False,False,False,Société d'Economie Mixte
21-100019,False,False,True,False,False,False,
21-100022,False,False,True,False,False,False,
21-100027,False,False,False,False,False,False,Collectivité territoriale
21-100030,False,False,True,False,False,False,
21-100031,False,False,True,False,False,False,
21-100035,False,False,False,False,True,False,
21-100037,False,False,True,False,False,False,
21-100039,False,False,True,False,False,False,
21-100040,True,False,False,False,False,False,
21-100042,False,False,True,False,False,False,
21-100043,False,False,True,False,False,False,
21-100051,False,False,True,False,False,False,
21-100053,False,False,True,False,False,False,
21-100055,False,False,True,False,False,False,
21-100057,True,False,False,False,False,False,
21-100063,False,False,True,False,False,False,
21-100067,False,False,True,False,False,False,
21-100069,False,False,False,False,False,False,Etablissement Public de Coopération Intercommunale
21-100070,False,False,True,False,False,False,
21-100071,False,False,False,False,True,False,
21-100076,False,False,False,False,False,False,ETABLISSEMENT PUBLIC DE SANTE
21-100077,False,False,True,False,False,False,
21-100079,False,False,True,False,False,False,
21-100080,False,False,False,False,True,False,
21-100086,False,False,True,False,False,False,
21-100092,False,False,True,False,False,False,
21-100098,False,False,True,False,False,False,
21-100100,False,False,True,False,False,False,
21-100101,False,False,False,False,True,False,
21-100105,False,False,False,False,True,False,
21-100109,False,False,False,False,False,False,Société Publique Locale (SPL)
21-100110,False,False,False,False,True,False,
21-100114,False,False,True,False,False,False,
21-100115,False,False,True,False,False,False,
21-100116,False,False,True,False,False,False,
21-100118,False,False,False,False,False,False,Sénat
21-100119,False,False,True,False,False,False,
21-100123,False,False,True,False,False,False,
21-100124,False,False,False,False,True,False,
