BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
21-110374,False,False,False,False,False,True,False,,False,False,,,,False,PROTECTION DE DROITS EXCLUSIFS
21-110481,False,False,False,False,False,False,False,,False,False,,,,True,Le marché est inférieur au seuil européen.
21-110510,False,False,False,False,False,False,False,,False,True,,,,False,Marché négocié sans publicité ni mise en concurrence directement avec le lauréat d'un concours restreint de maîtrise d'oeuvre organisé conformément au Code de la Commande Publique.Ledit concours avait fait l'objet d'un avis d'appel à la concurrence publié au BOAMP et au JOUE.
21-110737,False,False,False,False,False,False,False,,False,False,,,,True,Marché de maîtrise d'oeuvre d'un montant estimé inférieur à 100 000EUR ne nécessitant pas la publication du JOUE
21-110814,False,False,False,False,False,False,False,,False,False,,,,True,"Le présent marché ne relève pas du champ d'application de la Directive 2004/18/Ce car son montant est inférieur aux seuils mentionnés à l'article 7 de ladite Directive.Le contrat peut être consulté dans le respect des secrets protégés par la loi à la Direction des Achats et de la Commande Publique de Metz Métropole ( 1 place du parlement de Metz, 57011 Metz cedex 1) du lundi au jeudi de 10h00 à 17h00. Prendre rendez-vous par téléphone (03 87 20 10 00) ou par mail (marchespublics@metzmetropole.fr)"
21-110841,False,False,False,False,False,True,False,,False,False,,,,False,La société détient l'intégralité et l'exclusivité des droits d'auteur sur le progiciel. Elle n'a concédé à aucun autre opérateur économique le droit de commercialiser et de distribuer le progiciel. Elle n'a concédé à aucun opérateur économique de droits permettant d'agir sur le progiciel à quelque niveau que ce soit.
21-111107,False,False,False,False,False,True,False,,False,False,,,,False,"La société NIHON KODHEN est seul et unique distributeur exclusif agrée HAMILTON MEDICAL, pour la commercialisation de machines, de consommables/accessoires, de maintenance et service après-vente du matériel HAMILTON MEDICAL en France et départements et territoires d'Outre-mer depuis novembre 2008."
21-111202,False,False,False,False,False,False,False,,False,False,,,,True,Application article R 2123-1 du code de la commande publique
21-111641,False,False,False,False,False,False,False,,False,True,,,,False,Marché négocié sans mise en concurrence ni publicité avec le lauréat d'un concours de maîtrise d'oeuvre
21-112065,False,False,False,False,False,True,False,,False,False,,,,False,"APVL ingénierie est la seule société habilitée par le constructeur à assurer la maintenance globale des équipements mentionnés ci-dessus. La maintenance globale comprend la maintenance préventive, les contrôles réglementaires, la maintenance curative et la fourniture de pièces détachées ainsi que l'étalonnage usine avec ajustage de ces appareils."
21-112756,False,False,False,False,False,False,False,,False,False,,,,True,Procedure Adaptee Inferieure Au Seuil Europeen
21-112824,True,False,False,False,False,False,False,,False,False,,,,False,"La consultation est engagée sous la forme d'une procédure négociée sans publicité ni mise en concurrence préalables conformément aux dispositions des articles L.2122-1, L.2322-1 et R.2122-1 à R.2122-11 du code de la commande.En effet, la consultation précédente lancée sous la forme d'une procédure adaptée, a été déclarée sans suite pour un motif d'infructuosité, conformément à l'article R2185-1 et R2185-2 du code de la commande publique, dans la mesure où aucune offre n'a été déposée dans les délais impartis"
21-112825,True,False,False,False,False,False,False,,False,False,,,,False,"La consultation est engagée sous la forme d'une procédure négociée sans publicité ni mise en concurrence préalables conformément aux dispositions des articles L.2122-1, L.2322-1 et R.2122-1 à R.2122-11 du code de la commande.En effet, la consultation précédente lancée sous la forme d'une procédure adaptée, a été déclarée sans suite pour un motif d'infructuosité, conformément à l'article R2185-1 et R2185-2 du code de la commande publique, dans la mesure où aucune offre n'a été déposée dans les délais impartis"
