,BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
0,17-54631,retenue de garantie de 5% ou garantie à première demande,"fonds propres de la collectivité; subventions de l'Etat (DETR), subventions de la Communauté de Communes de Vendeuvre-Soulainespaiment par mandat adlinistratif, délai de paiement de 30 jours, prix fermes et actualisables",opérateur économique unique ou groupement d'opérateurs économiques avec mandataire solidaire,False,False,,True,False,False,CF_NIV_SUIV,['FR'],
1,20-103244,,* Origine du financement : CPER 2015-2020 ;* Une avance pourra être accordée au titulaire selon les conditions fixées dans le cahier des charges ;* Les prix seront révisables ;* Les comptes seront réglés sous la forme de décomptes ;* Le délai global de paiement du règlement des comptes sera fixé à 30 jours,"Nature de l'attributaire, le marché sera conclu :- soit avec un prestataire unique ;- soit avec des prestataires groupés conjoints ou des prestataires groupés solidaires.Le mandataire du groupement conjoint sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles à l'égard du pouvoir adjudicateur.Chaque candidat ne pourra remettre, pour la présente consultation, qu'une seule offre en agissant en qualité soit de candidat individuel, soit de membre d'un groupement.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
2,20-113566,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3,20-113622,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4,20-113651,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
5,20-113681,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
6,20-113692,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
7,20-113695,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
8,20-135394,Les éléments sont mentionnés dans le règlement de la consultation,Budget de la Collectivité Territoriale de la Martinique,Les éléments sont mentionnés dans le règlement de la consultation,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
9,20-17267,,,,False,False,,False,True,False,CF_NIV_SUIV,,
10,20-22451,"Une retenue de garantie de 5 % pour l'ensemble des lots sauf lot 10 "" Nettoyage"", qui n'est pas soumis à retenue de garantie.Cette retenue de garantie pourra être remplacée par une garantie à première demande. Le remplacement de la retenue de garantie par une caution personnelle et solidaire n'est pas autorisé.",Financement sur fonds propres et paiement dans un délai de 30 jours à compter de la réception de la facture.,,False,False,,False,True,True,CF_NIV_SUIV,,
11,20-37660,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
12,20-74851,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
13,21-11851,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
14,21-14587,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
15,21-15834,Une retenue de garantie de 5% sur chaque acompte est prévue dans le cadre de la présente consultation.,"Les prestations, objet du présent marché, seront rémunérées dans les conditions fixées par les règles de comptabilité publique et sur fonds propres de l'établissement.Les sommes dues en exécution du présent marché sont payées conformément aux dispositions du titre IV de la loi no2013-269 du 29/03/13 relatif à la lutte contre les retards de paiement dans les contrats de la commande publique. Se reporter également à l'article 10 du CCAP (délais paiement mensuel, avance, facturation électronique, etc.).- Forme, contenu et nature des prix (révision, clause de réexamen, etc.) : se reporter à l'article 9 du CCAP.","Les opérateurs économiques peuvent se présenter sous la forme d'un groupement solidaire ou d'un groupement conjoint. Dans ce dernier cas, le mandataire devra être solidaire lors de l'attribution du marché.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
16,21-15988,,,,False,False,Prestation conforme à la note no105/ARM/SIMMT/MICAM/DR du 16/06/2020,False,False,False,CF_NIV_SUIV,['FR'],
17,21-16052,,"Le financement est assuré exclusivement par des ressources budgétaires propres au ministère des armées.Le régime des paiements (versements d'avance, acomptes, soldes ...) est conforme aux dispositions des articles L 2391-2 à L 2392-10, R 2391-1 à R 2391-7, R 2391-16 à R 2391-28, R 2393-24 à R 2393-40 du code de la commande publique.Le type et la forme de prix des prestations seront : forfaitaires fermes actualisables.Le délai de paiement est de 30 jours maximum et mis en oeuvre conformément aux articles R 2392-10 à R 2392-12 et D 2392-11 du Code de la commande publique. Le mode de règlement est le virement. Le comptable assignataire est :L'Agent comptable des services industriels de l'armement (Acsia)Le Vendôme III11, rue du Rempart93 196 Noisy-Le Grand Cedex.","Cf. Articles R 2342-12 à R 2342-15 du code de la Commande publique.Les candidats doivent indiquer dans leur dossier de candidature s'ils se présentent en tant que candidat individuel ou en tant que Groupement d'opérateurs économiques. La forme du groupement n'est pas imposée.Toutefois si le candidat se présente sous la forme d'un groupement conjoint, le marché prévoira que le mandataire sera solidaire pour l'exécution du marché, de chacun des membres du groupementPour ses obligations contractuelles à l'égard de l'acheteur.Il est interdit aux candidats de présenter pour le marché plusieurs offres en agissant à la fois :1° en qualité de candidats individuels et de membres d'un ou plusieurs groupements ;2° en qualité de membres de plusieurs groupements.La composition des groupements ne peut pas être modifiée entre la candidature et la remise de l'offre.En outre, la composition des groupements peut être modifiée, et il est possible d'en constituer de nouveaux jusqu'à la date de signature du marché public en cas d'opération de restructuration de société, notamment de rachat, de fusion ou d'acquisition, ou si le groupement apporte la preuve qu'un de ses membres se trouve dans l'impossibilité d'accomplir sa tâche pour des raisons qui ne sontpas de son fait. Toutefois le groupement devra demander à l'acheteur l'autorisation de continuer à participer à la procédure depassation en proposant, le cas échéant, à son acceptation un ou plusieurs nouveaux membres du groupement, sous-contractants ouentreprises liées. L'acheteur se prononcera après examen de la capacité de l'ensemble des membres du groupement ainsi transformé, et, le cas échéant, des sous-contractants ou entreprises liées présentés à son acceptation, au regard des conditions de participation définies.",False,False,"Conformément à l'article R 2351-14 du code de la commande publique, les documents de la consultation comporteront des exigences relatives à la sécurité des informations.",False,False,False,CF_NIV_SUIV,['FR'],
18,21-17013,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
19,21-17619,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
20,21-18362,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21,21-18552,,Le financement des prestations relevant du marché à conclure s'effectuera sur les fonds propres de la Collectivité Territoriale de Martinique-Paiement : virement administratif- Délai global de paiement : 30 jours- Règlement effectué sous forme d'acomptes mensuels- Avance de 30% prévue- Variation des prix : prix révisables,Ces éléments figurent dans le Règlement de la Consultation.,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
22,21-21740,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
23,21-26971,,,,False,False,,False,True,True,CF_NIV_SUIV,,
24,21-27881,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
25,21-37905,,- Financement : 100% ETAT ;- une avance sera accordée au titulaire selon les conditions fixées dans le cahier des charges ;- les prix seront révisables ;- le délai global de paiement du règlement des comptes sera fixé à 30 jours ;- comptable assignataire : Drfip33.,le marché sera conclu :- soit avec une entreprise unique ;- soit avec des entreprises groupées conjointes ou avec des entreprises groupées solidaires.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
26,21-38619,,Modalités de règlement des comptes : selon les modalités définies au contrat. Le délai global de paiement est de 30 jours.Modalités de financement : les prestations seront financées sur les fonds propres du Département. Le mode de règlement par l'administration est le mandat administratif.,"En cas de groupement d'opérateurs économiques, la forme souhaitée par le pouvoir adjudicateur est un groupement solidaire. Si le groupement attributaire est d'une forme différente, il pourra se voir contraint d'assurer sa transformation pour se conformer au souhait du pouvoir adjudicateur.Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
27,21-40006,Retenue de 5% du montant des travaux TTC ; cette retenue peut être remplacée par une garantie à première demande,"Règlement par mandat administratif, délai de paiement de 30 jours.Les travaux seront financés par Eau17 avec la participation éventuelle du Département et de l'Agence de l'Eau Loire Bretagne","Le marché sera attribué :- soit à une entreprise unique avec sous-traitance éventuelle,- soit à des entrepreneurs groupés avec sous-traitance éventuelleEn application de l'article R2142-21 du Code de la Commande Publique, il est interdit aux candidats de présenter pour le marché plusieurs offres en agissant à la fois :- en qualité de candidats individuels et de membres d'un ou plusieurs groupements,- en qualité de membres de plusieurs groupements.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
28,21-40494,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
29,21-40568,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
30,21-41135,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
31,21-43173,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
32,21-43176,,"Une avance est accordée au titulaire sauf indication contraire dans l'acte d'engagement. Elle n'est due que sur la base du montant des tranches diminué du montant des prestations confiées à des sous-traitants et donnant lieu à paiement direct.Son montant est fixé, sous réserve des dispositions des articles L.2191-2 et L.2191-3 et R.2191-3 à R.2191-12 du CCP, à un pourcentage du montant initial TTC de la tranche si sa durée, exprimée en mois, est inférieure ou égale à 12 mois ou, si celle-ci est supérieure à 12 mois, à ce même pourcentage de 12 fois ce montant TTC divisé par cette durée.Cette règle est appliquée qu'il y ait ou non recouvrement total ou partiel de tranches dans le temps.Le pourcentage est fixé à :Tranche Ferme : 10 %Tranche Optionnelle 1 : 10 %Si le titulaire du marché ou son sous-traitant admis au paiement direct est une PME (petite et moyenne entreprise), le taux de l'avance est porté à 20 %.Les prix sont révisables par application d'une formule représentative de l'évolution du coût des prestations et suivant les modalités fixées aux articles 3-3.3 et 3-3.4 du CCAP.Le délai global de paiement est fixé à 30 jours.",- Entreprise unique- Groupement solidaire- Groupement conjoint avec mandataire solidaire,False,False,,False,True,True,CF_NIV_SUIV,,
33,21-43833,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
34,21-44352,"le titulaire, sauf s'il s'agit d'un organisme public, doit justifier de la constitution d'une caution personnelle et solidaire ou d'une garantie à première demande à concurrence de 100 % du montant de l'avance.",art. R2191-3 à R2191-63 du code de la commande publique. Modalités de paiement : le délai global de paiement est de 30 jours à compter de la réception de la facture. Mandat administratif sur service fait. Modalités de financement : fonds propres du budget de la Ville.,"en cas de groupement d'opérateurs économiques, la forme souhaitée par le pouvoir adjudicateur est un groupement conjoint avec mandataire solidaire. Si le groupement attributaire est d'une forme différente, il pourra se voir contraint d'assurer sa transformation pour se conformer au souhait du pouvoir adjudicateur. Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
35,21-44606,,Paiement par mandat administratif dans un délai de 30 jours sous peine d'intérêts moratoires.Prix ferme.,"entreprise individuelle ou groupement conjoint ou solidaire. En cas de groupement conjoint, le mandataire sera solidaire de tous les membres.Une même entreprise ne peut pas se présenter en qualité de candidat individuel et en qualité de membre de groupement ni être membre de plus d'un groupement.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
36,21-46661,,Mandat administratif - délai global de paiement : 30 jours. Prix fermes.,Un opérateur économique ou un groupement d'opérateurs économiques ; lors de l'attribution le groupement prendra la forme d'un groupement solidaire ou conjoint.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
37,21-46818,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
38,21-46875,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
39,21-50648,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
40,21-50966,,Budget de la Collectivité Territoriale de Martinique,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
41,21-51068,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
42,21-51827,une avance de 30% peut être versée sans constitution de Garantie à première demande ou caution personnelle et solidaire,"marché financé sur le budget de la collectivité régionale. Le délai de paiement est de 30 jours à compter de la réception de la demande de paiement. Aucune demande de paiement ne peut être transmise avant réalisation des prestations. Outre la pénalité forfaitaire de 40 euros par facture en retard, le retard de paiement donnera lieu à des intérets moratoires à la charge de la collectivité au taux de la Banque Centrale Européenne, augmenté de huit points tel que défini par les dispositions des articles R 2192-31 à 36 du code de la commande publique. Le taux applicable est celui en vigueur à la date à laquelle les intérêts moratoires ont commencé à courir.",le marché sera conclu avec une entreprise unique ou des entreprises groupées. Les candidates ont la possibilité de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou de plusieurs groupements ou en qualité de membres de plusieurs groupements. Les candidats sont informés que le pouvoir adjudicateur se réserve le droit de contraindre le groupement attributaire à revêtir la forme d'un groupement solidaire dans le cas où il n'aurait pas candidaté sous cette forme et dans la mesure où cela serait nécessaire à la bonne exécution du marché conformément aux exigences de l'article R 2142-22 du code de la commande publique.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
43,21-52001,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
44,21-52055,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
45,21-52993,,Financement sur le budget propre de FranceagriMer. Délai global de paiement: 30 jours,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
46,21-53997,"Chaque paiement fera l'objet d'une retenue de garantie au taux de 5,00 % dans les conditions prévues aux articles R2191-32 à R2191-42 du Code de la commande publique. Cette sûreté porte sur l'intégralité des prestations objet du marché. L'avance ne pourra être versée qu'après constitution de la garantie à première demande à hauteur du montant de l'avance prévue à l'article R2191-7 du Code de la commande publique. Cette garantie à première demande ne pourra pas être remplacée par une caution personnelle et solidaire.","le règlement des dépenses s'effectuera par mandat administratif suivi d'un virement, selon les règles de la comptabilité et dans les délais réglementaires (délai global de paiement de 30 jours conformément aux dispositions de l'article R2192-10 du Code de la commande publique.",aucune forme de groupement n'est imposée par le pouvoir adjudicateur.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
47,21-54795,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
48,21-54976,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
49,21-55145,,Leur paiement interviendra dans les 30 jours de cette réception selon les règles de la comptabilité publique. Le financement s'effectuera sur le budget départemental et sur les ressources propres du Département.,,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
50,21-55594,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
51,21-55906,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
52,21-56204,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
53,21-56255,,,Le marché est conclu avec un opérateur économique unique ou avec un groupement.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
54,21-57704,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
55,21-57759,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
56,21-58117,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
57,21-58135,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
58,21-58139,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
59,21-58219,la production d'une garantie à première demande est exigée au titre du versement de l'avance. Aucune garantie financière appliquée.,"les prestations sont financées sur les fonds propres de la Communauté de Communes Vitry, Champagne et Der, avec le concours de l'ADEME. Crédits inscrits au budget primitif 2021. Le paiement sera effectué en application des dispositions du décret no 2012-1246 du 7 novembre 2012 relatif à la gestion budgétaire et comptable publique et des articles R. 2192-1 à 36 du Code de la Commande Publique. Le paiement se fera par mandat administratif dans un délai global de 30 jours.",aucune forme de groupement n'est imposée. Il est toutefois interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
60,21-59046,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
