BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
21-109240,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive.
21-147256,False,False,False,True,False,False,False,,False,False,,,,False,"le marché public est passé selon la procédure négociée sans publicité ni mise en concurrence. Les Tpg sont en effet le seul opérateur capable de fournir ladite prestation pour les lignes transfrontalières gérées par le GLCT. En vertu de lart 191 al. 4 de la Constitution genevoise, les Tpg ont lexclusivité de la gestion du réseau des transports publics et de loffre routière au niveau de lagglomération genevoise. Lenvironnement NOVA est constitué dune plate-forme technique unique destinée à la distribution des offres des transports publics suisses. Le système Tpg est le seul à proposer les paiements en CHF et Euros via un système de vente propre et relié à NOVA (alimentant tpgPreview et Webshop). "
21-150013,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive.
21-155293,False,False,False,False,False,True,False,,False,False,,,,False,La société Schneider Electric IT France a lexclusivité pour lensemble de prestations objet du marché.
21-155565,False,False,False,False,False,False,False,,False,True,,,,False,Le marché de maîtrise d'oeuvre est attribué au lauréat du concours.
21-156150,False,False,False,False,False,True,False,,False,False,,,,False,"Compte tenu que la société SASP RAF est détentrice des droits exclusifs pour les manifestations sportives autour de Rodez Aveyron Football (attestation dexclusivité remise par la société), que pour faciliter la gestion des prestations, il est souhaitable de les traiter avec cette société, un marché passé sans publicité ni mise en concurrence a été lancé en application des articles R.2122-3-3° du Code de la commande publique."
21-157085,False,False,False,False,False,True,False,,False,False,,,,False,"Le Bataillon de marins-pompiers de Marseille (BPM) possède une flotte de véhicules d'intervention équipés par la Société MAGIRUS CAMIVA SAS. De ce fait, le Centre Technique du Bataillon (CTB) dispose des ateliers et des compétences nécessaires pour réaliser l'entretien courant et l'essentiel des réparations de ces véhicules. Afin que le CTB puisse remplir ses missions, celui-ci doit être en mesure de s'approvisionner en pièces de rechange, accessoires et éléments de carrosserie d'origine constructeur.Le CTB est donc dans l'obligation de s'adresser à la Société MAGIRUS CAMIVA SAS, laquelle dispose d'une exclusivité en tant que constructeur équipementier de la marque Magirus Camiva."
21-157180,False,False,False,False,False,False,False,,False,False,,,,True,Le marché subséquent est issu de l'accord-cadre multi attributaire no 2017 010 2018 105 00 poste 11 du lot no8.
21-157267,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive
21-157333,False,False,False,False,False,True,False,,False,False,,,,False,"La société Edap Tms France certifie qu'elle est la seule société ayant conçu et mis au point le Focal One®, appareil à ultrasons focalisés à haute densité (Hifu), destiné au traitement du cancer localisé de la prostate et des récidives après radiothérapie, ainsi que le consommable Focalpak® correspondant"
21-157423,False,False,False,True,False,False,False,,False,False,,,,False,Exclusivité technique pour raison de continuité de service.Articles L.2122-1 et R.2122-3 du code de la commande publique
21-157452,False,False,False,False,False,True,False,,False,False,,,,False,La société BLUEWAY détient l'exclusivité des droits sur l'outil BLUEWAY et les prestations de maintenance et d'assistance associées.
21-157854,False,False,False,False,False,False,False,,False,False,,,,True,Montant du marché inférieur aux seuils de publication au Joue
21-157885,False,False,False,False,False,False,False,,False,False,,,,True,Le montant du marché n'est pas supérieur aux seuils de publicité européens
21-157903,False,False,False,False,False,True,False,,False,False,,,,False,"Compte tenu que la société GFI Progiciels (désormais nommée la société INETUM SOFTWARE France) est détentrice des droits exclusifs pour le suivi du progiciel ASTRE/GF et RH (attestation dexclusivité remise par la société), que pour faciliter la gestion des prestations, il est souhaitable de les traiter avec cette société, un marché passé sans publicité ni mise en concurrence a été lancé en application des articles R.2122-3-3° du Code de la commande publique. "
21-158212,False,False,False,False,False,True,False,,False,False,,,,False,Procédure négocié sans publicité ni mise en concurrence préalable concernant l'acquisition de produit de décontamination sous exclusivité du fabricant canadien.
21-158365,False,False,False,False,False,False,False,,False,True,,,,False,Marché de services attribué au lauréat d'un concours
21-158587,True,False,False,False,False,False,False,,False,False,,,,False,Le lot no2 de la procédure d'appel d'offres ouvert no08AJDRH21 a été déclaré sans suite pour cause dinfructuosité au motif que toutes les candidatures reçues sont irrecevables au sens de l'article R2122-2 du code de la commande publique (publication référence JOUE : no2021/S 196-510530 du 08/10/2021).
21-158591,False,False,False,False,False,False,False,,False,False,,,,True,Marché de services spécifiques hôtellerie et restauration
21-158592,False,False,False,False,False,True,False,,False,False,,,,False,Détention par le Titulaire d'un certificat d'exclusivité
21-158597,False,False,False,True,False,False,False,,False,False,,,,False,"L'objet du marché est de doter la classe virtuelle de Polyaero, dans laquelle les cours de licence professionnelle MIA se déroulent, en simulateurs de maintenance d''AIrbus . Cela permet d'optimiser la formation et de faire certifier ces formations par OSAC. Dans ce cadre, ECA GROUP st le seul opérateur à concevoir et produire cet outil de formation aux caractéristiques très spécifiques."
21-158689,False,False,False,False,False,False,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<MARCHE_COMPLEMENTAIRE xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",False,False,,,,False,Ce marché permet le renouvellement partiel de fournitures portant sur des analyses fortement critiques sans possibilité d'arrêt d'activité. Un changement de fournisseur nécessite la mise en place d'une phase test avec ensuite une corrélation et validation de méthode qu'il n'est pas possible de mettre en oeuvre compte tenu du l'impact de la crise sanitaire sur le secteur.
21-158908,False,False,False,False,False,False,False,,False,False,,,,True,Le montant du marché est en-dessous du seuil communautaire
21-158955,False,False,False,False,False,False,False,,False,False,,,,True,"Explication : En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE"
21-159007,False,False,False,False,False,True,False,,False,False,,,,False,Droits d'exclusivité
21-159052,False,False,False,False,False,True,False,,False,False,,,,False,"La société DMT Solutions France SAS est le constructeur des matériels APS no 541362 et APS no641475. A ce titre, elle atteste détenir les droits de propriété intellectuelle sur ces matériels, les droits dexclusivité sur la maintenance corrective et préventive de ces matériels et quelle na concédée lexploitation de lensemble de ces droits à aucun autre tiers."
21-159953,True,False,False,False,False,False,False,,False,False,,,,False,"Le marché est passé sous la forme dune procédure sans publicité ni mise en concurrence en application des dispositions des articles L 2122-1 et R. 2122-2 du Code de la Commande Publique. Il fait suite à une première consultation lancée sous la forme dune procédure dappel doffres ouvert (annonces BOAMP no21-123741/JOUE no2021/S189-490497 envoyées pour publication le 24/09/2021) qui sest révélée infructueuse dans la mesure où aucune candidature ou offre na été déposée dans les délais prescrits par les documents de la consultation.Dans ce contexte, la relance de la procédure s'est faite via une procédure sans publicité ni mise en concurrence auprès de la société WATT &amp; HOME."
21-160378,False,False,False,False,False,True,False,,False,False,,,,False,"Seule la société CIS Bio International est autorisée par Cyclomédia à la distribution des générateurs Technegas, du Creuset Pulmotech ainsi qu'à la fourniture des pièces de rechange et opérations de maintenance."
21-160441,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE"
21-160457,False,False,False,False,False,True,False,,False,False,,,,False,Certificat d'exclusivité détenu par le titulaire
21-160552,False,False,False,False,False,True,False,,False,False,,,,False,"L'article R2122-3 3° du même code permet de passer sans publicité et sans mise en concurrence préalable un marché ou un accord cadre qui ne peut être confié qu'à un opérateur économique déterminé en raison de l'existence de droits d'exclusivité, notamment de droits de propriété intellectuelle, lorsqu'il n'existe aucune solution de remplacement raisonnable et que l'absence de concurrence ne résulte pas d'une restriction artificielle des caractéristiques du marché. Compte tenu de l'exclusivité dont dispose la société Ipartner sur les solutions Goldeneye et Vim, cette société est seule en mesure de satisfaire le besoin de Tisseo"
21-160733,False,False,False,False,False,False,False,,True,False,,,,False,Le présent marché est consécutif au besoin de réaliser des prestations similaires telles que prévues dans le marché no21-2018-AO
21-160805,False,False,False,False,False,True,False,,False,False,,,,False,Certificat d'exclusivité détenu par le titulaire
21-160897,False,False,False,False,False,True,False,,False,False,,,,False,Le marché relève dune procédure sans mise en concurrence en application des articles R2122-3 3°et R 2162-2 alinea 2 du Code de la commande publique car les pièces détachées sont distribuées exclusivement par le fabricant ou le représentant désigné de lengin de voirie concerné. 
21-161085,False,False,False,False,False,False,False,,False,False,,,,True,Le marché est inférieur aux seuils européens
21-161246,False,False,False,False,False,False,False,,True,False,,,,False,"L'OFPRA a conclu des marchés de prestations similaires sans publicité ni mise en concurrence conformément aux dispositions du code de la commande publiquearticle R 2122-7 du Code de la commande publique Français ""L'acheteur peut passer un marché de travaux ou de services sans publicité ni mise en concurrence préalables ayant pour objet la réalisation de prestations similaires à celles qui ont été confiées au titulaire d'un marché précédent passé après mise en concurrence. Le premier marché doit avoir indiqué la possibilité de recourir à cette procédure pour la réalisation de prestations similaires. Sa mise en concurrence doit également avoir pris en compte le montant total envisagé, y compris celui des nouveaux travaux ou services."" Il s'agit de l'article 32-5 dans la directive 2014/24/UE du 26 Février 2014.Il était indiqué dans le marché initial à l'article 16 du Cahier des Clauses Particulières la possibilité pour l'OFPRA de recourir à des marchés de prestations similaires, l'accord cadre initial a été publié au JOUE (2018/S 204-465198) précise au paragraphe II.2.11) Information sur les options, le recours aux prestations similaires. "
21-161466,False,False,False,False,False,False,True,,False,False,,,,False,"La résiliation du contrat de mise en place d'une nouvelle solution de gestion de la paie, non prévisible et à moins de 6 mois de l'expiration du marché en cours, a contraint Action Logement Services à passer un marché d'urgence impérieuse avec le titulaire actuel, la société Cegid"
21-161500,False,False,False,False,False,True,False,,False,False,,,,False,La présente consultation a été lancée suivant la procédure de marché passé sans publicité ni mise en concurrence préalables en application de l'article R 2122-3 3° du Code de la commande publique.   Le recours à cette procédure a été possible en vertu des droits exclusifs dont bénéficie la Société WORLDLINE sur lintégralité des prestations concernant le progiciel GENESIS.
21-161719,False,False,False,False,False,False,False,,False,True,,,,False,Le marché de maîtrise duvre a été attribué après négociation avec le candidat lauréat d'un concours. Cette démarche s'appuie sur les articles R2122-6 et R2172-2 du Code de la Commande publique. 
21-161980,False,False,False,False,False,False,False,,False,False,,,,True,Montant du marché inférieur aux seuils de publication au Joue
21-162452,False,False,False,False,False,True,False,,False,False,,,,False,"Le présent marché est passé en application des dispositions de l'article R2122-3 du décret no2018-1075 du 03 décembre 2018 en raison de l'exclusivité détenue par la société THEMYS pour la distribution, la maintenance et l'installation de ce produit."
21-162787,False,False,False,False,False,True,False,,False,False,,,,False,Certificat d'exclusivité détenu par le titulaire
21-162901,False,False,False,False,False,True,False,,False,False,,,,False,Certificat d'exclusivité détenu par le titulaire
