,BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
0,17-68534,COMMUNE CLOYES LES TROIS RIVIERES,None,Monsieur Le Maire,,,1 Place GambettaCloyes sur le Loir,28220,Cloyes les trois rivieres,,02-37-98-53-18,,,marchespublics@cloyeslestroisrivieres.fr,,,,,,,False,False,,False,False
1,19-41861,COMMUNE DE MATOURY,None,,,FRY3,1 rue Victor Céïde,97351,Matoury,,,,,marches@mairie-matoury.fr,https://www.marches-securises.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
2,20-135373,ASSO DU REST ADMIN EPERNAY,None,Pascal GACHIGNAT,,,21 RUE DU MOULIN A VENT,51200,Epernay,,06-12-45-55-38,,,pascal.gachignat@dgfip.finances.gouv.fr,,,,,,,False,False,,False,False
3,20-138941,INSA de Lyon,None,,,FRK2,,None,Villeurbanne,,,,,dpi.marchespublics@insa-lyon.fr,http://www.achatpublic.com,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
4,20-142060,Centre Hospitalier Alpes Léman,None,Cellule juridique des contrats,,,558 route de Findrol - BP 20500,74130,Contamine sur Arve,,,,,achats_publics_ght@ch-alpes-leman.fr,http://ght-leman-mont-blanc.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
5,20-149403,Département des Alpes-Maritimes,None,,,FRL03,"direction générale adjointe pour les ressources et les moyens - direction des achats et de la logistique - service des marchés - cadam - 147 Bd du Mercantour - Bâtiment Cheiron, 4ème étage, bureau 471 - B.P. 3007,",06201,Nice cedex 3,,(+33) 4-97-18-60-00,,,marches@departement06.fr,https://www.e-marches06.fr,,,https://www.e-marches06.fr,https://www.e-marches06.fr,,False,True,,False,True
6,20-45076,CNRS Marseille,18008901303720,,,FRL04,"Délégation Provence et Corse-31 chemin Joseph Aiguier-Service Finance, Achats, Comptabilité-Bâtiment PH-Pôle Achats et Opérations immobilières no 301-CS70071",None,MARSEILLE,,,,,appel.offres@dr12.cnrs.fr,http://www.provence-corse.cnrs.fr,http://www.marches-publics.gouv.fr/,,http://www.marches-publics.gouv.fr/,http://www.marches-publics.gouv.fr/,,False,True,,False,True
7,20-69403,CNRS Marseille,18008901301724,,M.Belaroussi ou M.Musacchia,FRL04,Délégation Provence et Corse  31 chemin Joseph Aiguier  service Finances achatcomptabilité  bâtiment PH  pôle achats et marchés publics nº 301  CS 70071,None,Marseille,,(+33) 4-91-16-46-45,,(+33) 4-91-16-42-16,appel.offres@dr12.cnrs.fr,http://www.provence-corse.cnrs.fr,http://www.marches-publics.gouv.fr/,,https://www.marches-publics.gouv.fr/,https://www.marches-publics.gouv.fr/,,False,True,,False,True
8,21-100026,RPA DREAL Languedoc-R - Midi-Pyrenées,2021-05-DMORN,,,FR,,None,TOULOUSE CEDEX 9,,,,,dmorno.dreal-occitanie@developpement-durable.gouv.fr,http://www.occitanie.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
9,21-100111,MAIRIE DE TROYES,None,,,FRF22,,10026,Troyes,,(+33) 3-25-42-33-33,,,commande.publique@ville-troyes.fr,http://www.ville-troyes.fr,http://www.xmarches.fr,,http://www.xmarches.fr,http://www.xmarches.fr,,True,False,,False,True
10,21-101957,Commune de Blaye,None,M le Maire,,,7 cours Vauban,33390,Blaye,,05-57-42-69-10,,,j.faure@blaye.fr,http://blaye.fr,http://synapse-entreprises.com,,,,,False,False,,False,False
11,21-102090,Com Com Pays de Montereau,None,,,FR102,"29, avenue du Général de Gaulle",77130,Montereau fault yonne,,(+33) 1-60-73-44-00,,,christine.louis@paysdemontereau.fr,https://paysdemontereau77.fr/,https://www.klekoon.com/detail-consultation/80756/1,,,,,False,False,,False,False
12,21-102932,Institut de Cancérologie de l'Ouest,None,"représenté par la Soderec, mandataire du maître d'ouvrage",,,15 quai Ernest Renaud,44100,Nantes,,02-40-89-97-59,,,agrinand@lasoderec.com,http://www.lasoderec.com,http://www.marches-securises.fr/perso/soderec/,,,,,False,False,,False,False
