,BOAMP_AVIS_NUM,D_15_01_Conditionadministrative_Referencemarche,D_15_02_Conditionadministrative_Etudesconcours,D_15_03_Conditionadministrative_Recompenseslaureatoui,D_15_04_Conditionadministrative_Recompensesaureatnon,D_15_05_Conditionadministrative_Recompenseslaureat,D_15_06_Conditionadministrative_Indemnisationparticipants,D_15_07_Conditionadministrative_Conditionsremiseoffres,D_15_08_Conditionadministrative_Conditionsetmodepaiementobtenirdocuments,D_15_09_Conditionadministrative_Datelimiteobtentiondocuments,D_15_10_Conditionadministrative_Documentpayantoui,D_15_10_01_Conditionadministrative_Documentpayantoui_Valeur,D_15_10_01_01_Conditionadministrative_Documentpayantoui_Valeur_Value,D_15_10_01_02_Conditionadministrative_Documentpayantoui_Valeur_Devise,D_15_11_Conditionadministrative_Documentpayantnon,D_15_12_Conditionadministrative_Persouvertureoffresoui,D_15_13_Conditionadministrative_Persouvertureoffresnon,D_15_14_Conditionadministrative_Datedebutattribution,D_15_15_Conditionadministrative_Dateouvertureoffres,D_15_16_Conditionadministrative_Lieuouvertureoffres,D_15_17_Conditionadministrative_Abandonsadoui,D_15_18_Conditionadministrative_Abandonsadnon,D_15_19_Conditionadministrative_Finattributionoui,D_15_20_Conditionadministrative_Finattributionnon,D_15_21_Conditionadministrative_Envoielectroniqueavecoutiloui,D_15_22_Conditionadministrative_Envoielectroniqueavecoutilnon
0,21-37182,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
1,19-141762,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,Séance non publique,False,,2021-02-12 00:00:00,,,False,False,False,False,True
2,19-170952,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,True
3,19-174419,2020-0168,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
4,19-180078,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-02-23 00:00:00,Vaux-sur-Mer,,False,False,False,False,True
5,19-184028,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
6,19-99055,,,False,False,,,Voir RC,"Le dossier de consultation des entreprises est remis gratuitement à chaque candidat. Il est disponible à l'adresse électronique suivante : http://quincy-voisins.synapse-entreprises.com,Pour tout renseignement relatif à l'usage de la plateforme, les entreprises doivent s'adresser à l'équipe support de SYNAPSE : 01 72 33 90 70),",,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
7,20-101180,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,les membres de la commission techniques (séance non publique),False,,2021-03-11 00:00:00,,,False,False,False,False,True
8,20-105182,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
9,20-106702,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-02-16 00:00:00,,,False,False,False,False,True
10,20-106925,,,False,False,,,"Soit par voie électronique à l'adresse suivante : xxxxxxxxxxElles devront, dans tous les cas, parvenir l'APIJ avant la date et l'heure limites (heure de Paris) indiquées sur le présent document quel que soit le mode d'acheminement, sous peine de rejet.",les documents de consultation ainsi que les documents et renseignements complémentaires sont téléchargeables sur le profil acheteur en utilisant le lien suivant : xxxxxxxxxx,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
11,20-106965,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
12,20-113661,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
13,20-116214,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
14,20-116496,,,False,False,,,"les candidats doivent faire parvenir leur réponse au format électronique sur le site de plateforme PLACE (profil acheteur Place), à l'adresse suivante: https://www.marches-publics.gouv.fr. Une assistance en ligne y est accessible. En complément de l'offre sur la plateforme PLACE, les candidats pourront éventuellement transmettre une copie de sauvegarde comme mentionné au préambule dans les mêmes délais que la remise de l'offre. Les modalités sont mentionnées dans l'article 5 du règlement de la consultation.","Le dossier de consultation des entreprises est mis gratuitement à disposition de chaque candidat en téléchargement depuis la plate-forme de dématérialisation de l'OPPIC: https://www.marches-publics.gouv.frLe téléchargement du dossier pourra se faire librement sans inscription préalable sur la plate-forme. Une assistance en ligne y est accessible.Toutefois, l'attention des candidats est attirée sur le fait qu'en l'absence d'inscription auprès de la plate-forme, ils ne seront pas automatiquement informés des éventuelles modifications et compléments apportés au dossier.",,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
15,20-118216,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
16,20-119485,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
17,20-119917,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
18,20-120664,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-03-01 00:00:00,,,False,False,False,False,True
19,20-120877,,,False,False,,,"les candidats ont l'obligation de remettre leur candidature par voie dématérialisée, sur la plateforme d'acheteur https://www.lasoderec.com rubrique 'marchés en cours'.La candidature sera alors transmise sous format 'Word', 'PDF', ou sous tout autre format accompagné du logiciel de lecture correspondant.La taille maximum de l'ensemble des fichiers pouvant être transmis est de 1 Giga octets.Dans le cas où un candidat ayant transmis sa candidature par voie électronique souhaite en remettre une copie de sauvegarde au pouvoir adjudicateur sur support physique électronique (cd-rom, dvd-rom, clé USB ou bien sur support papier), il la mettra dans un pli cacheté portant la mention 'Offre pour le marché d'assurance relatif à la construction du bâtiment construction d'un EHPAD - Dommages Ouvrage - ne pas ouvrir - copie de sauvegarde - ne pas ouvrir ' ainsi que l'identité et lescoordonnées du candidat (mandataire en cas de groupement). Cette copie est à l'adresse suivante : Soderec - rue Robert Caumont - immeuble P - 33049 BordeauxCedex..Dans tous les cas, la candidature (et la copie de sauvegarde éventuelle) doit parvenir à destination avant la date et l'heure limites figurant dans l'avis d'appel à concurrence.",Le dossier de consultation est disponible sur la plateforme d'acheteur https://www.lasoderec.com rubrique 'marchés en cours'.,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
20,20-120883,,,False,False,,,"Les candidats ont l'obligation de remettre leur offre par voie dématérialisée, sur la plateforme d'acheteur www.lasoderec.com rubrique "" marchés en cours "". L'offre sera alors transmise sous format 'Word', 'PDF', ou sous tout autre format accompagné du logiciel de lecture correspondant. La taille maximum de l'ensemble des fichiers pouvant être transmis est de 1 Giga octets.Dans le cas où un candidat ayant transmis son offre par voie électronique souhaite en remettre une copie de sauvegarde au pouvoir adjudicateur sur support physique électronique (CD-ROM, DVD-ROM, clé USB ou bien sur support papier), il la mettra dans un pli cacheté portant la mention "" Offre pour le marché d'assurance relatif à la construction du bâtiment construction d'un EHPAD - Tous Risques Chantier - Ne pas ouvrir - COPIE DE SAUVEGARDE - ne pas ouvrir "" ainsi que l'identité et les coordonnées du candidat (mandataire en cas de groupement). Cette copie est à l'adresse suivante : Soderec - Rue Robert Caumont - Immeuble P - 33049 Bordeaux Cedex.Dans tous les cas, l'offre (et la copie de sauvegarde éventuelle) doit parvenir à destination avant la date et l'heure limites figurant dans l'avis d'appel à concurrence.",Le dossier de consultation est disponible sur la plateforme d'acheteur https://www.lasoderec.com rubrique 'marchés en cours'.,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
21,20-122031,20F0184,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
22,20-122490,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
23,20-124252,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
24,20-125609,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-02-19 00:00:00,,,False,False,False,False,True
25,20-126746,20-051,,False,False,,,"Toute offre papier sera considérée comme irrégulière au sens des dispositions de des articles R2152-1 et R2152-2 du code de la commande publique, et non susceptible de régularisation. Seule la transmission par voie électronique est permise dans les conditions indiquées ci-dessous. Conformément aux articles R2132-2, R2132-3 et R2132-7 du code de la commande publique, les candidats sont tenus de transmettre leurs candidatures et leurs offres, dans le cadre de cette procédure ouverte, par voie électronique (c'est-à-dire, via le réseau Internet) à l'adresse suivante : https://marchespublics596280.fr/?page=frame.ConsultationsOrganisme&org=3C029 (profil d'acheteur public).","Le dossier de consultation est téléchargeable sur la plateforme de dématérialisation https://marchespublics596280.fr/?page=frame.ConsultationsOrganisme&org=3C029. Aucun dossier de consultation ne pourra être distribué en version papier, tous les échanges devant être électroniques. Aucune demande d'envoi du dossier sur support physique électronique n'est autorisée. De même, aucun dossier ne sera transmis par voie électronique. ! Il est fortement recommandé aux soumissionnaires de s'authentifier sur le site et notamment renseigner une adresse électronique permettant ainsi : - de recevoir les éventuels compléments d'informations de la Ville suite aux questions posées par les candidats ; - de recevoir les éventuelles pièces modifiées du dossier de consultation.",,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
26,20-128575,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,Commission Ad Hoc,False,,2021-02-15 00:00:00,Siège social,,False,False,False,False,True
27,20-128940,2020830073,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
28,20-129621,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
29,20-130815,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
30,20-130841,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
31,20-132540,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
32,20-132788,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
33,20-133230,2021-mop,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
34,20-133562,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-02-26 00:00:00,,,False,False,False,False,True
35,20-135063,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
36,20-135275,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-02-09 00:00:00,,,False,False,False,False,True
37,20-135955,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
38,20-136112,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,2021-02-25 00:00:00,,,False,False,False,False,True
39,20-136378,,,False,False,,,"Les candidats doivent faire parvenir leur candidature au format électronique sur le site de la plateforme PLACE (profil acheteur Place), à l'adresse suivante: https://www.marches-publics.gouv.fr. Une assistance en ligne y est accessible.En complément du plis relatif à la candidature sur la plateforme PLACE, les candidats pourront éventuellement transmettre une copie de sauvegarde. L'Enveloppe extérieure portant impérativement la mention : - MAPA restreint - Construction du Grand Bassin lot XXX (à compléter) - copie de sauvegarde - ne pas ouvrir par le service courrier'. Les plis seront impérativement remis avant la date limite indiquée dans le présent avis par tout moyen permettant de donner une date certaine à leur réception et de garantir la confidentialité de leur contenu à l'adresse suivante : OPPIC - 30 rue du Château des Rentiers - département des Marchés et des affaires juridiques CS 61336 - 75647 Paris Cedex 13. L'expéditeur devra tenir compte des délais postaux, la personne publique ne pouvant être tenue pour responsable des problèmes d'acheminement du courrier. Ou remis contre récépissé à la même adresse, bureau 358 3e étage de 9h30 à 12h30 et de 14h30 à 17h30 du lundi au jeudi et de 9h30 à 12h30 et de 14h30 à 16 heures le vendredi. Les envois seront faits sous la seule responsabilité de l'expéditeur jusqu'à réception et enregistrement par le service destinataire. Les dossiers qui seraient remis ou dont l'avis de réception serait délivré après la date et l'heure limites fixées ci-avant ainsi que ceux remis sous enveloppe non cachetée, ne seront pas retenus.",,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
