,BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
3916,21-50232,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3917,21-50240,Aucune garantie n'est prévue.,Une avance de 5 % pourra être accordée dans les conditions prévues au CCAP.L'opération sera financée selon les modalités suivantes : les prestations sont subventionnées à hauteur de 50% par la Région Bretagne. Le reste à charge sera financé par les ressources propres du budget du SIDEPAQ (section investissement).Règlement des comptes selon les modalités du CCAG-PI.Le délai global de paiement est de 30 jours. Le paiement se fera par virement administratif.Ordonnateur : Le Président - Comptable assignataire : trésorier de Quimper Communauté.,"En cas de groupement, le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.En revanche, les compétences exigées pour le lot 1 sont les suivantes : - Génie des procédés industriels (production d'hydrogène, électrolyse, mécanique des fluides, thermodynamique, génie des réactions chimiques).- Process industriel et gestion d'unité de traitement des déchets (UVED), notamment le cycle four/chaudière.- Génie énergétique, conception de systèmes EnRSans être obligatoires, seront également appréciées des compétences en matière de : - Génie électrique et contrôle commande / automatisme.- Spécialiste financier.Les compétences exigées pour le lot 2 sont les suivantes : - Expertise en droit des sociétés.- Expertise en droit public, en droit et compétences des collectivités locales.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
3918,21-50244,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
3919,21-50248,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3920,21-50249,aucune retenue de garantie exigée,financement sur fonds propresdélai global de paiement: 30 jours,titulaire unique ou groupement d'entreprises,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3921,21-50251,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3922,21-50252,,,,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
3923,18-177612,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3924,21-50255,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3925,21-50257,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3926,21-50258,Une retenue de garantie de 5% du montant du marché sera prélevée. Elle peut être remplacée par un cautionnement conformément à la loi 71-584 du 16 juillet 1971. Les conditions de la retenue de garantie et du cautionnement sont précisées au CCAP.,"Les prestations, objet du présent marché, seront rémunérées selon les modalités suivantes :- Financement : Budget propre du maître d'ouvrage ;-Paiement à trente (30) jours à dater de la remise de l'état de situation au maître d'oeuvre ;-par chèque bancaire ou virement bancaire selon les conditions prévues au CCAP.","L'offre peut être présentée par un opérateur économique seul ou par un groupement d'opérateurs économiques.Aucune forme de groupement n'est imposée par le maître d'ouvrage pour la présentation de l'offre.Les opérateurs économiques ne peuvent présenter une offre en agissant à la fois en qualité de candidats individuels et en qualité de membres d'un ou plusieurs groupements.Si l'attributaire désigné est un groupement entre plusieurs opérateurs économiques, le marché sera alors signé avec le mandataire du groupement, mais tous les co-traitants devront fournir les documents administratifs exigés à l'article 8.1 du règlement de consultation, sous peine d'élimination du groupement.",False,False,,False,True,True,CF_NIV_SUIV,,
3927,21-50260,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3928,21-50262,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3929,21-50264,sans objet,Les sommes dues au(x) titulaire(s) et au(x) sous-traitant(s) de premier rang éventuel(s) du marché seront payées dans un délai global de 30 jours à compter de la date de réception des factures ou des demandes de paiement équivalentes.mandat administratif,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3930,21-50265,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3931,21-50267,Attestation d'assurance couvrant les risques inhérents à l'activité.,Le financement se fera sur les ressources propres de la CIVIS complété le cas échéant de subventions européennes. Le règlement du marché s'effectuera par mandat et virement administratif. Le marché donne lieu à versement d'avance et d'acompte,Aucune forme juridique n'est imposée aux soumissionnaires,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
3932,21-50270,,,"Le marché sera conclu soit avec un opérateur économique présentant une candidature individuelle, soit avec un groupement d'opérateurs économiques.Si le marché est conclu avec un groupement d'entreprises conjoint, le mandataire sera solidaire de chacun des autres membres du groupement. Vendée Eau pourra le cas échéant demander, au stade de l'attribution, la modification de la forme initiale du groupement.",True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3933,21-50279,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3934,18-47200,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
3935,15-57264,,,,False,False,,False,True,False,CF_NIV_SUIV,,
3936,21-50288,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3937,21-50295,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3938,21-50297,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3939,21-50301,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3940,21-50302,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3941,21-50303,,"Imputation sur le budget de la collectivité, section investissement",,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3942,21-50306,Retenue de garantie de 5% ou garantie à première demande ou caution personnelle et solidaire (au gré du titulaire),Modalités de paiement: mandat administratif à 30 jours selon les règles de la comptabilité publiqueVersement de l'avance selon les conditions prévues à l'article R2191-3 du code de la commande publique (sauf renoncement du titulaire dans l'acte d'engagement),Groupement conjoint ou solidaire,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3943,21-50307,"Retenue de garantie de 5,0 %, qui peut être remplacée par une garantie à première demande. Garantie à première demande couvrant 100,0 % du montant de l'avance","Prestations réglées par un prix global forfaitaire Prix révisables mensuellement. Avance de 10,0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : Sur fonds propres",Aucune forme de groupement imposée à l'attributaire du marché,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3944,21-50309,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3945,21-50311,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3946,19-133842,"Retenue de garantie de 5,0 %, qui peut être remplacée par une garantie à première demande. Garantie à première demande couvrant 100,0 % du montant de l'avance","Prestations réglées par un prix global forfaitaire Prix actualisables. Avance de 5,0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : Sur les ressources propres",Aucune forme de groupement imposée à l'attributaire du marché,False,False,Possibilité pour les candidats de proposer un délai d'exécution. Début d'exécution du marché à compter de la date fixée par ordre de service,False,True,False,CF_NIV_SUIV,['FR'],
3947,21-50314,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3948,21-50324,Aucune clause de garantie financière ne sera appliquée.,"Financement : Ville d'Alès (fonds propres). Avance prévue dans les conditions des articles R.2191-3 à R.2191-19 du Code de la commande publique. Paiement par virement bancaire dans un délai de 30 jours. Applicationd'intérêts moratoires (BCE majoré de 8 points) et indemnité forfaitaire pour frais de recouvrement de 40 euro(s).Variation des prix : fermes la première année, actualisables et révisable en cas de reconduction.","Les groupements d'entreprises conjoints ou solidaires sont admis. Le mandataire devra être dûment désigné dans lalettre de candidature ou dans le DUME et ne peut représenter en cette qualité plus d'un groupement pour un même marché.En cas de groupement conjoint, le mandataire commun du groupement conjoint sera solidaire de chacun des membres du groupement pour ses obligations contractuelles à l'égard de la personne publique pour l'exécution du présent marché.Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
3949,17-107141,,,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
3950,21-50327,"Une avance est accordée au titulaire ou groupement dans les conditions fixées par la réglementation en vigueur, sauf renonciation expresse par le titulaire de l'accord-cadre.",Le règlement des prestations a lieu par virement et s'effectue selon les règles de la comptabilité publique et du code de la commande publique. Le financement des prestations est sur fonds propres.,"Il est possible de présenter pour le présent accord-cadre à bons de commande, plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou de plusieurs groupements ou en qualité de membres de plusieurs groupements. Le marché sera conclu soit avec un prestataire unique soit avec un groupement dont la forme n'est pas imposée. En cas de groupement conjoint, le mandataire sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3951,21-50328,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3952,21-50329,Aucune clause de garantie financière ne sera appliquée.,"Financement : Ville d'Alès (fonds propres). Avance prévue dans les conditions des articles R.2191-3 à R.2191- 19 du Code de la commande publique. Paiement par virement bancaire dans un délai de 30 jours. Application d'intérêts moratoires (BCE majoré de 8 points) et indemnité forfaitaire pour frais de recouvrement de 40 euro(s).Variation des prix : fermes la première année, actualisables et révisable en cas de reconduction.","Les groupements d'entreprises conjoints ou solidaires sont admis. Le mandataire devra être dûment désigné dans lalettre de candidature ou dans le DUME et ne peut représenter en cette qualité plus d'un groupement pour unmême marché.En cas de groupement conjoint, le mandataire commun du groupement conjoint sera solidaire de chacun desmembres du groupement pour ses obligations contractuelles à l'égard de la personne publique pour l'exécutiondu présent marché.Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuelset de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
3953,21-50330,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3954,21-50331,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3955,21-50333,Voir CCAP,Le financement des travaux est porté sur le budget général GEMAPI.Voir CCAP,Voir le règlement de consultation : article 3.12. groupement conjoint avec mandataire solidaire.,False,False,Se référer au règlement de consultation et CCAP,False,True,False,CF_NIV_SUIV,,
3956,21-50334,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3957,21-50340,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3958,21-50341,,,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
3959,17-59145,"Retenue de garantie de 5,00 % pouvant être remplacée au gré du titulaire par une garantie à première demande.",Financement sur ressources propres - budget Ministère de la Justice / B.O.P 107 / Budget Investissement (Titre V).Délai global de paiement de 30 jours (Décret no 2013-269 du 29 mars 2013 relatif à la lutte contre les retards de paiement dans les contrats de la commande publique). Avance de 30% et acompte dans les conditions prévues au D.C.E.,"En cas de groupement, la forme souhaitée par le pouvoir adjudicateur est un groupement solidaire ou un groupement conjoint avec mandataire solidaire.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
