BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
21-114443,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant du présent accord-cadre mono-attributaire à bons de commande de fournitures est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE."
21-118129,False,False,False,False,False,False,False,,False,False,,,,True,"Un avis d'appel public à la concurrence a été publié le 11 avril 2021 au Bulletin Officiel des Annonces des Marchés Publics (BOAMP) sous le numéro 21-31528 et au Journal Officiel de l'Union Européenne (JOUE) sous le numéro 2021/S072-182919 pour la consultation 21S0028-AOO-DATM-Location de structures modulaires et de blocs sanitaires autonomes pour les services du Département du Pas-de-Calais - 3 lots passée par procédure d'Appel d'Offres Ouvert en application des articles R2124-2 et R2161-2 à R2161-5 du Code la Commande Publique. La date limite de remise des offres était fixée au 10 mai 2021 à 16 heures 00. le lot 3 : ""location de blocs sanitaires autonomes de type ""événementiel""  a été déclaré sans suite pour cause d'infructuosité (offre irrégulière). En application de l'article 52124-3 6° du code de la commande publique, il a été relancé en procédure avec négociation avec la société ayant candidaté. La consultation 21S0028BIS-PAN-DATM a été déclarée sans suite pour motif juridique. Elle sera relancée ultérieurement."
21-127886,False,False,False,False,False,True,False,,False,False,,,,False,"la société SANIVAP est le fabricant français et distributeur exclusif des matériels de la marque SANIVAP.la société SANIVAP est la seule à pouvoir vendre des pièces détachées, des accessoires et des consommables d'origine SANIVAP"
21-128972,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE"
21-129021,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE"
21-129543,False,False,False,False,False,False,False,,False,False,,,,True,"La Martinique subit une 4ème vague de contaminations de façon brutale et accélérée. Cette hausse se répercute sur le système de santé arrivé à saturation. Pour y faire face, 300 autres professionnels de santé ont été déployés le vendredi 20 août 2021. Le Préfet de la Martinique a demandé à Martinique Transport dapporter son soutien en organisant le transfert de ces personnels soignants de leur lieu dhébergement aux établissements de santé dès le lundi 23 aout 2021. Martinique Transport a confié le transport aux entreprises attributaires en application de larticle R. 2122-1 du Code de la Commande Publique au motif que la survenance de cette "" 4ème vague "" et son intensité soudaine et sans précédent suffisent à caractériser le caractère extérieur, imprévisible et irrésistible. Le lien de causalisé est démontré dans la nécessité dacheminer le personnel soignant arrivé en renfort sur les établissements de santé et dans la volonté du Préfet de mettre Martinique Transport à contribution de cet effort."
21-129994,False,False,False,False,False,False,True,,False,False,,,,False,"Compte tenu de l'ampleur de l'incendie qui a touché l'Hôtel de Ville en date du 17/06/2021, dont les dommages ont eu pour conséquence la mise hors service des câblages et réseaux électriques ainsi que des systèmes de sécurité associés, il a été indispensable de recourir à un marché sans publicité ni mise en concurrence dans les conditions prévues par l'article R. 2122-1 de la commande publique pour faire face à la situation d'urgence"
21-130124,False,False,False,False,False,False,False,,False,False,,,,True,"Le marché public est passé sans publicité ni mise en concurrence préalables, dans le cadre de l'expérimentation de l'achat innovant dont le montant du besoin est inférieur à 100 000 euro(s) HT (conformément aux dispositions de l'article L2122-1 du code de la commande publique et du décret no2018-1225 du 24/12/2018 portant diverses mesures relatives aux contrats de la commande publique, en vigueur en France)."
21-130174,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant du présent accord-cadre mono-attributaire à bons de commande de fourniture est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE"
21-130224,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du parlement européen et du conseil du 26 février 2014, le montant maximum du présent accord-cadre monoattributaire à bons de commande de 200 000 euros HT est inférieur au seuil dapplication des Directives susvisées. Ce dernier nest donc pas soumis à l 'obligation de publication préalable dun avis de publicité au JOUE"
