BOAMP_AVIS_NUM,D_15_01_Conditionadministrative_Referencemarche,D_15_02_Conditionadministrative_Etudesconcours,D_15_03_Conditionadministrative_Recompenseslaureatoui,D_15_04_Conditionadministrative_Recompensesaureatnon,D_15_05_Conditionadministrative_Recompenseslaureat,D_15_06_Conditionadministrative_Indemnisationparticipants,D_15_07_Conditionadministrative_Conditionsremiseoffres,D_15_08_Conditionadministrative_Conditionsetmodepaiementobtenirdocuments,D_15_09_Conditionadministrative_Datelimiteobtentiondocuments,D_15_10_Conditionadministrative_Documentpayantoui,D_15_10_01_Conditionadministrative_Documentpayantoui_Valeur,D_15_10_01_01_Conditionadministrative_Documentpayantoui_Valeur_Value,D_15_10_01_02_Conditionadministrative_Documentpayantoui_Valeur_Devise,D_15_11_Conditionadministrative_Documentpayantnon,D_15_12_Conditionadministrative_Persouvertureoffresoui,D_15_13_Conditionadministrative_Persouvertureoffresnon,D_15_14_Conditionadministrative_Datedebutattribution,D_15_15_Conditionadministrative_Dateouvertureoffres,D_15_16_Conditionadministrative_Lieuouvertureoffres,D_15_17_Conditionadministrative_Abandonsadoui,D_15_18_Conditionadministrative_Abandonsadnon,D_15_19_Conditionadministrative_Finattributionoui,D_15_20_Conditionadministrative_Finattributionnon,D_15_21_Conditionadministrative_Envoielectroniqueavecoutiloui,D_15_22_Conditionadministrative_Envoielectroniqueavecoutilnon
19-24667,211100,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
20-121394,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
20-137812,,,False,False,,,"L'attention des soumissionnaires est attirée sur le fait qu'ils doivent envoyer leur candidature et leur offre par voie électronique, sur la plateforme de dématérialisation https://marches.maximilien.fr. Aucun envoi par télécopie ou courriel ne sera accepté, ni de pli sur support papier. Ils devront disposer pour cela d'un certificat de signature électronique référence dans la liste publiée à l'adresse : www.entreprises.minefi.gouv/certificats/.La copie de sauvegarde est remise le cas échéant par lettre recommandée avec accusé de réception ou sur place, contre récépissé, les jours ouvrés du lundi au vendredi, de 9h30 à 12 heures et de 14 heures à 16 heures à l'adresse indiquée.",,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
20-152404,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,True,False,True,False,False
20-85419,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,Les offres seront ouvertes par les services de CRETEIL-HABITAT-SEMIC,False,,2021-09-14 00:00:00,,,False,False,False,False,True
21-100001,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,True
21-100003,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,True
21-100005,,,False,False,,,"En application de l'article R. 2132-7 du Code de la commande publique, les plis contenant les candidatures seront déposés exclusivement par voie électronique, via le profil acheteur https://www.klekoon.com. Tout pli papier sera déclaré irrégulier. Les plis devront être transmis avant la date limite de remise des candidatures. L'heure limite retenue pour la réception du pli correspondra au dernier octet reçu. Les plis parvenus après cette date et heure limites par voie dématérialisée seront éliminés sans avoir été lus. Si le candidat adresse plusieurs candidatures différentes sous forme dématérialisée, seule la dernière reçue sera examinée. Le candidat est invité à traiter les fichiers constitutifs de sa candidature préalablement par un antivirus.Le candidat reconnaît avoir pris connaissance des prérequis du profil acheteur https://www.klekoon.fr. Toute action effectuée sur ce site sera réputée manifester le consentement du candidat. Le candidat peut transmettre une copie de sauvegarde sur support papier ou sur support physique. Chaque pièce de la candidature transmise par voie électronique est signée au moyen d'un certificat de signature électronique répondant aux conditions prévues par arrêté du Ministère de l'Economie et des Finances du 12 avril 2018. La signature d'un zip ou une signature manuscrite scannée n'ont pas de valeur. En cas de candidature groupée, l'acte d'habilitation du mandataire à signer les pièces devra être signé électroniquement. Les certificats de signature électronique utilisés doivent être conformes au règlement no910/2014 sur l'identification électronique et les services de confiance pour les transactions électroniques dit "" eIDAS "". Seuls les formats de signature PAdES, CAdES et XAdES sont acceptés. Le candidat reconnaît que la signature à l'aide du certificat électronique qu'il s'est procuré vaut de sa part signature électronique au sens de l'article 1367 du Code civil.","Le dossier de consultation comportant les pièces du marché dont le Programme Fonctionnel Détaillé sera mis à disposition des seuls candidats admis à présenter une offre, dans la limite minimale de 3 candidats et maximale de 4, sur la plateforme de dématérialisation.",,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,False
21-100007,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,True
21-100008,,,False,False,,,,,,CF_NIV_SUIV,CF_NIV_SUIV,,,False,,False,,,,,False,False,False,False,True
