,BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
0,21-57279,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE."
1,21-65678,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive 
2,21-68644,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive
3,21-72501,False,False,False,True,False,False,False,,False,False,,,,False,Il est nécessaire de contractualiser avec l'EFS Auvergne-Rhône-Alpes car la plateforme EFS de Saint-Ismier est le centre de proximité fournisseur de cellules souches pour le CHUGA. C'est le seul centre en mesure de fournir le service d'hématologie en préparations décongelées compte-tenu du délai de 30 minutes à respecter entre la réalisation des opérations de décongélation et la réinjection de ces cellules chez le patient.
4,21-73235,False,False,False,False,False,True,False,,False,False,,,,False,"Le Festival International des Sports Extrêmes (FISE), qui se déroule depuis 1997 sur notre territoire, est le 3ème événement sportif Français regroupant le plus de spectateurs après le Tour de France et le Vendée Globe.Le festival est lun des grands rassemblements de sport extrêmes au monde et sa déclinaison montpelliéraine, le FISE World Montpellier, réunit chaque année près de 600 000 spectateurs et plus de 1800 riders professionnels et amateurs sur les berges du Lez à Montpellier.La société Hurricane Action Sports est lagence de communication spécialisée dans lorganisation dévénements sportifs dans le domaine de la glisse qui organise le Festival International des Sports Extrêmes à Montpellier.Dans ce contexte, Montpellier Méditerranée Métropole souhaite contractualiser avec la société Hurricane Action Sports pour bénéficier dun "" partenariat évènementiel "" sous forme de prestations de services dans le cadre de lédition 2021 du FISE."
5,21-73263,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive
6,21-73443,False,False,False,False,False,True,False,,False,False,,,,False,Détention de droits d'exclusivité.
7,21-73465,False,False,False,False,False,True,False,,False,False,,,,False,L'ensemble des réactifs et consommables de la gamme Agencourt sont exclusivement fournis par la société Beckman coulter
8,21-73724,False,False,False,False,False,False,False,,False,False,,,,True,"La procédure de consultation du présent marché est conforme aux stipulations des articles R2123-1, R2123-4 et R2123-5 du décret 2018-1075 du 3 décembre 2018 relatif à la procédure adaptée. Aussi, il n'a pas été fait de publication au JOUE, ce conformément au texte précité"
9,21-73802,False,False,False,False,False,False,False,,False,False,,,,True,"La procédure de consultation du présent marché est conforme aux stipulations des articles R2123-1, R2123-4 et R2123-5 du décret 2018-1075 du 3 décembre 2018 relatif à la procédure adaptée. Aussi, il n'a pas été fait de publication au JOUE, ce conformément au texte précité"
10,21-74697,False,False,False,False,False,False,False,,False,False,,,,True,Appel d'offres ouvert publié au Joue
11,21-75884,False,False,False,False,False,True,False,,False,False,,,,False,Détention de droits d'exclusivité.
12,21-75984,True,False,False,False,False,False,False,,False,False,,,,False,"La procédure de passation du marché public no2011F042 relatif au support technique, à la maintenance et à la mise à jour des logiciels de supervision TOPKAPI pour les directions territoriales de VNF a été déclarée sans suite le 18/01/2021, pour cause d'infructuosité, en raison de l'absence d'offre appropriée, régulière et acceptable reçue par le pouvoir adjudicateur conformément aux articles R. 2185-1 et R. 2185-2 du code de la commande publique.En conséquence, le marché a été relancé (2111F011) selon la procédure avec négociation faisant suite à un appel d'offre infructueux en application des articles L. 2124-3 et R. 2124-3 6°du code de la commande publique."
13,21-76151,True,False,False,False,False,False,False,,False,False,,,,False,Aucune candidature déposée dans les délais prescrits
14,21-76152,True,False,False,False,False,False,False,,False,False,,,,False,Aucune candidature déposée dans les délais prescrits
15,21-76500,False,False,False,False,False,False,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<MARCHE_COMPLEMENTAIRE xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",False,False,,,,False,La procédure de passation est : la procédure négociée sans mise en concurrence. Elle est soumise aux dispositions de l'article R2122-4 du Code de la commande publique afin de procéder à des livraisons et à des installations et/ou extensions complémentaires exécutées par le fournisseur d'un marché initial. Le changement de fournisseur obligerait le Sdis 45 à acquérir des fournitures ayant des caractéristiques techniques différentes pouvant entraîner une incompatibilité ou des difficultés techniques d'utilisation et d'entretien disproportionnées
16,21-76554,False,False,False,False,False,False,False,,False,False,,,,True,"Marché d'un montant inférieur aux seuils fixés par la directive 2014.24 pour les pouvoirs adjudicateurs, passé selon une procédure adaptée pour laquelle la publication préalable d'un avis au journal officiel n'est pas obligatoire.Pour rendre applicables les dispositions du premier alinéa de l'article l551.51 du code de justice administrative, le pouvoir adjudicateur ayant fait publier un avis d'intention de conclure respect un délai d'au moins 11 jours entre la date de publication de cet avis et la date de conclusion du marché."
17,21-77471,False,False,False,True,False,False,False,,False,False,,,,False,"Les prestations ne peuvent être réalisées que par un opérateur économique déterminé, l'organisateur du salon."
18,21-77643,False,False,False,False,False,True,False,,False,False,,,,False,Exclusif
19,21-77986,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ de la directive. Explication : Marché subséquent 
20,21-78089,False,False,False,False,False,True,False,,False,False,,,,False,"La société FREYSSINET détient l'exclusivité de la fourniture et de la pose des joints de chaussée de la gamme FREYSSINET/CIPEC. Au regard de cette exclusivité, l'entretien de ces joints devant être effectué par l'entreprise les ayant mis en oeuvre, FREYSSINET est le seul fournisseur habilité à prendre en charge les prestations de remplacement partiel (entretien) desdits joints. Il a donc été conclu un marché sans publicité ni mise en concurrence préalables pour ces prestations, en application des dispositions de l'article R.2122-3-3° du code de la commande publique."
21,21-78237,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
22,21-78325,False,False,False,False,False,False,False,,False,False,,,,True,"Il résulte de la lecture combinée des articles R 2123-1 et R 2131 13 du Ccp que nous sommes en présence d'un "" petit lot "" que l'on peut passer en procédure adaptée et dont la pub est laissée à l'appréciation de l'acheteur.Nb :Rappelons encore une fois que nous sommes en présence d'un marché public de droit privé passé par une Sa et que les règles sont particulières et parfois dérogatoires à ce que nous pratiquons.Pour leurs marchés passés selon une procédure adaptée, les acheteurs autres que ceux mentionnés à l'article R. 2131-12 choisissent librement les modalités de publicité adaptées en fonction des caractéristiques du marché, notamment le montant et la nature des travaux, des fournitures ou des services en cause"
23,21-78837,False,False,False,False,False,False,False,,False,True,,,,False,Procédure de concours suivi dun marché de services sans publicité ni mise en concurrence préalable en application des articles R2162-15 et suivants du code de la commande publique.
24,21-78883,False,False,False,False,False,False,False,,False,False,,,,True,Il s'agit de deux marchés spécifiques passés dans le cadre du système d'acquisition dynamique
25,21-79142,False,False,False,False,False,False,False,,False,False,,,,True,Ce marché est un marché passé en procédure adaptée de type ouverte avec négociation en application de larticle L.2123-1 du code de la commande publique.
26,21-79288,False,False,False,False,False,False,False,,False,False,,,,True,Le montant du marché est en dessous du seuil de publicité au JOUE
27,21-79323,True,False,False,False,False,False,False,,False,False,,,,False,"Soit aucune candidature ou aucune offre n'a été déposée dans les délais prescrits, soit seules des candidatures irrecevables ou des offres inappropriées ont été présentées, et pour autant que les conditions initiales du marché ne soient pas substantiellement modifiées"
28,21-79901,False,False,False,False,False,True,False,,False,False,,,,False,Protection de droits exclusifs
29,21-80085,False,False,False,False,False,False,False,,False,False,,,,True,"Contrat attribué selon une procédure adaptée, d'un montant inférieur aux seuils fixés par les directives et pour lequel la publication préalable d'un avis de marché au JOUE n'est pas obligatoire."
30,21-80585,False,False,False,False,False,False,False,,False,False,,,,True,Le présent marché n'entre pas dans le champs de l'application de la directive 2014/24/UE du 26 février 2014 parce qu'il est inférieur aux seuils édictés à l'article 4 de la dite directive.
31,21-80630,False,False,False,False,False,True,False,,False,False,,,,False,Exclusif
32,21-80633,False,False,False,False,False,False,False,,False,True,,,,False,"Conformément à l'article R.2122-6 du code de la commande publique, une négociation sur le marché de maîtrise d'uvre a été engagée avec l'équipe lauréate du concours."
33,21-80757,False,False,False,False,False,False,False,,False,False,,,,True,Réduction du délai d'introduction du recours contractuel
34,21-80812,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive
35,21-80883,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du parlement européen et du conseil du 26 février 2014, le montant maximum cumulé des 2 lots de la présente consultation de 140 000 euros HT (45 000 euro x 2 ans pour le lot 1 et 25 000 euro HT x 2 ans pour le lot 2, est inférieur au seuil dapplication des Directives susvisées. Ce dernier nest donc pas soumis à l 'obligation de publication préalable dun avis de publicité au JOUE."
36,21-80926,False,False,False,False,False,True,False,,False,False,,,,False,L'accord cadre est passé selon la procédure négociée sans publicité ni mise en concurrence en application des articles L2122-1 et R2122-3 du code de la commande publique en raison de l'existence de droits d'exclusivité détenus par le titulaire du marché (attestation d'exclusivité établie le 2 février 2021 par la société IDEMIA IDENTITY &amp; SECURITY FRANCE)
37,21-80996,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive 
38,21-81153,False,False,False,False,False,True,False,,False,False,,,,False,"La société Abbott atteste être le fabricant et distributeur exclusif pour les équipements listés en annexe 2 au Ccp, ainsi que pour les pièces détachées, consommables et accessoires associés.A ce titre elle atteste être la seule société habilitée à effectuer les opérations de maintenance, réparations et révision sur ces matériels et qu'aucune autre société n'y est habilitée ou formée ; elle est également la seule société ayant les licences de mise à jour des logiciels propres à ces matériels, en application des articles L2122-1 et R2122-3 3 au code de la commande publique"
39,21-81272,False,False,False,False,False,False,False,,False,False,,,,True,"Ce marché de prestations de restauration collective dont la nature des prestations relève de larticle R2123-1 du Code de la Commande Publique conformément à la liste figurant dans un avis annexé au présent code, a pu être passé selon une procédure adaptée dans les conditions prévues par larticle R2123-1 du dudit code.En application de larticle R2131-15 du Code de la Commande Publique susvisé, ce marché a dû faire lobjet dune publicité européenne au JOUE au vu de son estimation supérieure à 750 000 euro (H.T.).De plus, au vu du montant estimé de 1 750 000 euro (T.T.C.) par an, soit un montant estimée supérieur au seuil européen des marchés formalisés, la Commission dAppel dOffres est seule compétente pour désigner lattributaire.Aussi, avant notification du marché au titulaire et au vu du montant, ce dernier fera lobjet dun visa par les services du contrôle de légalité.Enfin, la collectivité publiera au JOUE, un avis dattribution à larticle R2131-15 du Code de la Commande Publique précédemment cité."
40,21-81352,False,False,False,False,False,False,False,,False,False,,,,True,"La procédure de consultation du présent marché est conforme aux stipulations des articles R2123-1, R2123-4 et R2123-5 du décret 2018-1075 du 3 décembre 2018 relatif à la procédure adaptée. Aussi, il n'a pas été fait de publication au JOUE, ce conformément au texte précité"
41,21-81658,False,False,False,False,False,True,False,,False,False,,,,False,"La société CITYZEN filiale du Groupe UP, éditeur du logiciel SOLIS, en détient les droits dexclusivité, dexploitation et de propriété intellectuelle.La société CITYZEN, conceptrice et éditrice des logiciels, est seule titulaire des droits dexploitation des logiciels des gammes de produits SOLIS. Aussi, au regard des droits dexclusivité renvoyant eux-mêmes aux droits de propriété intellectuelle (livre 1er chapitre II Art. L112-2 alinéa 13°), CITYZEN peut être considérée comme prestataire unique sur le progiciel SOLIS."
42,21-81705,False,False,False,False,False,False,False,,False,True,,,,False,marché attribué suite à l'organisation d'un concours de maîtrise d'oeuvre.
43,21-81817,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu de la directive 2014/24/UE du parlement européen et du conseil du 26 février 2014, le présent marché de prestation intellectuelle, dune estimation initiale de 152 000 euro HT est inférieur au seuil d'application de la directive susvisée. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de marché au JOUE."
44,21-82262,False,False,False,False,False,False,False,,False,False,,,,True,"1.2 - Mode de passationLa procédure de passation utilisée est : l'appel d'offres ouvert. Elle est soumise aux dispositions des articlesL. 2124-2, R. 2124-2 1° et R. 2161-2 à R. 2161-5 du Code de la commande publique.1.3 - Type de contratL'accord-cadre sans minimum ni maximum est passé en application des articles L2125-1 1°, R. 2162-1 à R. 2162-6, R. 2162-13 et R. 2162-14 du Code de la commande publique. Il donnera lieu à l'émission de marchés subséquents"
