,BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
0,20-124973,False,False,True,False,False,False,
1,20-129334,False,False,False,False,False,False,Organisme de droit privé de la MSA
2,20-132628,False,False,True,False,False,False,
3,20-136340,False,False,True,False,False,False,
4,20-137371,False,False,True,False,False,False,
5,20-137949,False,False,True,False,False,False,
6,20-139111,False,False,False,False,False,False,Etablissement Public de Santé
7,20-143263,False,False,False,False,False,False,Collectivité territoriale à statut particulier
8,20-143795,False,False,True,False,False,False,
9,20-146194,False,False,True,False,False,False,
10,20-151445,False,False,False,False,False,False,Organisme de droit privé de la MSA
11,20-152165,False,False,True,False,False,False,
12,20-153440,False,False,True,False,False,False,
13,20-154583,False,False,True,False,False,False,
14,20-154628,False,False,True,False,False,False,
15,20-156489,False,False,False,False,True,False,
16,20-67152,False,False,False,False,False,False,collectivité territoriale
17,20-79791,False,False,True,False,False,False,
18,20-81457,False,False,False,False,True,False,
19,20-82716,False,False,True,False,False,False,
20,21-10237,True,False,False,False,False,False,
21,21-10286,True,False,False,False,False,False,
22,21-10779,False,False,True,False,False,False,
23,21-1087,False,False,True,False,False,False,
24,21-11029,True,False,False,False,False,False,
25,21-11429,True,False,False,False,False,False,
26,21-12164,True,False,False,False,False,False,
27,21-12315,False,False,True,False,False,False,
28,21-14303,False,False,True,False,False,False,
29,21-14661,False,False,True,False,False,False,
30,21-14791,False,False,True,False,False,False,
31,21-15877,False,False,True,False,False,False,
32,21-16727,True,False,False,False,False,False,
33,21-16944,True,False,False,False,False,False,
34,21-17285,False,False,False,False,True,False,
35,21-19104,False,False,True,False,False,False,
36,21-19635,False,False,False,False,False,False,Organisme de droit privé de la Mutualité Sociale Agricole (MSA)
37,21-20980,False,False,False,False,False,False,Collectivité territoriale à statut particulier
38,21-21009,False,False,True,False,False,False,
39,21-21162,False,False,True,False,False,False,
40,21-21206,False,False,True,False,False,False,
41,21-21853,False,False,True,False,False,False,
42,21-2206,False,False,True,False,False,False,
43,21-22560,True,False,False,False,False,False,
