BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
21-151134,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-151135,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-151138,,Le règlement des dépenses se fera par virement bancaire,Aucune forme de groupement n'est imposée par le pouvoir adjudicateur,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-151142,Voir article 11.1.1 du CCAP,"- Financement :Le présent marché est financé sur les fondspropres du budget de la Métropole de Lyon.- Paiement : par virement administratif selon les règles de la comptabilité publique française, dans un délai de 30 jours dans les conditions indiquées par les articlesR.2192-10 à R.2192-36 du ccp.",Libre,False,False,,False,True,True,CF_NIV_SUIV,,
21-151144,Une retenue de garantie de 5 % sera appliquée sur chaque acompte. Cette retenue pourra être remplacée par une garantie à première demande ou une caution personnelles et solidaire.Une avance de 20 % pourra accordée au titulaire du marché sans caution ni garantie à première demande,Les travaux seront payés sur le budget de la SA Aéroport de la Réunion Roland Garros.l'opération est cofinancée par le FEDER mesure 8.05 'aéroports' sur POE 2014-2020,"Le marché pourra être attribué à une seule entreprise ou à un groupement d'entreprises.Si le marché est attribué à un groupement conjoint, le mandataire conjoint sera solidaire de chacun des membres du groupement.Possibilité de présenter pour le marché plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou eb qualité de membre de plusieurs groupements : NON",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-151154,"Capacités techniques, financières et professionnelles.","Financement : ressources propres, mode de règlement : par mandat administratif, délai global de paiement : 30 jours.",Aucune forme de groupement n'est imposée par le pouvoir adjudicateur.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-151156,,"Le mode de règlement des prestations choisi par la Caisse d'Allocations Familiales du Var est le virement.En vertu de l'article R.2192-10 du décret du 3 décembre 2018, le délai global de paiement est de 30 jours à compter de la réception de la demande de paiement par la Caisse d'Allocations Familiales du Var ou, si elle lui est postérieure, à compter de la date du service fait constaté par la Caisse d'Allocations Familiales du Var.Le nantissement ou la cession de créances s'effectuera conformément aux articles R.2191-45 et suivants du Décret du 3 décembre 2018.L'accord-cadre est financé par des fonds propres, sur le budget de fonctionnement de la Caisse d'Allocations Familiales du Var.",,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-151157,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-151158,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-151164,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
