,BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
0,19-24667,,Modalités de financement : budget de la CGSS de la Martinique Modalités de paiement : virement bancaire dans la limite de 30 jours conformément au décret 408-2008 du 28 avril 2008 relatif à la mise en oeuvre du délai maximum de paiement dans les marchés publics- paiement direct.,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
1,20-137812,,marché financé par le budget de fonctionnement et investissement du Crédit Municipal de Paris. Marché à prix unitaires et à prix forfaitaire révisable. Le règlement s'effectue par virement au compte du titulaire. Délai global de paiement : 30 jours conformément au décret n 2013-269 du 29 mars 2013 relatif à la lutte contre les retards de paiement dans les contrats de la commande publique. Il n'est pas prévu le versement d'acompte. Il n'est pas prévu le versement d'avance.,"Les opérateurs économiques peuvent présenter leur candidature et leur offre individuellement ou sous forme d'un groupement solidaire ou conjoint.En cas de groupement :-un membre du groupement est désigné dans l'acte d'engagement comme mandataire ;-si le groupement est conjoint, le mandataire est solidaire de chacun des membres du groupement ; -les candidatures et les offres sont signées, soit par l'ensemble des membres, soit par le mandataire seul s'il y est habilité par l'ensemble des membres dans la lettre de candidature (DC1 ou équivalent).Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements, ou en qualité de membres de plusieurs groupements.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
2,20-85419,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3,21-100004,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4,21-100005,,"Financement sur fonds propres inscrits au budget. Règlement par mandat administratif. Paiement par acomptes, au fur-et-à-mesure de l'avancement des prestations, sur la base d'un chronogramme d'activités établi lors du dialogue compétitif. Délai maximum de paiement 30 jours.","Le groupement éventuel soumissionnant en candidature sera conjoint avec solidarité du mandataire ou solidaire.L'acheteur public, après l'attribution du marché, imposera la forme de groupement solidaire.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
5,21-100014,Les prestations ne font pas l'objet d'une garantie.,Les prix du contrat sont forfaitaires pour la tranche ferme.Les prestations sont rémunérées par application d'un pourcentage aux sommes recouvrées pour la tranche optionnelle. Paiement par mandat administratif avec délai de paiement de 30 jours.,"Aucune forme particulière de groupement n'est imposée.En cas d'attribution du marché à un groupement conjoint, le mandataire sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles en application de l'article R2142-24 du Code de la Commande Publique.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
6,21-100015,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
7,21-100020,sans objet,"les prestations, objet du présent marché, seront rémunérées dans les conditions fixées par les règles de la comptabilité publique et financées sur les budgets propres du pouvoir adjudicateur contractant.co-financeur potentiel : Département de l'aube.","candidat unique ou groupement de candidats. Aucune forme de groupement n'est imposée par le pouvoir adjudicateur. En cas de groupement d'opérateurs économiques, la composition du groupement et son mandataire devront être présentés lors de la remise de l'offre.Néanmoins, le pouvoir adjudicateur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements, conformément à l'article R. 2142-21-1° du Code de la Commande Publique.En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement sera solidaire pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles en application de l'article R. 2142-24 du Code de la Commande Publique",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
8,21-100021,"Une retenue de garantie de 5,0 % du montant initial du marché (augmenté le cas échéant du montant des avenants) sera constituée. Cette retenue de garantie sera prélevée sur le montant de chaque acompte par le comptable assignataire des paiements.Cette retenue de garantie peut être remplacée au gré du titulaire par une garantie à première demande ou, si les deux parties en sont d'accord, par une caution personnelle et solidaire.Dans l'hypothèse où la garantie ou la caution ne serait pas constituée ou complétée au plus tard à la date à laquelle le titulaire remet la demande de paiement correspondant au premier acompte du marché, la fraction de la retenue de garantie correspondant à l'acompte est prélevée. Le titulaire garde la possibilité, pendant toute la durée du marché, de substituer une garantie à première demande ou une caution personnelle et solidaire à la retenue de garantie.",,Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.,False,False,,False,True,False,CF_NIV_SUIV,,
9,21-100024,,"Le financement est assuré exclusivement par des ressources budgétaires propres au ministère des armées. Le régime des paiements (versement d'avance, d'acomptes, de soldes, ...) est conforme aux dispositions des articles L 2391-2 à L 2392-10, R 2391-1 à R 2391-10, R 2391-16 à R 2391-28, R 2393-24 à R 2393-40 du code de la commande publique. le type et la forme des prix sont indiqués dans le CCAP.Le délai de paiement est de 30 jours maximum et mis en oeuvre conformément aux articles R2392-10 à R 2392-12 et D 2392-11 du code de la commande publique. Le mode de règlement est le virement. Le comptable assignataire est :L'Agent comptable des services industriels de l'armement (Acsia) :Le Vendôme III11, rue du Rempart93196 Noisy-Le-Grand Cedex.","Conformément aux articles R 2342-12 à R 2342-15 du Code de la Commande publique, les candidats doivent indiquer dans leur dossier de candidature s'ils se présentent en tant que candidat individuel ou en tant que groupement d'opérateurs économiques.la forme du groupement n'est pas imposée. Toutefois, si le candidat se présente sous la formed'un groupement conjoint, le mandataire sera solidaire pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles à l'égard de l'acheteur. il est interdit aux candidats de présenter pour le marché plusieurs offres en agissant à la fois :- en qualité de candidats individuels et de membres d'un ou plusieurs groupements,- en qualité de membres de plusieurs groupements.les groupements ne peuvent être constitués ou modifiée après la date de remise des offresinitiales.En outre, la composition des groupements peut être modifiée, et il est possible d'en constituer de nouveaux jusqu'à la date de signature du marché public en cas d'opération de restructuration de société, notamment de rachat, de fusion ou d'acquisition, ou si le groupement apporte la preuve qu'un de ses membres se trouve dans l'impossibilité d'accomplir sa tâche pour des raisons qui ne sont pas de son fait. Toutefois le groupement devra demander à l'acheteur l'autorisation de continuer à participer à la procédure de passation en proposant, le cas échéant, à son acceptation un ou plusieurs nouveaux membres du groupement, sous-contractants ou entreprises liées. L'acheteur se prononcera après examen de la capacité de l'ensemble des membres du groupement ainsi transformé, et, le cas échéant, des sous-contractants ou entreprises liées présentés à son acceptation, au regard des conditions de participation définies.",False,False,,False,False,False,CF_NIV_SUIV,,
