,BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
0,18-15636,Enap,None,,,FRI14,440 avenue Michel Serrescs 10028,47916,agen,,,,,serviceseco.enap@justice.fr,http://www.enap.justice.fr/,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,,,,,False,True,,False,True
1,18-74158,Commune de Saint-Louis,None,M. le Maire,,,125 avenue du Dr. Raymond VERGES,97450,Saint-Louis,,02-62-91-39-50,,02-62-57-64-49,commandepublique@mairie-saint-louis.re,http://www.mairiesaintlouis.re,http://marchespublics-saintlouis.omnikles.com,,,,,False,False,,False,False
2,19-122114,COMMUNE DE LA BRUFFIERE,None,M. Le Maire,,,"1, place Jeanne d'Arc",85530,La bruffiere,,02-51-46-43-10,,,contact@labruffiere.fr,,http://www.marches-securises.fr,,,,,False,False,,False,False
3,20-121522,SNA-SE,None,,,FRL03,,06201,Nice,,(+33) 4-93-17-23-51,,(+33) 4-93-17-23-52,olivier.marfaing@aviation-civile.gouv.fr,http://www.marches-publics.gouv.fr,,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
4,20-32439,Cté d'Agglomération du Pays de Gex,None,,M. le président,FRK21,135 rue de Genève,01170,Gex,,(+33) 4-50-42-65-00,,(+33) 4-50-42-65-01,marches@paysdegexagglo.fr,http://www.paysdegexagglo.fr,https://webmarche.adullact.org,,,,,False,False,,False,False
5,20-39744,CA EVREUX PORTES DE NORMANDIE,None,,,FRD21,"9, rue Voltaire CS 40423",27004,EVREUX CEDEX,,(+33) 2-32-31-92-91,,(+33) 2-32-31-92-28,marches@epn-agglo.fr,https://marchespublics.eure.fr,https://marchespublics.eure.fr,,,,,False,True,,False,True
6,20-7510,CDC du Pays de Saint Gilles Cx de Vie,None,M. Le Président,,,ZAE Le soleil levant CS 63669 Givrand,85806,Saint gilles croix de vie,,(+33)2-51-55-55-55,,(+33)2-51-54-24-46,l.beynie@payssaintgilles.fr,http://www.payssaintgilles.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
7,20-84443,Créteil-Habitat-SEMIC,None,,Monsieur le Directeur Général,FR107,"7, rue des Ecoles",94048,Créteil cédex,,(+33) 1-01-45-17-40-00,,,service.marche@creteil-habitat.com,http://www.creteil-habitat.com,http://www.creteil-habitat-marches.com,,http://www.creteil-habitat-marches.com,http://www.creteil-habitat-marches.com,,False,True,,False,True
8,21-100243,Conseil départemental du Pas-de-Calais,None,,OLLIVIER Patricia,FRE12,Hôtel du Département - rue Ferdinand Buisson,62018,Arras cedex 9,,(+33) 3-21-21-67-94,,,dcp.secretariat@pasdecalais.fr,https://wwwpasdecalais.fr,https://marchespublics596280.fr,,https://marchespublics596280.fr,https://marchespublics596280.fr,,True,False,,False,True
9,21-100908,Conseil Départemental de l'Oise,None,Mme la Présidente du Conseil départemental,,,"Direction Générale Adjointe Finances et Modernisation, Direction de la Commande publique, centre administratif François Bénard, avenue de l'Europe, 1 rue Cambry",60000,Beauvais,,03-44-06-60-92,,,ld-commandepublique-sao@oise.fr,http://www.oise.fr,https://www.marches-securises.fr/perso/cg60/,,,,,False,False,,False,False
