,BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
45,21-50376,False,False,False,False,False,True,False,,False,False,,,,False,"Le Ministère a acquis la solution logicielle de la société Axway Software. Cette société détient un droit d'exclusivité sur cette solution et se réserve le droit de la maintenir. De ce fait le Ministère, pour répondre à ses besoins de maintenance logicielle et de support technique est dans l'obligation de contracter avec la société Axway Software, d'où le recours au marché négocié sans mise en concurrence. "
46,17-129762,False,False,False,False,False,True,False,,False,False,,,,False,"Les consommables et accessoires de marques CAREFUSION sont testés pour utilisation avec les équipements de marques GE HEALTHCARE. CAREFUSION est le distributeur exclusif de ces références en France, hors approvisionnement initial par GE HELTHCCARE lors de la fourniture de l'équipement."
47,21-50666,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée
48,21-50786,False,False,False,False,False,False,False,,False,False,,,,True,pas de publication au Joue
49,21-50993,False,False,False,True,False,False,False,,False,False,,,,False,Seul le constructeur NION propose les performances techniques et les capacités analytiques indispensables à la mise en uvre de lensemble du projet scientifique PANAM.
50,21-51007,False,False,False,False,False,False,False,,False,False,,,,True,Marché passé sous la forme d'une procédure adaptée
51,21-51054,False,False,False,False,False,False,False,,False,False,,,,True,Procédure passée sous la forme d'une procédure adaptée
52,21-51069,True,False,False,False,False,False,False,,False,False,,,,False,"Après la déclaration sans suite de l'appel d'offres et conformément à larticle R. 2124-3 du Code de la commande publique, la procédure avec négociation a été lancée sans nouvelle publicité avec le seul candidat ayant remis une offre conforme dans le cadre de lappel doffres initial."
53,21-51135,False,False,False,True,False,False,False,,False,False,,,,False,Le marché est un marché passé sans publicité ni mise en concurrence préalable en application de l'article R.2122-3 du code de la commande publique. La mise en concurrence était impossible en raison de l'objet du marché. Les services inclus dans l'offre Saas Elise Cloud sont exclusivement proposés et commercialisés par la Société Archimed (nom commercial de NeoLedge).
54,21-51207,False,False,False,False,False,True,False,,False,False,,,,False,"La procédure de passation est le marché sans publicité ni mise en concurrence préalables. Il est soumis aux dispositions des articles L. 2122-1 et R. 2122-3 3° du Code de la commande publique. La solution MEDUNION URGENCES, propriété de l'Union des Professionnels de Santé Médecins Auvergne Rhône-Alpes, est distribuée uniquement par la société E-SYNAPS. Le logiciel MEDUNION URGENCES est la seule solution proposant les fonctionnalités dont le CHUGA a besoin."
55,21-51242,False,False,False,False,False,False,True,,False,False,,,,False,"La consultation est engagée sous la forme d'une procédure sans publicité ni mise en concurrence préalables pour urgence impérieuses conformément à l'article L.2122-1 du code de la commande publique et à l'article R.2122-1 du code de la commande publique.Le recours à une procédure sans publicité ni mise en concurrence préalables pour urgence impérieuses se justifie du fait qu'il s'agit d'une urgence extérieure aux faits de l'EFS et imprévisible concernant les gants utilisés sur des activités critiques en matière de thérapie tissulaire et cellulaire et de médicaments de thérapie innovante, résultant des constats et faits suivants : -Aucun fournisseur n'accepte de formaliser une procédure pour ce type de gants-Il est impossible d'obtenir une offre de prix nationale car les fournisseurs potentiels réservent uniquement des allocations aux ETS déjà clients-Aucuns gants stériles (autres que latex) ne sont disponiblest dans les centrales d'achats (UGAP, RESAH, UNIHA)-En raison des confinements dans les villes où se situent les usines de production depuis fin janvier 2021, le marché des matières premières des gants de Nitriles connait une forte tension au niveau mondiale. Les distributeurs actuels s'interrogent sur les spéculations financières de ces produits. De plus, les fabricants envisagent de favoriser la fabrication des gants latex au détriment du nitrile.- La quarantaine des containers sur les quais d'une durée d'environ 50 jours constitue une problématique supplémentaire relative au transport. Ceci rallonge donc les délais d'approvisionnement et génère un surcoût de transport des containers."
56,21-51274,False,False,False,False,False,True,False,,False,False,,,,False,"La société THERAKOS a déposé le 20 décembre 2005 un brevet portant sur l'appareil pour la collecte d'un composant sanguin et pour la photophérèse (référence INPI : EP1674120). En outre, la même société a produit une attestation en date du 19 janvier 2021 démontrant que cette société détient un droit d'exclusivité l'habilitant seul à réaliser les prestations précitées."
57,21-51335,False,False,False,False,False,True,False,,False,False,,,,False,"Compte-tenu de la nécessité d'avoir connaissance des programmes-sources utilisés pour ledéveloppement de l'application et de disposer ainsi d'éléments dont l'éditeur est seul propriétairepour intervenir tant en maintenance qu'en assistance ou mise en place de modules supplémentaires,seule la société HOROQUARTZ peut être cocontractant du présent marché."
58,16-119937,False,False,False,False,False,True,False,,False,False,,,,False,"Il sagit dun marché négocié passé sans publicité préalable ni mise en concurrence, en application de larticle 35 du code des marchés publics (décret no2006-975 du 1er aout 2006), dans son alinéa II. 8°, en raison du droit dexclusivité détenu par la société SIS MARCHES sur le progiciel dont ils sont propriétaires et dont ils nous ont concédé lutilisation. En effet, le présent marché fait suite au précédent marché passé avec SIS-MARCHES portant sur lacquisition dun progiciel de gestion et dexécution de marchés publics sous forme de concession dutilisation."
59,21-51969,False,False,False,False,False,False,False,,False,False,,,,True,Appel d'offres ouvert
60,21-52032,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
61,21-52275,False,False,False,False,False,False,False,,False,False,,,,True,Procédure d'urgence pour répondre à un contrat de prestation de sevices par Aerocampus Aquitaine
62,21-53608,False,False,False,False,False,False,False,,False,False,,,,True, Le SIDOMSA a omis de publier lavis dappel public à la concurrence au JOUE et au BOAMP. Il sagit dune erreur purement administrative. Le vice nest pas régularisable. Le présent avis dattribution vise à garantir une parfaite transparence auprès des tiers concernant cette omission 
63,21-53702,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
64,21-53847,False,False,False,False,False,True,False,,False,False,,,,False,"La société BECTON DICKINSON FRANCE est la seule entreprise habilitée à commercialiser les réactifs liés aux équipements BD MAX, BD PHOENIX et BD KIESTRA."
65,21-54052,False,False,False,True,False,False,False,,False,False,,,,False,"Marché passé en application des articles L.2122-1, R.2122-3-2°du Code de la CommandePublique, relatifs à la procédure des marchés négociés sans publicité ni mise en concurrencepréalable pour des raisons techniques et L1212-3-1° relatif aux entités adjudicatrices agissanten tant qu'opératrices de réseaux en matière d'eau potable.En 2018, un marché a été passé avec la société Incom visant a garantir la fourniture d'unlogiciel full web de gestion de la base abonnés du Service de l'eau (notamment pour lesaspects liés à la facturation et au suivi des contrats), des interventions sur les branchementsde ces abonnés et des opérations de contrôle. Compte tenu des exigences particulières liéesau fonctionnement du Service de l'eau (notamment liées à la facturation de l'assainissementpour une autre collectivité, mode de gestion en quasi régie?), c'est un produit spécifique qui aété développé par la société qui en assure depuis la maintenance. En raisondes contraintesliées à cet outil, à la gestion de l'activité 'abonnés' du Service de l'eau et au systèmeinformatique du Grand Annecy, la conclusion d'un nouveau marché négocié sans publicité nimise en concurrence préalable, incluant une proposition d'hébergement, la maintenance et desdéveloppements est justifiée"
66,21-54053,False,False,False,False,False,False,False,,False,False,,,,True,Montant du marché inférieur aux seuils de publication au Joue
67,21-54421,False,False,False,True,False,False,False,,False,False,,,,False,"Cette mission supplémentaire ne pouvait être confiée qu'au cabinet Acingénierie dans la mesure où :- les prestations nécessitent un degré de spécificité technique dont le cabinet Acingénierie est le seul à disposer (notamment du fait des données acquises lors des investigations et des travaux d'urgence et de l'insuffisance d'éléments techniques sur la conception d'origine).- les travaux impliquent des difficultés d'exécution majeures, notamment en termes d'ordonnancement et de coordination,- il est préférable de n'avoir qu'un seul prestataire pour des questions de garantie,- il est le seul à pouvoir effectuer la phase de conception dans un délai compatible avec une ouverture pour la saison d'hiver 2021/2022.La commune a donc décidé de la conclusion d'un marché négocié sans publicité ni mise en concurrence préalables au titre de l'article R2122-3 du code de la commande publique, qui permet de conclure un tel marché lorsqu'il ne peut être confié qu'à un opérateur économique déterminé pour des raisons techniques"
68,21-54699,False,False,False,False,False,False,False,,False,True,,,,False,"Une procédure négociée sans publicité ni mise en concurrence sera engagée à l'issue du concours avec le ou les lauréats, en vue d'attribuer le marché public, conformément aux articles R.2122-6 et R.2172-2 du Code de la Commande Publique"
69,21-54802,False,False,False,False,False,True,False,,False,False,,,,False,Certificat d'exclusivité
70,21-54871,False,False,False,False,False,True,False,,False,False,,,,False,Droits exclusifs
71,21-55092,False,False,False,False,False,True,False,,False,False,,,,False,La société détient l'intégralité et l'exclusivité des droits d'auteur sur les logiciels et matériels TETRAPOL. Elle n'a concédé à aucun autre opérateur économique le droit de commercialiser et de distribuer les logiciels et matériels TETRAPOL. Elle n'a concédé à aucun opérateur économique de droits permettant d'agir sur les logiciels et matériels TETRAPOL à quelque niveau que ce soit.
72,21-55093,False,False,False,False,False,True,False,,False,False,,,,False,La société détient l'intégralité et l'exclusivité des droits d'auteur sur le progiciel. Elle n'a concédé à aucun autre opérateur économique le droit de commercialiser et de distribuer le progiciel. Elle n'a concédé à aucun opérateur économique de droits permettant d'agir sur le progiciel à quelque niveau que ce soit.
73,21-55185,True,False,False,False,False,False,False,,False,False,,,,False,"La présente procédure fait suite à la procédure no MEN-SG-AOO-20026 - LOT 1, qui a été publiée au BOAMP no20-8064 du 25 juin 2020 et au JOUE 2020/S 121-296437 du 25 juin 2020 et qui a été déclarée sans suite pour infructuosité (cf. avis BOAMP no20-124395 du 14 octobre 2020)."
74,21-55289,False,False,False,False,False,False,False,,False,False,,,,True,Marché passé en procédure adaptée
75,21-55411,True,False,False,False,False,False,False,,False,False,,,,False,"Le pouvoir adjudicateur a passé un marché négocié sans publicité et sans mise en concurrence, au titre de l'Article R2122-2 du Code de la commande publique, suite à une première procédure infructueuse (aucune offre n'a été déposée dans les délais)."
76,21-55507,False,False,False,False,False,False,False,,False,True,,,,False,La procédure de passation utilisée est : le marché sans publicité ni mise en concurrence. Elle est soumise aux dispositions des articles L. 2122-1 et R. 2122-6 du Code de la commande publique. 
77,21-55763,False,False,False,False,False,True,False,,False,False,,,,False,"La société Thermofisher atteste être le fabricant et distributeur exclusif pour les équipements listés en annexe 2 au Ccp, ainsi que pour les pièces détachées, consommables et accessoires associés.A ce titre elle atteste être la seule société habilitée à effectuer les opérations de maintenance, réparations et révision sur ces matériels et qu'aucune autre société n'y est habilitée ou formée ; elle est également la seule société ayant les licences de mise à jour des logiciels propres à ces matériels.La société Thermofisher atteste également être la seule société à pouvoir fournir les pièces détachées, consommables et accessoires associés nécessaires au fonctionnement et à l'utilisation de ces équipements.La société Thermofisher atteste qu'elle fabrique et distribue de façon exclusive les pièces détachées, réactifs, consommables et accessoires utilisés sur ces équipements.La personne publique se réserve le droit de réclamer une attestation du titulaire du marché à tout moment pendant la période contractuelle afin de vérifier les droits d'exclusivité de ce dernier en application de l'article R2122-3 du code de la commande publique"
78,21-55891,False,False,False,False,False,True,False,,False,False,,,,False,Exclusif
79,21-55913,False,False,False,False,False,True,False,,False,False,,,,False,"Il est passé en vertu de larticle R. 2122-3 du Code de la commande publique, sans publicité ni mise en concurrence préalables pour les raisons suivantes :1. raisons techniques - 2° de larticle R. 2122-3 : pour exécuter cette maintenance, traiter les défaillances et les défauts de fonctionnement laccès aux données techniques enregistrées par le boîtier des lits LINET est fondamental. Seuls les techniciens LINET disposent dune licence du logiciel "" iBed Diagnostics "" leur permettant de prendre connaissance des anomalies survenues.2. raison dexclusivité - 3° de de larticle R. 2122-3 : seule la société LINET détient  lexclusivité de la fourniture des pièces détachées pour lensemble des produits de la marque LINET. "
80,21-55931,False,False,False,False,False,True,False,,False,False,,,,False,"Par arrêté ministériel du 27 mars 2001 modifié et par décision no2016-0349 du 15 mars 2016 de l'autorité de Régulation des Communications Electroniques et des Postes (ARCEP), la société E-message Wireless a été autorisée à exploiter un réseau de radiomessagerie professionnelle (bande des 466 Mhz), propriétaire du réseau Alphapage. Cette société est lunique opérateur dalerte pour les professionnels de lurgence et de lastreinte. Cet opérateur est le seul à commercialiser les offres associées à ce réseau, telles que l'abonnement, son exploitation, sa maintenance et son développement, pour lequel elle détient des droits dexclusivité."
81,21-55967,False,False,False,False,False,True,False,,False,False,,,,False,"Par arrêté ministériel du 27 mars 2001 modifié et par décision no2016-0349 du 15 mars 2016 de l'autorité de Régulation des Communications Electroniques et des Postes (ARCEP), la société E-message Wireless a été autorisée à exploiter un réseau de radiomessagerie professionnelle (bande des 466 Mhz), propriétaire du réseau Alphapage. Cette société est lunique opérateur dalerte pour les professionnels de lurgence et de lastreinte. Cet opérateur est le seul à commercialiser les offres associées à ce réseau, telles que l'abonnement, son exploitation, sa maintenance et son développement, pour lequel elle détient des droits dexclusivité. "
82,21-56243,False,False,False,False,False,False,False,,False,False,,,,True,Le présent marché n'entre pas dans le champs de l'application de la directive 2014/24/UE du 26 février 2014 parce qu'il est inférieur aux seuils édictés à l'article 4 de la dite directive.
83,21-56410,False,False,False,False,False,False,False,,True,False,,,,False,"La consultation est engagée sous la forme d'une procédure sans publicité ni mise en concurrence, conformément à l'article L.2122-1 et à l'article R.2122-7 du Code de la commande publique, comme prévu dans le précédent marché no 13B19022. En effet, le recours à cet article se justifie dans la mesure où les prestations confiées au Titulaire du présent marché seront similaires à celles confiées au Titulaire du marché actuel, avec toutefois une modification de la liste des sites d'exécution des prestations."
84,21-56465,False,False,False,False,False,True,False,,False,False,,,,False,"En vertu du certificat d'exclusivité produit par la société TERUMO BCT le 24/06/2020, et pour des raisons techniques liées à l'interopérabilité des prestations de maintenance sur les automates de fabrication TERUMO BCT, conformément à l'article R.2122-3 2°du code de la commande publique (cas de procédure sans publicité ni mise en concurrence préalables), l'EFS a décidé de recourir à un marché négocié sans publicité, ni mise en concurrence."
85,21-56644,False,False,False,False,False,False,False,,False,False,,,,True,Il s'agit d'un marché dont le montant est inférieur aux seuils de procédure
86,21-56811,False,False,False,False,False,True,False,,False,False,,,,False,Marché passé en application de l'article R2122-3.3° du code de la commande publique sur production d'une attestation d'exclusivité produite par la société Thermo Electron SAS pour les prestations de maintenance objet du marché nécessaires au bon fonctionnement des appareils de chromatogrpahie et de spectrométrie de marque THERMO ET THERMO/DIONEX. Aucune solution de remplacement raisonnable n'existe et l'absence de concurrence ne résulte pas d'une restriction artificielle des caractéristiques du marché.
87,21-56923,False,False,False,False,False,True,False,,False,False,,,,False,"La société Flowbird détient les droits d'exclusivité, notamment de droits de propriété intellectuelle sur le parc d'horodateurs et les logiciels utilisés pour la gestion du parc d'horodateurs installés sur la commune"
88,21-57016,False,False,False,False,False,True,False,,False,False,,,,False,La société NEOLINK détient les droits exclusifs sur le logiciel EMPLOI17 par attestation du 17/09/2020.
89,21-57136,False,False,False,False,False,True,False,,False,False,,,,False,"Le présent marché est passé sans publicité ni mise en concurrence préalable, pour des raisons tenant aux droits d'exclusivité, en application des articles L2122-1 et R2122-3 3 au code de la commande publique. La société la Société Fresenius Vial, filiale de la société Fresenius Hemocare Gmbh est constructeur des séparateurs de cellules Comtec. A ce titre, elle est la seule société habilitée à effectuer les opérations de maintenance sur ces matériels et à fournir les pièces détachées, accessoires et consommables d'origine"
90,21-57234,True,False,False,False,False,False,False,,False,False,,,,False,"La Cao du 30/11/2020 a déclaré "" inacceptables "", conformément aux propositions de la grille d'analyse des offres, les offres remises par les 5 groupements candidats à l'appel d'offres initial. Les offres présentées excèdent les crédits budgétaires alloués au marché tels qu'ils ont été déterminés et établis avant le lancement de la procédure. L'acheteur public n'est pas en capacité de financer cet achat en l'état.L'appel d'offres a été déclaré "" infructueux "" et relancé, sous réserve que les conditions initiales du marché public ne soient pas substantiellement modifiées, en marché public négocié sans publicité ni mise en concurrence préalables avec les 5 candidats ayant remis une offre"
