BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
19-158077,,,"Une entreprise ne peut figurer dans la composition de plus d'une candidature pour un même marché, quelle agisse en qualité de membre dun groupement, de candidat unique, ou de sous-traitant. En cas de groupement, la forme souhaitée par lAéroport est le groupement solidaire. Si le groupement attributaire du marché est dune forme différente, il serait contraint dassurer sa transformation pour se conformer à ce souhait sous peine délimination de son offre",True,False,,True,False,False,CF_NIV_SUIV,"['DE', 'FR']",
20-84791,,Paiement par virement dans un délai global de 30 jours à compter de la date de réception des sommes de paiement.Financement sur fonds propres et conformément aux articles L2191-1 à L2191-8 / R2191-1 à R2191-63 du code de la commande publique (ordonnance no2018-1074 du 26 novembre 2018 portant partie législative et Décret no2018-1075 du 03 Décembre 2018 portant partie réglementaire).,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-104970,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-111427,voir le règlement de la la consultation,voir le règlement de la la consultation,voir le règlement de la la consultation,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-113741,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-115588,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-115829,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-116972,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-118368,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-121273,,Les règlements s'effectuent par virement avec délai de paiement à 30 jours maximum en application de l'article R 2392-10 du code de la commande publique. Le financement est assuré exclusivement par les ressources budgétaires de l'Etat.La monnaie de compte est l'euro.,"Les candidats doivent indiquer dans leur dossier de candidature s'ils se présentent en tant que candidat individuel ou en tant que groupement d'opérateurs économiques. En application de l'article R2342-12 du code de la commande publique, un même opérateur économique ne peut pas être mandataire de plus d'un groupement pour un même marché public.De plus, le pouvoir adjudicateur interdit aux candidats de présenter une offre en agissant à la fois :-en qualité de candidats individuels et de membres d'un ou plusieurs groupements ;-en qualité de membres de plusieurs groupements.En cas de groupement d'opérateurs économiques, celui-ci devra revêtir la forme d'un groupement d'entreprise solidaire.Pour l'exécution du marché, le mandataire du groupement est solidaire de chacun des membres du groupement pour ses obligations contractuelles. La constitution d'un groupement et la modification d'un groupement sont acceptées entre la remise des candidatures et la remise des offres initiales si tous les membres du groupement ont été autorisés à présenter une offre ou à y participer et le groupement nouvellement constitué doit respecter les exigences relatives aux capacités professionnelles, techniques et financières des candidats.",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-121536,,Financement sur les crédits budgétaires alloués à l'APIJ - Paiement au compte du titulaire par virement à 30 jours maximum conformément à l'article R2192-10 du code de la commande publique. Il est prévu le versement d'une avance et d'acomptes en fonction de l'avancement des prestations,"La consultation est ouverte aux prestataires uniques, aux groupements conjoints avec mandataire solidaire ou aux groupements solidaires, entièrement constitués lors de la remise de la candidature.",False,False,,False,True,True,CF_NIV_SUIV,,
21-12221,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-122616,,,"Il est interdit à tout candidat de présenter plusieurs candidatures en agissant à la fois :- en qualité de candidat individuel et de mandataire dun groupement, - en qualité de mandataire de plus d'un groupement.Un même cotraitant peut figurer dans plus dun groupement.En cas de groupement, la forme souhaitée par lAéroport est le groupement conjoint avec mandataire solidaire. Si le groupement attributaire du marché est dune forme différente, il pourrait être contraint dassurer sa transformation pour se conformer à ce souhait sous peine délimination de son offre. Les compétences complémentaires nécessaires pourront être sous-traitées lors de la consultation de marchés subséquents en fonction des besoins spécifiques de chaque projet.",True,False,,True,False,False,CF_NIV_SUIV,"['DE', 'FR']",
21-122806,La constitution préalable d'une garantie à première demande est demandée pour la totalité du remboursement de l'avance forfaitaire.,"Paiement par mandat administratif dans les délais légaux. Nature des ressources que la Commune de Vauvert entend mobiliser pour financer l'opération faisant l'objet du marché : fonds propres, Région Occitanie.","Il est interdit aux candidats de présenter pour le marché plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.En cas d'attribution du marché à un groupement conjoint, le mandataire de celui-ci est solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles à l'égard du pouvoir adjudicateur.",False,False,,False,True,True,CF_NIV_SUIV,,
21-124008,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124736,"Conformément aux articles L2391-7 et R2391-21 à R2391-24 du code de la commande publique, le marché peut prévoir une retenue de garantie.",Les règlements s'effectuent par virement avec délai de paiement à 30 jours maximum en application de l'article R2392-10 du code de la commande publique. Le financement est assuré exclusivement par les ressources budgétaires de l'Etat.La monnaie de compte est l'euro.,"Les candidats doivent indiquer dans leur dossier de candidature s'ils se présentent en tant que candidat individuel ou en tant que groupement d'opérateurs économiques. En application de l'article R2342-12 du code de la commande publique, un même opérateur économique ne peut pas être mandataire de plus d'un groupement pour un même marché public.De plus, le pouvoir adjudicateur interdit aux candidats de présenter une offre en agissant à la fois :- en qualité de candidats individuels et de membres d'un ou plusieurs groupements ;- en qualité de membres de plusieurs groupements.En cas de groupement d'opérateurs économiques, celui-ci devra revêtir la forme d'un groupement d'entreprise solidaire après l'attribution du marché.Pour l'exécution de l'accord-cadre, le mandataire du groupement est solidaire de chacun des membres du groupement pour ses obligations contractuelles. La constitution d'un groupement et la modification d'un groupement sont acceptées entre la remise des candidatures et la remise des offres initiales si tous les membres du groupement ont été autorisés à présenter une offre ou à y participer. Le groupement nouvellement constitué doit respecter les exigences relatives aux capacités professionnelles, techniques et financières des candidats.En cas de modification ou de constitution d'un groupement, tous ses membres doivent avoir été autorisés à présenter une offre ou à y participer, au moins en tant que sous-contractant accepté dans la phase de candidature, et le groupement modifié ou nouvellement constitué doit respecter les exigences de l'acheteur relatives aux capacités des candidats.",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
