,BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
3979,21-91583,,Prestations réglées par un prix global forfaitaire Prix fermes. Aucune avance prévue. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : du budget de la Ville de Vannes.,Aucune forme de groupement imposée à l'attributaire du marché.,False,False,,False,True,True,CF_NIV_SUIV,,
3980,21-91584,,"Ressources propres - budget principal, règlement par mandat administratif, délai de paiement de 30 jours.","Si le candidat se présente sous la forme d'un groupement, ce dernier devra être conjoint avec mandataire solidaire",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3981,21-91585,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3982,21-91586,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
3983,21-91588,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3984,21-91589,Avance à hauteur de 30% pour chaque bon de commande supérieur à 25 000 EUR HT sous réserve de la production d'une garantie à première demande couvrant la totalité.,"Paiement sur les fonds propres de la collectivité, par mandat administratif sous 30 jours à compter de la réception de la facture.",,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
3985,21-91591,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3986,21-91593,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3987,21-91598,,,,True,False,,True,False,False,CF_NIV_SUIV,,
3988,21-91602,"aucun cautionnement, ni garanties exigés.",prix unitaire.Règlement des comptes selon les modalités du Ccag-Travaux.Le délai global de paiement est de 30 jours.Fonds publics de la commune de La Tremblade.,aucune forme de groupement n'est imposée à l'attributaire du marché.,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
3989,21-91604,,,"Aucune forme de groupement n'est imposée par l'entité adjudicatrice.L'entité adjudicatrice interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements, conformément à l'article R2142-2 1° du Code de la commande publique.",True,False,,False,False,False,CF_NIV_SUIV,['FR'],
3990,21-91606,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3991,21-91609,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3992,21-91610,Une retenue de garantie est prévue au contrat. Elle peut être remplacée par une garantie à première demande ou une caution personnelle et solidaire,"Le contrat prévoit le versement d'une avance, avec obligation de constituer une garantie à première demande ou une caution personnelle et solidaire en contrepartie.Les prestations sont réglées par des prix forfaitaires.Les prix sont révisables.Le paiement des prestations se fera dans le respect du délai global de paiement applicable à l'acheteur","En cas de groupement d'opérateurs économiques, la forme souhaitée par le pouvoir adjudicateur est un groupement solidaire ou conjoint avec mandataire solidaire, pour assurer la continuité de l'exécution en cas de défaillance/insolvabilité d'un cotraitant. Si le groupement attributaire est d'une forme différente, il pourra se voir contraint d'assurer sa transformation pour se conformer au souhait du pouvoir adjudicateur",False,False,L'exécution des prestations débute à compter de la date de notification du contrat,False,True,False,CF_NIV_SUIV,['FR'],
3993,21-91611,,,,False,False,"L'exécution des prestations débute à compter de la date fixée par ordre de service.<br/>La durée du marché est une durée prévisionnelle.<br/>Le contrat prévoit le versement d'une avance, avec obligation de constituer une garantie à première demande en contrepartie.<br/>Les prestations sont réglées par des prix forfaitaires.<br/>Les prix sont révisables.<br/>Le paiement des prestations se fera dans le respect du délai global de paiement applicable à l'acheteur.<br/>Budget Ville",False,True,False,CF_NIV_SUIV,['FR'],
3994,21-91612,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3995,21-91613,Il n'est pas prévu de retenue de garantie,"MODE DE RÈGLEMENTLe paiement des sommes dues est effectué dans un délai global de 30 jours à compter de la date de réception de la demande de paiement par le pouvoir adjudicateur ou de la date d'exécution, des prestations si celle-ci est postérieure à la réception de ladite demande.Le taux des intérêts moratoires dus au titre de dépassement des délais de paiement est celui du taux directeur semestriel de la Banque Centrale Européenne (BCE) augmenté de 8 points de pourcentage. Le paiement se fera par mandat administratif.AVANCEAucune avance ne sera versée.FINANCEMENTLe marché est financé par les ressources propres du budget du CCAS, section fonctionnement.PRIXLes prix sont fermes. Les factures sont à déposer sur Chorus Pro","L'offre sera présentée par une seule entreprise ou par un groupement. Les opérateurs économiques sont autorisés à se porter candidat sous forme de groupement solidaire ou de groupement conjoint, conformément aux articles R.2142-19 à R.2142-27 du Code de la Commande Publique. Le candidat précisera la forme de son groupement. Le pouvoir adjudicateur n'impose pas de forme juridique.Un même opérateur économique ne peut pas être mandataire de plus d'un groupement pour un même marché. Egalement, il est interdit aux candidats de présenter pour le marché plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3996,21-91614,Aucun cautionnement ni garanties ne sont exigés,Financement sur les fonds propres de la ville.Les sommes dues au(x) titulaire(s) et au(x) sous-traitant(s) de premier rang éventuel(s) du marché seront payées dans un délai global de 30 jours à compter de la date de réception des factures ou des demandes de paiement équivalentes,Aucune forme de groupement n'est imposée,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3997,21-91615,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3998,21-91616,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3999,21-91617,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4000,21-91618,Se référer au règlement d'appel à candidature,Se référer au règlement d'appel à candidature,Se référer au règlement d'appel à candidature,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4001,21-91619,,,,False,False,Pour le lot no1: cette consultation comporte des conditions d'exécution à caractère social dont le détailest indiqué dans le C.C.A.P. Le respect de ces dispositions est une condition de la conformité de l'offre. Une offre comportant des réserves ou ne respectant pas ces conditions d'exécution particulières sera déclarée irrégulière au motif du non-respect du cahier des charges,False,True,False,CF_NIV_SUIV,['FR'],
4002,21-91620,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4003,21-91621,Une garantie à première demande est exigée. Il ne sera accepté aucune caution personnelle et solidaire,"Ressources propres de la collectivité, dont subventions, sans concours de fonds européens.Conformément aux articles R.2192-10 et L.2192-10 du Code de la Commande Publique, le paiement des sommes dues est effectué par mandat administratif, selon les règles de la comptabilité publique, dans un délai global maximum de 30 jours (sous réserve de l'évolution de la règlementation en vigueur)","La forme du groupement pourra être solidaire ou conjointe, conformément à l'article R.2142-22 du Code de la Commande Publique. Toutefois, en cas de groupement conjoint, le mandataire est solidaire de chacun des membres du groupement pour ses obligations contractuelles à l'égard de l'Acheteur pour l'exécution du marché",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4004,21-91622,,"En conformité avec le Code de la Commande Publique suivant l'ordonnance 2018-1074 du 26 novembre 2018 et le décret 2018-1075 du 03 décembre 2018, versions en vigueur à la date d'engagement de la consultation et dispositions propres au contrat. Financement par fonds propres. Modalités de règlement des comptes: système informatique emagh2. Le délai global de paiement est de 50 jours. CH SAINT-LO - SIRET 265 001 073 00013, code service numéro : 011.1.",Les candidats peuvent se présenter seul ou sous la forme d'un groupement d'opérateurs économiques.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4005,21-91623,Il est prévu une retenue de garantie,"Le délai global de paiement est fixé à 30 jours.Les prix sont révisables.Le mode de règlement est le mandat administratif.Sous réserve des conditions prévues aux articles R2193-3 et suivants du Code de la commande publique, une avance est versée au titulaire sauf indication contraire portée dans l'acte d'engagement",,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
4006,21-91626,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4007,21-91639,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4008,21-91640,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4009,21-91641,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4010,21-91642,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
