BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
21-138213,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-138214,"Une retenue de garantie fixée à 5% de chaque acompte sera prélevée, elle peut être substituée par une caution bancaire. Une avance sera versée sauf en cas de renonciation. En cas de paiement d'une avance, la constitution d'une garantie à première demande couvrant 100% de son montant est exigée.",Le financement sera assuré par emprunt déduction faite des éventuelles subventions tel que prévu dans le budget communal section investissement.Paiement conforme aux règles de la comptabilité publique sous 30 jours,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-138215,,,,False,False,"L'exécution des prestations débute à compter de la date fixée par ordre de service.Une retenue de garantie est prévue au contrat. Elle peut être remplacée par une garantie à première demande.Le contrat prévoit le versement d'une avance, avec obligation de constituer une garantie à première demande en contrepartie.Les prestations sont réglées par des prix forfaitaires.Les prix sont actualisables.Le paiement des prestations se fera dans le respect du délai global de paiement applicable à l'acheteur.",False,True,False,CF_NIV_SUIV,['FR'],
21-138216,Retenue de garantie,"Financement sur le budget propre de la collectivité.En application des articles L2192-10 et R2192-10 du Code de la commande publique, le délai de paiement des sommes dues est effectué dans un délai global maximum de 30 jours.Les conditions de mise en oeuvre du délai maximum de paiement sont celles énoncées aux articles R2192-12 à R2192-15 du Code de la commande publique et R2192-27 à R2192-30 du même Code","Groupement conjoint.Le mandataire est solidaire des membres du groupement pour l'exécution des prestations.Pour les motifs suivants : Compte tenu de la spécificité technique des prestations, il ne sera pas imposé aux entreprises de groupement solidaire",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-138217,"en vertu de l'article R2142-22 du Code de la commande publique, si le marché est attribué à un groupement conjoint, il est demandé que le mandataire du groupement conjoint soit solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles à l'égard de l'acheteur.",,,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-138218,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138219,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138220,,,,False,False,L'exécution des prestations débute à compter de la date fixée par le contrat.Aucune clause de garantie financière prévue.Aucune avance prévue.Les prestations sont réglées par des prix unitaires.Les prix sont fermes.Le paiement des prestations se fera dans le respect du délai global de paiement applicable à l'acheteur.,False,True,False,CF_NIV_SUIV,['FR'],
21-138221,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-138224,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138232,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138233,Aucune garantie financière ne sera appliquée.Constitution d'une garantie à première demande à concurrence de 100% du montant de l'avance en cas de versement de l'avance. La caution personnelle et solidaire n'est pas autorisée.,Financement par fonds propres de la collectivité.Délai global de paiement à 30 jours à réception des factures électroniques sur le portail Chorus-pro.,Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-138236,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-138237,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-138238,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-138241,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138242,,"Paiement par virement à 30 jours, sur fonds propres.Une avance sera versée au titulaire, sauf indication contraire dans l'acte d'engagement, si le montant du bon de commande HT atteint le seuil fixé à","L'accord-cadre sera conclu : soit avec un prestataire unique, soit avec des prestataires groupés solidaires, soit avec des prestataires groupés conjoints.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-138244,Se reporter aux documents de la consultation,Paiement par virement administratif,Groupement conjoint ou solidaire,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-138245,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138246,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138247,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138248,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138254,"Une retenue de garantie de 5,0 % du montant initial du marché (augmenté le cas échéant du montant des avenants) sera constituée. Cette retenue de garantie sera prélevée sur le montant de chaque acompte par le comptable assignataire des paiements.Cette retenue de garantie peut être remplacée au gré du titulaire par une garantie à première demande ou, si les deux parties en sont d'accord, par une caution personnelle et solidaire.",Financement par fonds propres VNF,,False,False,,False,False,False,CF_NIV_SUIV,,
21-138255,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138259,,,,False,False,,False,True,True,CF_NIV_SUIV,,
21-138260,,,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-138270,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138271,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138272,,Financement par le GIP FCA - 1 avance et 4 acomptes trimestriels sur présentation de pièces justificatives et solde Décompte Général et Définitif,,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-138273,,,Se référer aux documents de la consultation,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-138274,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138276,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-138281,,- Paiement par virement bancaire (Mandat administratif) dans un délai de 30 jours,"Aucune forme de groupement n'est imposée par le pouvoir adjudicateur. Toutefois, en cas d'attribution du marché à un groupement conjoint, le mandataire est solidaire de ses co-traitants",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
