BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
20-134165,False,False,False,False,False,False,collectivité territoriale
20-147530,False,False,True,False,False,False,
21-100062,False,False,False,False,False,False,Etablissement public local
21-100129,True,False,False,False,False,False,
21-100534,True,False,False,False,False,False,
21-100697,False,False,True,False,False,False,
21-100771,True,False,False,False,False,False,
21-101057,False,False,False,False,True,False,
21-101102,False,False,False,False,True,False,
21-101722,True,False,False,False,False,False,
21-101818,False,False,False,False,False,False,Etablissement public
21-101917,False,False,True,False,False,False,
21-101943,True,False,False,False,False,False,
21-102231,False,False,True,False,False,False,
21-102242,False,False,True,False,False,False,
21-102277,True,False,False,False,False,False,
21-102390,False,False,False,False,True,False,
21-102418,False,False,False,False,False,False,EPS
21-102437,False,False,False,False,True,False,
21-102481,False,False,True,False,False,False,
21-102916,False,False,True,False,False,False,
21-103609,False,False,True,False,False,False,
21-103907,True,False,False,False,False,False,
21-104157,False,False,True,False,False,False,
21-104645,True,False,False,False,False,False,
21-104702,False,False,False,False,True,False,
21-104760,True,False,False,False,False,False,
21-105209,True,False,False,False,False,False,
21-105336,False,False,True,False,False,False,
21-105371,False,False,False,True,False,False,
21-105819,False,False,True,False,False,False,
21-106024,False,False,False,False,False,False,Syndicat mixte départemental d'études et de traitement des déchets ménagers et assimilés de la Vendée
21-106175,False,False,False,False,False,False,Etablissement public local
21-107503,False,False,True,False,False,False,
21-108202,True,False,False,False,False,False,
21-108403,False,False,True,False,False,False,
21-108625,False,False,True,False,False,False,
21-108665,False,False,False,False,True,False,
21-108947,False,False,True,False,False,False,
21-109199,False,False,True,False,False,False,
21-109336,False,False,False,False,True,False,
21-109698,False,False,True,False,False,False,
21-109768,False,False,True,False,False,False,
21-110075,False,False,False,False,True,False,
21-110529,False,False,False,False,False,False,EPCI
21-110574,False,False,True,False,False,False,
21-110594,False,False,True,False,False,False,
21-110620,False,False,False,False,True,False,
21-110706,False,False,False,False,False,False,EPCI
21-110720,False,False,True,False,False,False,
21-110757,True,False,False,False,False,False,
21-110818,False,False,True,False,False,False,
21-110853,False,False,False,False,False,False,EPST recherche
21-110923,False,False,True,False,False,False,
21-111182,False,False,True,False,False,False,
21-111203,False,False,True,False,False,False,
21-111238,False,False,True,False,False,False,
21-111341,False,False,True,False,False,False,
21-111655,True,False,False,False,False,False,
21-111684,True,False,False,False,False,False,
21-111797,False,False,False,False,True,False,
21-111871,False,False,False,False,False,False,Syndicat Mixte Départemental d'Etudes et de Traitement des Déchets Ménagers et Assimilés de la Vendée
21-112033,False,False,True,False,False,False,
21-112037,False,False,True,False,False,False,
21-112055,False,False,True,False,False,False,
21-112194,False,False,True,False,False,False,
21-112267,False,False,True,False,False,False,
21-112275,False,False,False,False,False,False,oph
21-112997,False,False,False,False,False,False,Organisme de droit publique
21-113108,False,False,True,False,False,False,
21-113117,False,False,False,False,False,False,Organisme de droit publique
21-113129,False,False,True,False,False,False,
21-113148,False,False,True,False,False,False,
21-113278,False,False,True,False,False,False,
21-113401,False,False,True,False,False,False,
21-113407,False,False,False,False,False,False,Autre collectivité à statut particulier
21-113467,False,False,True,False,False,False,
21-113482,False,False,True,False,False,False,
21-113514,False,False,True,False,False,False,
21-113580,False,False,True,False,False,False,
21-113690,False,False,False,False,True,False,
21-113869,False,False,False,False,True,False,
21-114199,False,False,False,False,False,False,Collectivité territoriale à statuts particuliers
21-114262,False,False,False,False,False,False,Etablissement public de santé
21-114266,True,False,False,False,False,False,
21-114286,False,False,False,False,True,False,
21-114626,False,False,False,False,False,False,chu
21-114762,False,False,True,False,False,False,
21-114766,False,False,True,False,False,False,
21-114790,False,False,True,False,False,False,
21-114806,True,False,False,False,False,False,
21-114894,False,False,False,False,True,False,
21-114923,False,False,True,False,False,False,
21-115201,False,False,False,True,False,False,
21-115203,False,False,True,False,False,False,
21-115209,False,False,False,False,False,False,Collectivité territoriale
21-115215,False,False,False,False,False,False,Établissement public administratif
21-115395,True,False,False,False,False,False,
21-115657,False,False,True,False,False,False,
21-115683,False,False,True,False,False,False,
21-115713,False,False,False,False,True,False,
21-115722,False,False,True,False,False,False,
21-115748,False,False,True,False,False,False,
21-115788,False,False,False,False,False,False,Collectivité territoriale
21-115857,True,False,False,False,False,False,
21-115927,False,False,True,False,False,False,
21-116014,False,False,False,False,False,False,EHPAD
21-116151,False,False,True,False,False,False,
21-116248,False,False,False,False,False,False,CHU
21-116280,True,False,False,False,False,False,
21-116286,False,False,False,False,True,False,
21-116295,False,False,False,False,True,False,
21-116343,False,False,False,False,False,False,société publique locale
21-116466,False,False,False,False,True,False,
21-116479,False,False,False,False,False,False,EPCI
21-116490,False,False,False,False,False,False,Régie Départementale
21-116524,False,False,True,False,False,False,
21-116525,False,False,True,False,False,False,
21-116527,False,False,True,False,False,False,
21-116530,False,False,True,False,False,False,
21-116532,False,False,False,False,False,False,Association loi 1901
21-116534,False,False,True,False,False,False,
21-116536,False,False,True,False,False,False,
21-116538,False,False,True,False,False,False,
21-116548,False,False,True,False,False,False,
21-116549,False,False,False,False,False,False,ESH
21-116554,True,False,False,False,False,False,
21-116558,False,False,False,False,True,False,
21-116560,False,False,True,False,False,False,
21-116562,False,False,False,False,True,False,
21-116563,False,False,True,False,False,False,
21-116564,False,False,True,False,False,False,
21-116570,True,False,False,False,False,False,
21-116571,False,False,False,False,True,False,
21-116572,False,False,True,False,False,False,
21-116574,False,False,True,False,False,False,
21-116583,False,False,False,False,False,False,autre
21-116585,False,False,True,False,False,False,
21-116587,False,False,True,False,False,False,
21-116588,False,False,True,False,False,False,
21-116589,False,False,False,False,False,False,Etablissement de santé
21-116590,False,False,True,False,False,False,
21-116592,True,False,False,False,False,False,
21-116595,False,False,False,False,False,False,Établissement public industriel et commercial
21-116600,True,False,False,False,False,False,
21-116601,False,False,False,False,True,False,
21-116603,False,False,True,False,False,False,
21-116605,False,False,False,False,False,False,Organisme de Sécurité Sociale
21-116608,True,False,False,False,False,False,
21-116610,False,False,False,False,True,False,
21-116611,False,False,True,False,False,False,
21-116613,False,False,True,False,False,False,
21-116614,False,False,False,False,True,False,
21-116622,False,False,True,False,False,False,
21-116624,False,False,False,False,False,False,autre
21-116627,False,False,False,False,False,False,autre
21-116628,False,False,False,False,True,False,
21-116637,False,False,True,False,False,False,
21-116642,False,False,True,False,False,False,
21-116646,False,False,False,False,False,False,Organisme de sécurité sociale
21-116651,False,False,False,False,False,False,EPS
21-116652,False,False,False,False,False,False,Etablissement public de coopération intercommunale
21-116655,False,False,False,False,False,False,Régulation des marchés financiers
21-116656,False,False,False,False,True,False,
21-116658,False,False,False,False,False,False,ESPIC
21-116659,False,False,False,False,True,False,
21-116660,False,False,False,True,False,False,
21-116662,False,False,False,False,True,False,
21-116668,False,False,False,False,False,False,ESH
21-116674,False,False,False,False,True,False,
21-116677,False,False,False,False,True,False,
21-116681,False,False,False,False,True,False,
21-116687,False,False,False,False,True,False,
21-116689,False,False,False,False,True,False,
21-116691,False,False,True,False,False,False,
21-116694,False,False,False,False,True,False,
21-116701,False,False,False,False,True,False,
21-116703,False,False,False,False,True,False,
21-116706,False,False,True,False,False,False,
21-116708,True,False,False,False,False,False,
21-116710,False,False,True,False,False,False,
21-116714,False,False,False,False,True,False,
21-116723,True,False,False,False,False,False,
21-116725,False,False,True,False,False,False,
21-116726,False,False,False,False,True,False,
21-116728,False,False,False,False,False,False,GIE
21-116729,False,False,False,False,False,False,Autre organisme public
21-116731,False,False,False,False,False,False,autre
21-116733,False,False,True,False,False,False,
21-116741,False,False,True,False,False,False,
21-116742,False,False,True,False,False,False,
21-116743,False,False,True,False,False,False,
21-116744,False,False,True,False,False,False,
21-116745,False,False,True,False,False,False,
21-116746,False,False,False,False,False,False,ESH
21-116748,False,False,True,False,False,False,
21-116750,False,False,True,False,False,False,
21-116751,False,False,False,False,True,False,
21-116756,False,False,False,False,False,False,ESH
21-116757,False,False,False,False,False,False,Remontage de la flèche de Saint-Denis
21-116762,False,False,False,False,False,False,Organisme de Sécurité sociale
21-116764,True,False,False,False,False,False,
21-116769,False,False,True,False,False,False,
21-116770,False,False,False,False,False,False,Logement social
21-116771,False,False,True,False,False,False,
21-116772,True,False,False,False,False,False,
21-116774,False,False,False,False,True,False,
21-116775,False,False,False,True,False,False,
21-116779,False,False,False,False,True,False,
21-116780,False,False,False,False,False,False,Groupement de Coopération Sanitaire (droit privé)
21-116782,False,False,False,False,False,False,autre
21-116783,True,False,False,False,False,False,
21-116785,False,False,False,False,True,False,
21-116789,False,False,True,False,False,False,
21-116790,False,False,False,False,False,False,Santé publique
21-116794,False,False,True,False,False,False,
21-116796,False,False,True,False,False,False,
21-116797,False,False,False,False,False,False,Etablissement de santé
21-116799,False,False,False,False,False,False,EPCI - Communauté de communes
21-116800,False,False,True,False,False,False,
21-116801,False,False,False,False,False,False,Organisme privé de sécurité sociale
21-116803,False,False,False,False,False,False,Etablissement public administratif
21-116804,False,False,True,False,False,False,
21-116808,False,False,True,False,False,False,
21-116810,False,False,False,False,False,False,Etablissement public de santé
21-116811,False,False,True,False,False,False,
21-116812,False,False,False,False,True,False,
21-116813,False,False,False,False,False,False,"Etablissement public à caractère scientifique, culturel et professionnel."
21-116814,True,False,False,False,False,False,
21-116818,False,False,False,False,False,False,Organisme de Sécurité sociale
21-116821,False,False,False,False,False,False,commune
21-116826,False,False,True,False,False,False,
21-116827,True,False,False,False,False,False,
21-116830,False,False,True,False,False,False,
21-116831,False,False,True,False,False,False,
21-116832,False,False,False,False,True,False,
21-116833,False,False,True,False,False,False,
21-116835,False,False,True,False,False,False,
21-116837,False,False,False,False,True,False,
21-116838,True,False,False,False,False,False,
21-116844,False,False,True,False,False,False,
21-116846,False,False,False,False,False,False,L'ICEP est un établissement de formation proposant des formations en apprentissage du CAP au Bac +3. La SAS ICEP est une société de la CCI Caen Normandie.
21-116847,False,False,False,False,False,False,EPLE
21-116848,False,False,True,False,False,False,
21-116851,False,False,True,False,False,False,
21-116852,False,False,True,False,False,False,
21-116855,False,False,True,False,False,False,
21-116857,False,False,True,False,False,False,
21-116859,False,False,False,False,False,False,autre
21-116860,False,False,True,False,False,False,
21-116866,False,False,False,False,False,False,Association
21-116867,False,False,True,False,False,False,
21-116872,False,False,False,False,False,False,Service d'incendie et de secours
21-116874,False,False,False,False,False,False,autre
21-116875,False,False,True,False,False,False,
21-116876,False,False,True,False,False,False,
21-116880,False,False,False,False,False,False,Société d'économie mixte
