BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
19-41861,False,False,False,False,False,False,MAIRIE
20-138941,True,False,False,False,False,False,
20-149403,False,False,True,False,False,False,
20-45076,False,False,False,False,False,False,Etablissement Public à caractère Scientifique et Technologique (EPST)
20-69403,False,False,False,False,False,False,Établissement public à caractère scientifique et technologique (EPST)
21-100026,True,False,False,False,False,False,
21-100111,False,False,True,False,False,False,
21-102090,False,False,True,False,False,False,
21-104206,False,False,True,False,False,False,
21-104445,False,False,False,True,False,False,
21-106262,False,False,True,False,False,False,
21-108164,False,False,True,False,False,False,
21-108323,False,False,False,False,False,False,Etablissement public de santé
21-108468,False,False,True,False,False,False,
21-109850,False,False,True,False,False,False,
21-110204,False,False,False,True,False,False,
21-110538,False,False,True,False,False,False,
21-110824,False,False,True,False,False,False,
21-111145,False,False,True,False,False,False,
21-112026,False,False,True,False,False,False,
21-112313,False,False,True,False,False,False,
21-112613,False,False,True,False,False,False,
21-112617,False,False,True,False,False,False,
21-112648,False,False,True,False,False,False,
21-112909,False,False,True,False,False,False,
21-113057,False,False,True,False,False,False,
21-113085,False,False,False,False,False,False,Organisme de droit publique
21-113126,True,False,False,False,False,False,
21-113352,False,False,False,False,True,False,
21-114443,False,False,True,False,False,False,
21-115049,False,False,True,False,False,False,
21-115123,False,False,True,False,False,False,
21-115423,True,False,False,False,False,False,
21-115734,False,False,False,False,True,False,
21-115852,False,False,True,False,False,False,
21-115870,True,False,False,False,False,False,
21-116020,False,False,True,False,False,False,
21-116215,False,False,True,False,False,False,
21-116273,False,False,False,False,False,False,centre de gestion de la fonction publique territoriale
21-117155,False,False,False,True,False,False,
21-117182,False,False,False,False,False,False,Fondation privée reconnue d'utilité publique
21-118119,True,False,False,False,False,False,
21-118129,False,False,True,False,False,False,
21-118313,False,False,True,False,False,False,
21-118611,False,False,False,False,False,False,Etablissement public de coopération intercommunale
21-118692,True,False,False,False,False,False,
21-118724,False,False,True,False,False,False,
21-118725,False,False,False,False,False,False,Organisme de droit privé de la MSA
21-118925,False,False,True,False,False,False,
21-119318,False,False,False,False,False,False,Syndicat mixte ouvert
21-119457,True,False,False,False,False,False,
21-119743,False,False,True,False,False,False,
21-119822,False,False,True,False,False,False,
21-119998,False,False,False,False,False,False,Etablissement Public de Santé
21-120020,False,False,True,False,False,False,
21-120061,False,False,True,False,False,False,
21-120463,False,False,True,False,False,False,
21-121110,False,False,False,False,False,False,EPCI
21-121955,True,False,False,False,False,False,
21-122015,False,False,True,False,False,False,
21-122292,False,False,True,False,False,False,
21-122354,False,False,True,False,False,False,
21-122540,True,False,False,False,False,False,
21-122584,True,False,False,False,False,False,
21-122722,False,False,False,False,False,False,Organisme de Sécurité Sociale
21-122995,False,False,False,True,False,False,
21-123046,True,False,False,False,False,False,
21-123112,False,False,True,False,False,False,
21-123290,False,False,False,False,True,False,
21-123402,True,False,False,False,False,False,
21-123428,False,False,False,False,True,False,
21-123553,False,False,False,False,True,False,
21-123719,False,False,True,False,False,False,
21-123744,False,False,False,False,False,False,Fonds d'Assurance Formation (FAF)
21-123811,False,False,True,False,False,False,
21-123955,False,False,False,False,True,False,
21-123962,False,False,False,False,True,False,
21-123975,False,False,True,False,False,False,
21-123988,False,False,False,False,True,False,
21-124265,False,False,False,False,True,False,
21-124309,False,False,True,False,False,False,
21-124319,False,False,False,False,True,False,
21-124362,False,False,False,False,False,False,Autorité portuaire
21-124370,True,False,False,False,False,False,
21-124601,False,False,False,False,True,False,
21-124613,False,False,True,False,False,False,
21-124818,False,False,False,False,True,False,
21-124923,False,False,True,False,False,False,
21-124946,False,False,True,False,False,False,
21-125232,False,False,True,False,False,False,
21-125234,False,False,False,False,False,False,Collective territoriale
21-125351,False,False,False,False,True,False,
21-125385,False,False,True,False,False,False,
21-125392,False,False,False,False,True,False,
21-125409,False,False,False,False,True,False,
21-125515,False,False,False,False,True,False,
21-125679,False,False,False,False,False,False,EPSMD
21-125686,False,False,True,False,False,False,
21-125689,False,False,False,False,True,False,
21-125820,False,False,True,False,False,False,
21-125908,False,False,True,False,False,False,
21-125971,False,False,False,False,True,False,
21-125984,False,False,True,False,False,False,
21-126205,False,False,True,False,False,False,
21-126298,False,False,False,False,False,False,EPS
21-126561,False,True,False,False,False,False,
21-126565,False,False,True,False,False,False,
21-126637,False,False,False,False,True,False,
21-126639,False,False,True,False,False,False,
21-126657,False,False,True,False,False,False,
21-126695,True,False,False,False,False,False,
21-126791,False,False,True,False,False,False,
21-127149,False,False,True,False,False,False,
21-127184,False,False,False,False,True,False,
21-127237,False,False,False,False,True,False,
21-127269,False,False,True,False,False,False,
21-127360,False,False,True,False,False,False,
21-127434,False,False,True,False,False,False,
21-127475,False,False,False,False,False,False,EPCI
21-127483,True,False,False,False,False,False,
21-127485,False,False,False,False,True,False,
21-127551,True,False,False,False,False,False,
21-127575,True,False,False,False,False,False,
21-127715,False,False,True,False,False,False,
21-127727,False,False,True,False,False,False,
21-127784,False,False,True,False,False,False,
21-127788,True,False,False,False,False,False,
21-127835,False,False,True,False,False,False,
21-127842,False,False,True,False,False,False,
21-127868,False,False,True,False,False,False,
21-127886,False,False,False,False,False,False,santé
21-127890,False,False,True,False,False,False,
21-128008,False,False,False,False,False,False,Collectivité territoriale
21-128019,False,False,True,False,False,False,
21-128023,False,True,False,False,False,False,
21-128032,False,False,True,False,False,False,
21-128099,False,False,False,False,False,False,commune
21-128102,False,False,True,False,False,False,
21-128107,False,False,True,False,False,False,
21-128129,True,False,False,False,False,False,
21-128252,False,False,True,False,False,False,
21-128473,False,False,False,False,False,False,Collectivité territoriale
21-128497,False,False,False,False,False,False,Collectivité territoriale à statut particulier
21-128582,False,False,True,False,False,False,
21-128591,False,False,True,False,False,False,
21-128605,False,False,True,False,False,False,
21-128650,False,False,False,False,False,False,Collectivité territoriale
21-128747,False,False,True,False,False,False,
21-128781,False,False,True,False,False,False,
21-128802,False,False,True,False,False,False,
21-128804,False,False,False,False,True,False,
21-128845,False,False,True,False,False,False,
21-128853,True,False,False,False,False,False,
21-128972,False,False,True,False,False,False,
21-129021,False,False,True,False,False,False,
21-129130,False,False,False,False,False,False,Société d'Economie Mixte
21-129136,False,False,True,False,False,False,
21-129137,True,False,False,False,False,False,
21-129151,True,False,False,False,False,False,
21-129174,False,False,True,False,False,False,
21-129182,False,False,True,False,False,False,
21-129262,True,False,False,False,False,False,
21-129269,False,False,True,False,False,False,
21-129286,False,False,False,False,False,False,Commune
21-129288,False,False,False,False,False,False,EPCI
21-129302,True,False,False,False,False,False,
21-129309,False,False,False,False,True,False,
21-129372,False,False,True,False,False,False,
21-129497,True,False,False,False,False,False,
21-129543,False,False,False,False,True,False,
21-129545,False,False,True,False,False,False,
21-129581,True,False,False,False,False,False,
21-129582,True,False,False,False,False,False,
21-129588,False,False,True,False,False,False,
21-129608,True,False,False,False,False,False,
21-129618,False,False,False,False,False,False,CCAS
21-129683,True,False,False,False,False,False,
21-129692,False,False,False,False,True,False,
21-129714,False,False,True,False,False,False,
21-129804,False,False,False,False,True,False,
21-129833,False,False,True,False,False,False,
21-129847,False,False,False,False,False,False,GROUPEMENT DE COOPERATION SANITAIRE
21-129852,False,False,False,False,False,False,Collectivité territoriale (commune)
21-129854,False,False,False,False,True,False,
21-129855,False,False,False,False,True,False,
21-129857,False,False,False,False,True,False,
21-129859,False,False,False,False,True,False,
21-129863,False,False,True,False,False,False,
21-129864,False,False,True,False,False,False,
21-129865,False,False,False,False,False,False,Collectivité territoriale
21-129867,False,False,False,False,False,False,Société d'économie mixte
21-129868,False,False,False,False,False,False,Centre Hospitalier
