BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
21-3173,True,False,False,False,False,False,
21-3174,False,False,False,False,False,False,ETABLISSEMENT PUBLIC DE SANTE
21-3175,False,False,False,False,False,False,Enseignements supérieur et recherche
21-3177,False,False,True,False,False,False,
21-3179,False,False,True,False,False,False,
21-3182,True,False,False,False,False,False,
21-37058,False,False,False,False,False,False,Commune
21-3189,False,False,False,False,True,False,
21-3193,False,False,False,False,True,False,
21-3194,False,False,True,False,False,False,
21-3195,False,False,True,False,False,False,
21-3196,False,False,False,False,True,False,
21-3197,False,False,True,False,False,False,
21-3198,False,False,True,False,False,False,
21-3201,False,False,False,False,True,False,
21-3204,False,False,True,False,False,False,
21-3205,False,False,True,False,False,False,
21-3206,False,False,False,False,True,False,
21-3208,False,False,True,False,False,False,
21-3209,True,False,False,False,False,False,
21-3210,False,False,False,False,True,False,
21-3211,False,False,True,False,False,False,
21-3218,False,False,False,False,True,False,
21-3222,True,False,False,False,False,False,
21-3223,False,False,True,False,False,False,
21-3224,False,False,False,False,False,False,Personne morale de droit privé investie d'une mission d'intérêt général
21-3226,False,False,False,False,True,False,
21-3227,True,False,False,False,False,False,
21-3229,False,False,False,False,False,False,Société publique locale
21-3230,False,False,False,False,False,False,Etablissement public de santé
21-3235,True,False,False,False,False,False,
21-3237,False,False,False,False,False,False,Santé
21-3239,True,False,False,False,False,False,
21-3241,True,False,False,False,False,False,
21-3242,False,False,True,False,False,False,
21-3243,False,False,True,False,False,False,
21-3245,False,False,True,False,False,False,
21-3249,False,False,False,False,False,False,Commune
21-3258,False,False,True,False,False,False,
21-3260,False,False,False,False,True,False,
21-3261,True,False,False,False,False,False,
21-3264,False,False,False,True,False,False,
21-3265,False,False,False,False,False,False,Etablissement public administratif
21-3266,False,False,False,False,False,False,Société Publique Locale
21-3267,False,False,False,False,True,False,
21-3268,False,False,True,False,False,False,
21-3269,False,False,False,False,True,False,
21-327,False,False,False,False,False,False,ETABLISSEMENT PUBLIC LOCAL
21-3274,False,False,True,False,False,False,
21-3275,False,False,False,False,False,False,EPCI
21-3276,False,False,False,False,True,False,
21-3279,False,False,True,False,False,False,
21-3281,False,False,True,False,False,False,
21-3284,False,False,True,False,False,False,
21-3287,False,False,False,False,False,False,autre
21-3295,False,False,True,False,False,False,
21-3297,False,False,True,False,False,False,
21-330,False,False,True,False,False,False,
21-3302,False,False,True,False,False,False,
21-3303,False,False,False,False,True,False,
