BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
19-181591,False,False,False,False,False,False,SAS GALLICE 21
20-150049,True,False,False,False,False,False,
21-101259,True,False,False,False,False,False,
21-101951,False,False,True,False,False,False,
21-102830,True,False,False,False,False,False,
21-109240,False,False,True,False,False,False,
21-109434,False,False,False,False,True,False,
21-11523,True,False,False,False,False,False,
21-117636,False,False,True,False,False,False,
21-119298,False,False,False,False,True,False,
21-122876,False,False,True,False,False,False,
21-123053,False,False,True,False,False,False,
21-123200,False,False,True,False,False,False,
21-123830,True,False,False,False,False,False,
21-123867,True,False,False,False,False,False,
21-124028,True,False,False,False,False,False,
21-124594,False,False,True,False,False,False,
21-125309,False,False,True,False,False,False,
21-125449,False,False,False,False,False,False,collectivité territoriale
21-126649,False,False,True,False,False,False,
21-126667,False,False,True,False,False,False,
21-126796,False,False,True,False,False,False,
21-126938,True,False,False,False,False,False,
21-127121,False,False,True,False,False,False,
21-128450,False,False,True,False,False,False,
21-128864,False,False,True,False,False,False,
21-129609,False,False,True,False,False,False,
21-13075,False,False,False,False,False,False,Collectivité Territoriale
21-131949,False,False,True,False,False,False,
21-132379,False,False,True,False,False,False,
21-132633,False,False,True,False,False,False,
21-133151,False,False,True,False,False,False,
21-133328,False,False,False,False,True,False,
21-133810,True,False,False,False,False,False,
21-134637,False,False,True,False,False,False,
21-136065,False,False,True,False,False,False,
21-136809,True,False,False,False,False,False,
21-138373,True,False,False,False,False,False,
21-138388,True,False,False,False,False,False,
21-139362,False,False,True,False,False,False,
21-139719,True,False,False,False,False,False,
21-139759,False,False,False,False,False,False,Commune
