,BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
51,21-2940,True,False,False,False,False,False,False,,False,False,,,,False,"ROCEDURE INITIALE : L'accord-cadre sans minimum ni maximum est passé en application des articles L.2125-1 1°, R.2162-1 à R.2162-6, R. 2162-13 et R.2162-14 du Code de la commande publique. Il donnera lieu à l'émission de bons de commande.Date de mise en ligne : 09/10/2020 09:24AAPC parus sur : Plate-forme des Achats de l'Etat : 09.10.2020JOUE : annonce no2020/S 200-485243 du 14.10.2020BOAMP : annonce no20-123582 du 11.10.2020MarchésOnline.com : annonce noAO-2043-0775 du 14.10.2020Il est décidé de mettre en oeuvre la nouvelle procédure suivante : un marché négocié sans publicité ni mise EN concurrence Article R2122-2 CCP pour les raisons suivantes :Lot : Strasbourg - dépôt d'une seule offre inappropriéeLot : Mulhouse - aucune offre reçueLes spécifications techniques sont indiquées dans les CCP."
52,21-2951,False,False,False,False,False,True,False,,False,False,,,,False,"La procédure utilisée a été la procédure sans publicité ni mise en concurrence préalables en applicationdes articles L2122-1 et R2123-3 du code de la commande publique, en raison de l'existence de droitsd'exclusivité."
53,21-2953,False,False,False,False,False,True,False,,False,False,,,,False,"Compte-tenu du caractère exclusif de la maintenance du logiciel par la société éditrice, et conformément à l'article R.2122-3 du Code de la Commande Publique relatif à l'existence de droit d'exclusivité, ainsi qu'au règlement de la commande publique, la consultation a été lancée selon une procédure sans mise en concurrence"
54,21-3561,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
55,21-3581,False,False,False,False,False,False,False,,False,False,,,,True,"Au regard de l'urgence de la situation et en application des articles L. 2122-1 et R. 2122-1 du Code de la commande publique, la Commune de Courchevel a dû passer un marché sans publicité ni mise en concurrence afin d'assurer la continuité du service public de l'eau potable"
56,21-3724,False,False,False,False,False,True,False,,False,False,,,,False,"La procédure de passation utilisée est : le marché sans publicité ni mise en concurrence. Elle est soumise aux dispositions des articles L.2122-1 et R.2122-3 du Code de la commande publique."" L'acheteur peut passer un marché sans publicité ni mise en concurrence préalables lorsque les travaux, fournitures ou services ne peuvent être fournis que par un opérateur économique déterminé, pour l'une des raisons suivantes :3° L'existence de droits d'exclusivité, notamment de droits de propriété intellectuelle.Le recours à un opérateur déterminé dans les cas mentionnés aux 2° et 3° n'est justifié que lorsqu'il n'existe aucune solution de remplacement raisonnable et que l'absence de concurrence ne résulte pas d'une restriction artificielle des caractéristiques du marché.En effet, le groupe EFFICY détient les droits exclusifs d'assistance technique, d'évolution fonctionnelle, de maintenance corrective et de développements spécifiquesde la solution E-Deal."
57,21-3729,False,False,False,False,False,True,False,,False,False,,,,False,"La procédure de passation utilisée est : le marché sans publicité ni mise en concurrence. Elle est soumise aux dispositions des articles L.2122-1 et R.2122-3 du Code de la commande publique."" L'acheteur peut passer un marché sans publicité ni mise en concurrence préalables lorsque les travaux, fournitures ou services ne peuvent être fournis que par un opérateur économique déterminé, pour l'une des raisons suivantes :3° L'existence de droits d'exclusivité, notamment de droits de propriété intellectuelle.Le recours à un opérateur déterminé dans les cas mentionnés aux 2° et 3° n'est justifié que lorsqu'il n'existe aucune solution de remplacement raisonnable et que l'absence de concurrence ne résulte pas d'une restriction artificielle des caractéristiques du marché.En effet, la société SIGMA Informatique est seule Titulaire des droits d'auteurs sur les logiciels Proconsulix, Linéa&#8208;Contrats et Linéa&#8208;Finances et dece fait seule habilitée à commercialiser ainsi qu'à effectuer, le déploiement et la maintenance et l'assistance à l'utilisation desdits logiciels."
58,21-3814,False,False,False,False,False,False,False,,False,True,,,,False,"Marché négocié, sans publicité ni mise en concurrence, avec le lauréat d'un concours"
59,21-4269,False,False,False,False,False,False,False,,False,False,,,,True,Marché passé en procédure adaptée
60,21-4473,False,False,False,False,False,True,False,,False,False,,,,False,"La société Environnement Sa en tant que concepteur, fabricant, installateur et mainteneur de son propre matériel d'analyses et de logiciel d'acquisition de mesures, possède seule, une parfaite connaissance des équipements ainsi que du mode de fonctionnement de l'ensemble du dispositif.De ce fait, elle dispose de compétences et d'une expertise spécifique en la matière justifiant le fait que les prestations de maintenance de ce dispositif lui soient confiées pour des raisons techniques au titre de l'article R2122-3 Ccp. Ouvrir la procédure à d'autres entreprises seraient techniquement et réglementairement risquée au regard des exigences imposés par la Dreal sur la mesure des rejets atmosphériques"
61,21-4480,False,False,False,False,False,True,False,,False,False,,,,False,"Chaque contrat ne pouvant être attribué quà un seul prestataire déterminé (lentreprise GFI PROGICIELS) compte tenu de ses droits exclusifs de propriété du logiciel, chaque accord-cadre est passé sans publicité ni mise en concurrence en application de larticle R2122-3 3e du code de la commande publique."
62,21-4751,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
63,21-4912,False,False,False,False,False,True,False,,False,False,,,,False,"La maintenance d'un tel équipement ne peut être effectuée que par le constructeur ou une société certifiée par celui-ci, en l'occurrence la société Varian. Par ailleurs, le haut degré de formation requis, la spécificité du stock des pièces détachées d'origine à maintenir pour garantir un dépannage rapide en toute circonstance, le respect des règles de matériovigilance, font que le seul constructeur à l'exclusivité de maintenance de ces équipements."
64,21-4953,False,False,False,False,False,True,False,,False,False,,,,False,"La maintenance d'un tel équipement ne peut être effectuée que par le constructeur ou une société certifiée par celuici,en l'occurrence la société GE HEALTHCARE. Par ailleurs, le haut degré de formation requis, la spécificité du stock des pièces détachéesd'origine à maintenir pour garantir un dépannage rapide en toute circonstance, le respect des règles de matériovigilance, font quele seul constructeur à l'exclusivité de maintenance de ces équipements"
65,21-5110,False,False,False,False,False,False,False,,False,False,,,,True,Un marché de prestation similaire a été attribué conformément au Code de la commande publique.
66,21-5213,False,False,False,False,False,True,False,,False,False,,,,False,Le recours à cette procédure de passation se justifie par le fait que BÜHLMANN détient un certificat dexclusivité pour :&amp;#61656;	Les coffrets contenant les tests de dosage de calprotectine sérique&amp;#61656;	Le dispositif  Quantum Blue® Reader permettant la lecture des tests
67,21-5254,False,False,False,False,False,False,False,,False,True,,,,False,Il s'agit d'un marché de services attribué au lauréat d'un concours restreint (19ANI013).
68,21-5257,False,False,False,False,False,True,False,,False,False,,,,False,Le présent marché est passé sans publicité ni mise en concurrence en application de l'article R2122-3 du Code de la commande publique (marché public dont les prestations ne peuvent être réalisées que par un opérateur économique déterminé pour des raisons techniques et de droit de propriété).
69,21-5309,False,False,False,False,False,True,False,,False,False,,,,False,"Compte-tenu des droits d'exclusivité, la procédure utilisée a été un marché sans publicité ni mise en concurrence préalables, conformément à l'article R. 2122-3-3° du code de la commande publique."
70,21-5369,False,False,False,False,False,True,False,,False,False,,,,False,"TERUMO BCT a remis une attestation à l'EFS en date du 25/11/2020, attestant que ce dernier détient un droit d'exclusivité l'habilitant seul à fournir les DMU LGQ456E6.L'exclusivité de la référence Terumo réside dans l'aptitude du dispositif à déleucocyter le sang total tout en préservant au moins 70% des plaquettes du prélèvement. Le ST obtenu est un sang total déleucocyté constitué d'une fraction globulaire, le plasma CPD et la fraction plaquettaire nécessaire au potentiel hémostatique du PSL. A ce jour, aucun dispositif de la concurrence ne présente la même capacité de préservation des plaquettes après déleucocytation"
71,21-5407,False,False,False,False,False,True,False,,False,False,,,,False,"Le présent accord-cadre porte sur la maintenance du système d'information, de traitement et de diffusion de l'alerte Start et du réseau de faisceaux hertziens, dont les fonctionnalités sont particulières à la Guyane en raison du caractère ultramarin du territoire et sa couverture hertzienne (90% du territoire est recouvert de forêt)"
72,21-5565,True,False,False,False,False,False,False,,False,False,,,,False,"La procédure de passation utilisée est l'appel d'offres ouvert. elle est soumise aux dispositions des articles L.2124-2, r.2124-2 1° et R.2161-2 à R.2161-5 du code de la commande publique."
73,21-6091,True,False,False,False,False,False,False,,False,False,,,,False,Procédure de marché sans publicité ni mise en concurrence préalables passée conformément aux dispositions de l'article R 2122-2 du Code de la Commande Publique suite à procédure infructueuse (absence doffres).La procédure infructueuse concerne le marché M20.017 dont l'avis d'appel public à la concurrence avait été publié au JOUE sous la référence 2020/S 193-465428 et au BOAMP no20-118398.
74,21-6272,False,False,False,False,False,False,False,,False,False,,,,True,Marché de Recherche et Développement
75,21-6314,False,False,False,False,False,True,False,,False,False,,,,False,"Le recours à cette procédure de passation se justifie par le fait que ce matériel est le seul qui :-	Propose  les traitements combinés radiofréquence et laser CO2 fractionné sur la même plateforme, ce qui permet de traiter la laxité vaginale et lincontinence urinaire (en plus des traitements courants et de latrophie vaginale).-	Permet la vaporisation et la découpe froide des condylomes au laser CO2 (H-pulse grâce la technologie PSD). Cela permet davoir des traitements moins douloureux et plus efficace-	Est doté dun mode impulsionnel fractionné dédié afin de réaliser une ablation superficielle rapide contrôlée et une action thermique paramétrable sur des temps longs (DP-pulse).-	Est doté dune fonction permettant de réaliser une série dimpulsion en succession rapide dans le même point dimpact (fonction SmartStack).Le titulaire, DEKA Sarl, est le distributeur exclusif de ce matériel. La maintenance préventive et correctrice est exclusivement réalisée par DEKA Sarl."
76,21-6482,False,False,False,False,False,False,False,,False,False,,,,True,Marché sans publicité ni mise en concurrence préalable en raison de droits d'exclusivité passé conformément au 3° de l'article R2122-3 du Code de la commande publique
77,21-6486,False,False,False,False,False,True,False,,False,False,,,,False,IL s'agit d'un marché sans publicité ni mise en concurrence préalables conformément aux articles L2122-1 et R2122-3 du Code de la Commande Publique.
78,21-655,False,False,False,False,False,True,False,,False,False,,,,False,"La société SAKURA est la seule, en tant que constructeur des matériels, à détenir les compétences pour réaliser des prestations de maintenance sur les équipements de sa marque et à pouvoir fournir des pièces détachées certifiées conformes. Aucune autre société ne détient de licence pour pouvoir effectuer les mises à jour des logiciels correspondants"
79,21-673,False,False,False,False,False,True,False,,False,False,,,,False,"La société FRESENIUS est la seule, en tant que constructeur des matériels, à détenir les compétences pour réaliser des prestations de maintenance sur les équipements de sa marque et à pouvoir fournir des pièces détachées certifiées conformes. Aucune autre société ne détient de licence pour pouvoir effectuer les mises à jour des logiciels correspondants"
