BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
21-137344,False,False,False,False,False,False,False,,False,False,,,,True,Marché de service passé en application des articles L. 2120-1.1° et R. 2122-3.3° du Code de la commande publique (Ccp)La procédure retenue est celle relative au marché sans publicité ni mise en concurrence préalables pour raison d'existence de droits d'exclusivité
21-137373,False,False,False,False,False,False,False,,False,True,,,,False,"15/03/2021 : le jury 1 s'est réuni pour choisir les 3 candidats admis à la phase projet,17/03/2011 : le maire de la commune de Treize-Septiers a fixé, par arrêté, la liste des 3 candidats admis à concourir,05/07/2021 : le jury 2 s'est réuni pour choisir le lauréat du concours,05/07/2021 : le conseil municipal de la commune de Treize-Septiers a approuvé le classement du jury, choisi comme lauréat le groupement représenté par le cabinet ORIGAMI, BARRE, AREST, FIB et CANOPEE et décidé dengager la passation dun marché sans publicité ni mise en concurrence préalables avec le lauréat du concours, conformément aux dispositions de larticle R. 2122-6 du Code de la commande publique."
21-137705,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE."
21-137776,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent accord-cadre de fournitures est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE."
21-138357,False,False,False,False,False,True,False,,False,False,,,,False,Il s'agit d'un marché sans publicité ni mise en concurrence préalables en raison d'une exclusivité du titulaire sur la maintenance de son système.
21-139244,False,False,False,False,False,False,False,,False,False,,,,True,Il s'agit d'un avis d'attribution suite à un marché n'ayant pas fait l'objet de publicité au Joue (Mapa de travaux supérieurs à 300 000 euro(s) Ht)
21-139246,False,False,False,False,False,True,False,,False,False,,,,False,"La Société Deltamed-Natus France est la seule société habilitée à effectuer les opérations de maintenance et à fournir les pièces détachées d'origine sur les appareils suivants :- Eeg type Cohérence de marque Natus ou Schwarzer- Emg type Keypoint, G4 ou Focus de marque Natus, Alpine Biomed, Dantec, Medtronic- Appareil de monitoring per-opératoire type Protektor de marque Xltek, Natus- Eeg type Neuroworks ou Sleepworks de marque Xltek, Natus- Polysomnographes Psg/Pg type Embla Mpr de marque Natus, Embla"
21-139348,False,False,False,False,False,True,False,,False,False,,,,False,Droit exclusif
21-139506,False,False,False,False,False,True,False,,False,False,,,,False,"L'accord-cadre est passé sans publicité ni mise en concurrence préalables en application de larticle R2122-3 3° du Code de la commande publique.En effet, parmi les appareils disponibles sur le marché, seul le Nanobadge (ITGA-Particlever) permet un prélèvement de la fraction alvéolaire conformément à la recommandation de lINRS, à savoir sans manipulation particulière de lopérateur. Cette technique de prélèvement permet dévaluer les expositions et de minimiser les risques derreur lors des prélèvements. De plus, cet appareil permet une quantification par méthode de fluorescence X des métaux ainsi quune analyse en microscopie des échantillons récoltés pour connaître la morphologie et la taille des particules. Ainsi, lappareil analysé répond pleinement au besoin fonctionnel du CNRS.Les caractéristiques de lappareil répondent pleinement au besoin du CNRS qui se décomposent ainsi : -	Le matériel ciblé est le seul à répondre aux exigences fonctionnelles minimales du CNRS.-	Le matériel ciblé fait lobjet de 4 Brevets. Les brevets sont déposés en France, en Europe (avec déclinaison en Allemagne et Grande Bretagne) à léchelle mondiale (avec déclinaison aux USA, Canada, Japon chine).Pour conclure, seul le matériel "" Nanobadge "" de la société ITGA-Particlever permet de répondre à lensemble de ces exigences, qui sont adaptées et raisonnables au regard de lobjectif poursuivi. En effet, il sagit du seul matériel qui permet de combiner les deux impératifs du CNRS : -	Les performances techniques : prélèvement précis ; -	La facilité dutilisation : appareil portatif, méthodologie et utilisation simple.Enfin, la société concernée (ITGA) a lexclusivité des ventes en France de ce matériel breveté."
21-139591,False,False,False,False,False,True,False,,False,False,,,,False,"La société a présenté une attestation d'exclusivité, en effet Quizzbox Solutions est concepteur de la partie logicielle et en possède la propriété intellectuelle."
21-139649,False,False,False,True,False,False,False,,False,False,,,,False,Certificat Exclusivite Fourni
21-139650,False,False,False,True,False,False,False,,False,False,,,,False,Certificat d'exclusivité fourni
21-139846,False,False,False,False,False,True,False,,False,False,,,,False,Certificat d'exclusivité détenu par le titulaire
21-140747,True,False,False,False,False,False,False,,False,False,,,,False,"Le 10/03/2021 un avis d'appel public à la concurrence a été publié pour 3 lots sur le marché ""approvisionnement et livraison de produits alimentaires et d'hygiène pour l'épicerie sociale (cesam)"". Lot 1 Epicerie ; Lot 2 Frais ; Lot 3 Surgelé. Aucune offre n'a été déposée pour les lots 1 et 3. Le lot 2 a été attribué et a fait l'objet d'un avis d'attribution 2021/S 108-284449. Une procédure sans publicité ni mise en concurrence au vu des articles L2122-1 du ccp a été lancée pour attribuer les lots 2 et 3."
21-140904,False,False,False,False,False,True,False,,False,False,,,,False,Les prestations ne peuvent être fournies que par un opérateur économique qui détient des droits exclusifs.
21-140942,False,False,False,False,False,False,False,,False,False,,,,True,"La consultation est passée selon une procédure adaptée en en application des articles L.2123-1 et L.2120-1-2°, R.2123-1-1° et 2° du Code de la Commande PubliqueLenveloppe budgétaire maximum pour la conception de ces prestations ne pourra excéder 45 000 euro HT."
21-141124,False,False,False,False,False,True,False,,False,False,,,,False,"Les travaux/produits/services ne peuvent être fournis que par un opérateur économique déterminé pour la raison suivante : protection de droits exclusifs, y compris des droits de propriété intellectuelle"
21-141276,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE"
