BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
21-124136,Aucune clause de garantie financière prévue,Le paiement des prestations se fera dans le respect du délai global de paiement applicable à l'acheteur.Les prestations sont réglées par des prix unitaires et forfaitaires. Les prix sont révisables.Aucune avance prévue,,False,False,L'exécution des prestations débute à compter de la date de notification du contrat,False,True,False,CF_NIV_SUIV,['FR'],
21-124137,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124138,,,,False,False,"L'exécution des prestations débute à compter de la date fixée par ordre de service.Aucune clause de garantie financière prévue.Le contrat prévoit le versement d'une avance, sans obligation de constituer une garantie financière pour en bénéficier.Les prestations sont réglées par des prix forfaitaires.Les prix sont révisables.Le paiement des prestations se fera dans le respect du délai global de paiement applicable à l'acheteur.Ressources propre du Département",False,True,False,CF_NIV_SUIV,['FR'],
21-124145,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124159,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124161,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124162,,,"Les candidats ne sont autorisés à présenter qu'une seule candidature et offre par lot, soit en qualité de candidat individuel, soit en qualité de membre d'un groupement, sous peine de rejet de leur candidature.Aucune forme de groupement d'opérateur économique n'est exigée après l'attribution du marché public.",False,False,,False,True,False,CF_NIV_SUIV,,
21-124163,Garantie à 1ère demande couvrant la totalité du remboursement de l'avance.Garantie à 1ère demande ou caution personnelle et solidaire pouvant être substituées à la retenue de garantie pour parfait achèvement.,Fonds propres de l'OPH sur son budget investissement,Groupement solidaire souhaité,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-124164,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124175,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124176,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124177,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124178,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124181,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124183,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-124185,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-124187,"Garantie à première demande ou caution personnelle et solidaire couvrant 100,0 % du montant de l'avance.","Prestations réglées par un prix global forfaitaire Prix révisables annuellement. Avance de 5,0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours. Modalités de financement des prestations : Fonds propres et subventions : Région Normandie, Conseil départemental de l'Eure, Caisse d'Allocations Familiales.",Aucune forme de groupement imposée à l'attributaire du marché. Interdiction de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.,False,False,Consultation comportant des conditions d'exécution à caractère environnemental détaillées dans le CCAP.,False,True,False,CF_NIV_SUIV,['FR'],
