,BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
0,20-118261,,,"Une entreprise ne peut figurer dans la composition de plus d'une candidature pour un même marché, quelle agisse en qualité de membre dun groupement, de candidat unique. En cas de groupement, la forme souhaitée par lAéroport est le groupement solidaire. Si le groupement attributaire du marché est dune forme différente, il serait contraint dassurer sa transformation pour se conformer à ce souhait sous peine délimination de son offre.",True,False,,True,False,False,CF_NIV_SUIV,"['DE', 'FR']",
1,20-128135,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
2,20-129797,,Financement sur fond propre. Paiement par virement. Délai de paiement de 30 jours. Droit à avance (cf. Article R 2191-3 du code de la commande publique).,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
3,20-130998,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
4,20-136547,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
5,20-140568,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
6,20-145550,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
7,20-148651,une garantie à première demande est demandée au titre du versement de l'avance. Aucune retenue de garantie ne sera appliquée.,"Financement sur les fonds propres de la Communauté de Communes Vitry, Champagne et Der et de la Commune de Vitry-le-François. Crédits inscrits à leur budget primitif 2021 respectif. Paiement par mandat administratif. Délai global de paiement 30 jours.",aucune forme de groupement imposée à l'attributaire du marché. Interdiction de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.,False,False,"Cette consultation comporte des considérations environnementales, dont le détail est indiqué aux pièces du marché.",False,True,False,CF_NIV_SUIV,['FR'],
8,20-153388,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
9,20-154145,,l'accord-cadre est financé sur le budget du Ministère des Armées. Une avance est accordé au titre de l'accord-cadre dans la limite des conditions stipulées aux articles idoines du code de la commande publique.,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
10,20-156199,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
11,20-156499,,"le règlement des dépenses s'effectuera par mandat administratif suivi d'un virement, selon les règles de la comptabilité publique et dans les délais réglementaires (délai global de paiement de 30 jours conformément aux dispositions de l'article R2192-10 du Code de la commande publique.). Le financement s'effectuera sur le budget départemental et sur les ressources propres du Département.","aucune forme de groupement n'est imposée par le pouvoir adjudicateur. Le pouvoir adjudicateur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements, conformément à l'article R2142-21 1° du Code de la commande publique. Le pouvoir adjudicateur interdit aux candidats de présenter leurs offres en agissant à la fois en qualité de membres de plusieurs groupements, conformément à l'article R2142-21 2° du Code de la commande publique. En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles en application de l'article R2142-24 du Code de la commande publique.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
12,20-58543,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
13,20-59896,,Budget communal,,False,False,,False,True,False,CF_NIV_SUIV,,
14,20-65624,,Autofinancement. Paiement selon les règles de la comptabilité publique.,"L'entité adjudicatrice ne souhaite imposer aucune forme de groupement à l'attributaire du marché. Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois : -En qualité de candidats individuels et de membres d'un ou plusieurs groupements, -En qualité de membres de plusieurs groupements.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
15,20-71978,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
16,20-72295,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
17,20-74155,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
18,20-89943,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
19,20-93504,,,,False,False,,False,True,False,CF_NIV_SUIV,,
20,20-96627,,"Conformément aux dispositions des articles L. 2191-1 et suivants du Code de la Commande Publique, l'exécution financière du marché s'opèrera dans les conditions suivantes :Les prestations seront financées sur les fonds propres du budget communal. Les prestations seront payées au(x) Titulaire(s) et au(x) sous-traitant(s) de premier rang éventuel(s) dans les délais fixés par les articles L. 2192-10, R. 2192-10 et suivants du Code de la Commande Publique ; à savoir par mandat administratif, après service fait, à compter de la réception de la demande de paiement (correspondant à un bon de commande) transmise par le Titulaire à l'Acheteur Public, dans un délai global de trente (30) jours.Les modalités d'application de ce dispositif sont précisées par le décret no2013-269 du 29 mars 2013 relatif à la lutte contre les retards de paiement dans les contrats de la commande publique.","Le marché sera attribué, soit à un titulaire unique, soit à un groupement d'opérateurs économiques conjoints ou solidaires.En cas de groupement, les candidatures et les offres sont présentées soit par l'ensemble des membres du groupement, soit par un mandataire qui justifie des habilitations nécessaires pour représenter les autres membres du groupement. Un même opérateur économique ne peut pas être mandataire de plus d'un groupement pour un même marché public.En vertu de l'article R. 2151-7 du Code de la Commande Publique, il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidat individuel et de membres d'un ou plusieurs groupements.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21,21-10048,,,Le marché est conclu avec un opérateur économique unique ou avec un groupement.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22,21-10071,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
23,21-10666,Aucune retenue de garantie ne sera prélevée sur les paiements. Aucune avance n'est versée au prestataire.,Budget de fonctionnement de la collectivité. Paiement par mandat administratif sous 30 jours.,,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
24,21-10836,,,"en cas de groupement conjoint, le mandataire est solidaire des autres membres du groupement pour l'exécution des passations.",False,False,,False,True,False,CF_NIV_SUIV,,
25,21-11053,,,,False,False,,False,True,True,CF_NIV_SUIV,,
26,21-12105,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
27,21-12341,,Les règlements s'effectuent par virement avec délai de paiement à 30 jours maximum conformément à l'article L2392-10 du CCP.Le financement est assuré exclusivement par les ressources budgétaires de l'Etat.La monnaie de compte est l'euro,"Les candidats doivent indiquer dans leur dossier de candidature s'ils se présentent en tant que candidat individuel ou en tant que groupement d'opérateurs économiques. En application de l'article R2342-12 du code de la commande publique, un même opérateur économique ne peut pas être mandataire de plus d'un groupement pour un même marché public.De plus, le pouvoir adjudicateur interdit aux candidats de présenter une offre en agissant à la fois :-en qualité de candidats individuels et de membres d'un ou plusieurs groupements ;-en qualité de membres de plusieurs groupements.En cas de groupement d'opérateurs économiques, celui-ci devra revêtir la forme d'un groupement d'entreprises solidaire.Pour l'exécution de l'accord-cadre, le mandataire du groupement est solidaire de chacun des membres du groupement pour ses obligations contractuelles. La constitution d'un groupement et la modification d'un groupement sont acceptées entre la remise des candidatures et la remise des offres initiales si tous les membres du groupement ont été autorisés à présenter une offre ou à y participer et le groupement nouvellement constitué doit respecter les exigences relatives aux capacités professionnelles, techniques et financières des candidats.",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
28,21-12376,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
29,21-12403,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
