BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
21-80810,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80818,,,,False,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80821,Retenue de garantie,Avance selon article L.2191-2 du Code de la Commande PubliqueModalités de paiement : mandat administratifDélais de paiement fixés par voie règlementaireModalités de financement : ressources propres,Groupement conjoint ou solidaire,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
21-80824,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80825,,Les modalités sont fixées aux articles R.2192-10 et suivants du CCP à savoir : -Règlement dématérialisé par mandat administratif suivi d'un virement bancaire. -Délai global de paiement : il ne pourra excéder 30 jours.,"Le marché sera attribué à un opérateur économique unique ou un groupement d'opérateurs économiques. L'offre, qu'elle soit présentée par une seule entreprise ou par un groupement, devra indiquer tous les sous-traitants connus lors de son dépôt. Elle devra également indiquer les prestations (et leur montant) dont la sous-traitance est envisagée, la dénomination et la qualité des sous-traitants qui l'exécuteront à la place du titulaire.En cas de groupement entre assureurs ou entre intermédiaire(s) d'assurance et assureur(s), celui-ci devra prendre la forme d'un groupement conjoint non solidaire car il n'y a pas de solidarité en matière de coassurance et que seul l'assureur porte et provisionne le risque. Pour l'attribution la transformation du groupement en groupement non solidaire pourra être imposée par l'acheteur.Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois :- En qualité de candidats individuels et de membres d'un ou plusieurs groupements ; - En qualité de membres de plusieurs groupements.",False,False,,True,False,False,CF_NIV_SUIV,,
21-80828,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80829,Aucune caution ni garantie n'est exigée pour ce marché,Virement bancaire selon les règles de la comptabilité publique,,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
21-80833,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80834,,Modalités essentielles de financement et de paiement: Financement sur le budget annuel de la Collectivité Européenne d'Alsace en ressources propres. .,Groupement conjoint ou solidaire.,False,False,,False,True,False,CF_NIV_SUIV,,
21-80835,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80838,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
21-80841,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80843,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80846,Critères de sélection tels que mentionnés dans les documents de la consultation,,Critères de sélection tels que mentionnés dans les documents de la consultation,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-80848,,Paiement par mandat administratif. Délai de paiement : 30 jours. Avance : 5% du montant initial du marché. Financement sur les fonds propre de la collectivité.,le marché sera conclu avec une entreprise unique ou un groupement d'entreprises,False,False,,False,True,True,CF_NIV_SUIV,,
21-80849,"Retenue de garantie de 3 % est exercée sur les acomptes par le comptable assignataire des paiements.Le titulaire a la possibilité, pendant toute la durée du marché, de substituer une garantie à première demande ou une caution personnelle et solidaire à la retenue de garantie.","Financement Etat : Plan de relance.Une avance sera accordée au titulaire dans les conditions réglementaires sauf indication contraire dans l'acte d'engagement.Paiement par mandat administratif (virement bancaire) suivant les règles de la comptabilité publique.Les comptes seront réglés sous formes d'acomptes et d'un solde.Délai maximum de règlement des comptes : 30 jours à compter de la date de réception de la facture.En cas de retard dans les paiements ou en cas de défaut de paiement (total ou partiel), le titulaire du marché aura droit à des intérêts moratoires dans les conditions règlementaires. Prix révisables . Prix globaux et forfaitaires.",Le marché sera conclu :-Soit avec une entreprise unique ;-Soit avec des entreprises groupées conjointes ou des entreprises groupées solidaires.Il est interdit de présenter plusieurs candidatures en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-80851,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80855,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80857,,,,False,False,,False,True,True,CF_NIV_SUIV,,
21-80861,se reporter au dossier de consultation des entreprises (DCE),voir DCE,se reporter au règlement de la consultation (RC),False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-80865,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80867,Néant,,,False,False,,True,True,False,CF_NIV_SUIV,,
21-80868,"Pas de cautionnement, ni de garantie demandés au titre des articles R2191-32 à 42 du Code de la commande publique.","Le marché est financé par ressources budgétaires propres. Les règlements seront effectués par virement bancaire dans un délai de 30 jours. La référence du ou des comptes bancaires où les paiements devront être effectués, doit être précisée dans l'acte d'engagement. Le marché est à prix global forfaitaire. Le marché est conclu à prix fermes.","Les candidats sont informés que le(s) marché(s) sera (seront) conclu(s) avec des groupements conjoints. Si les candidats retenus se sont présentés sous la forme d'un groupement solidaire, ils devront obligatoirement modifier la forme de leur groupement dans le cadre d'une mise au point avant la notification du marché. Pour l'exécution du ou des marchés, le mandataire du groupement conjoint est solidaire de chacun des membres du groupement pour ses obligations contractuelles à l'égard du pouvoir adjudicateur.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-80870,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80871,,financement sur ressources propres de la collectivité.Paiement par mandat administratif dans un délai de 30 jours à réception de la facture sous peine d'intérêts moratoires.Prix ferme la première année et révisable en cas de reconduction.,entreprise individuelle ou groupement conjoint ou solidaire; en cas de groupement conjoint le mandataire sera solidaire de tous les membres.Une même entreprise ne peut pas répondre en qualité de candidat individuel et en qualité de membre d'un groupement ni être membre de plus d'un groupement.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-80872,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21-80874,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
21-80876,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
