BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
19-187743,False,False,False,False,False,False,Collectivité territoriale
21-104970,False,False,False,False,False,False,autre collectivité à statut particulier
21-105227,True,False,False,False,False,False,
21-105835,False,False,True,False,False,False,
21-110950,False,False,True,False,False,False,
21-111880,False,False,True,False,False,False,
21-112983,False,False,True,False,False,False,
21-113614,False,False,True,False,False,False,
21-113741,False,False,False,False,True,False,
21-115158,True,False,False,False,False,False,
21-115588,False,False,True,False,False,False,
21-115829,False,False,True,False,False,False,
21-116972,False,False,False,False,True,False,
21-117265,True,False,False,False,False,False,
21-117734,False,False,False,False,False,False,Santé
21-118368,False,False,True,False,False,False,
21-121273,True,False,False,False,False,False,
21-121685,False,False,False,False,False,False,Organisme de droit privé de la MSA
21-12221,False,False,False,False,True,False,
21-123613,False,False,True,False,False,False,
21-123766,True,False,False,False,False,False,
21-123978,False,False,True,False,False,False,
21-124008,False,False,True,False,False,False,
21-124100,False,False,False,False,False,False,Etablissement public de santé
21-124654,False,False,True,False,False,False,
21-124736,True,False,False,False,False,False,
21-126331,False,False,False,False,True,False,
21-127896,False,False,False,False,False,False,Etablissement public de coopération intercommunale
21-128131,False,False,False,False,True,False,
21-128533,False,False,True,False,False,False,
21-128652,False,False,False,False,True,False,
21-129506,False,False,True,False,False,False,
21-131050,False,False,False,False,False,False,Collectivité territoriale à statut particulier
21-131928,False,False,True,False,False,False,
21-133220,False,False,True,False,False,False,
21-133244,False,False,True,False,False,False,
21-133698,True,False,False,False,False,False,
21-134133,False,False,False,False,True,False,
21-134147,False,True,False,False,False,False,
21-134207,False,False,True,False,False,False,
21-134303,False,False,False,False,True,False,
21-134534,False,False,True,False,False,False,
21-135236,False,False,True,False,False,False,
21-135756,False,False,True,False,False,False,
21-135995,False,False,False,False,False,False,Etablissement public de coopération intercommunale
21-136299,False,False,True,False,False,False,
21-136359,False,False,True,False,False,False,
21-136469,False,False,True,False,False,False,
21-136718,False,False,True,False,False,False,
21-136757,True,False,False,False,False,False,
21-136779,False,False,False,False,False,False,Collectivité territoriale
21-137517,True,False,False,False,False,False,
21-137634,True,False,False,False,False,False,
21-137643,False,False,True,False,False,False,
21-137664,False,False,True,False,False,False,
21-137721,False,False,False,False,True,False,
21-137755,False,False,True,False,False,False,
21-137921,False,False,True,False,False,False,
21-138741,False,False,False,False,False,False,"CHU de Martinique, service travaux maintenance et"
21-139120,False,False,True,False,False,False,
21-139143,False,False,False,False,False,False,Collectivté territoriale
21-139174,False,False,True,False,False,False,
21-139237,False,False,False,False,False,False,Collectivté territoriale
21-139253,False,False,False,True,False,False,
21-139421,False,False,True,False,False,False,
21-139432,False,False,True,False,False,False,
21-139807,False,False,True,False,False,False,
21-140088,False,False,False,False,True,False,
21-140230,False,False,False,False,True,False,
21-140350,False,False,True,False,False,False,
21-140367,False,False,False,False,True,False,
21-140385,False,False,False,False,False,False,Collectivité Territoriale
21-140431,False,False,False,False,True,False,
21-140437,False,False,False,False,False,False,Société d'Economie Mixte
21-140520,False,False,True,False,False,False,
21-140981,False,False,True,False,False,False,
21-141135,False,False,True,False,False,False,
21-141193,False,False,False,False,True,False,
21-141311,False,False,False,False,False,False,Collectivité territoriale à statut particulier
21-141497,False,False,True,False,False,False,
21-141518,False,False,True,False,False,False,
21-141897,False,False,True,False,False,False,
21-142128,True,False,False,False,False,False,
21-142167,True,False,False,False,False,False,
21-142170,False,False,False,False,True,False,
21-142243,False,False,False,False,True,False,
21-142311,False,False,True,False,False,False,
21-142713,False,False,False,False,True,False,
21-142753,True,False,False,False,False,False,
