,BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
0,19-158153,False,False,False,False,True,False,False,
1,20-117074,False,False,False,False,True,False,False,
2,20-67207,False,False,False,False,True,False,False,
3,20-71566,False,False,False,False,True,False,False,
4,21-101532,False,False,False,False,True,False,False,
5,21-103189,False,False,False,False,False,False,True,
6,21-104067,False,False,False,False,False,False,True,
7,21-104571,False,False,False,False,True,False,False,
8,21-104619,False,True,False,False,False,False,False,
9,21-104685,False,False,False,False,True,False,False,
10,21-105638,False,False,False,True,False,False,False,
11,21-105728,False,False,False,True,False,False,False,
12,21-105839,False,False,False,True,False,False,False,
13,21-105901,False,False,False,False,True,False,False,
14,21-107246,False,False,False,False,False,False,False,
15,21-107592,False,False,False,False,True,False,False,
16,21-107825,False,False,False,True,False,False,False,
17,21-108671,False,False,False,False,False,False,True,
18,21-108672,False,False,False,False,True,False,False,
19,21-108673,False,False,False,False,True,False,False,
20,21-108696,False,False,False,False,True,False,False,
21,21-108742,False,False,False,False,False,False,True,
22,21-108896,False,False,False,False,False,False,True,
23,21-108984,False,False,False,False,False,False,True,
24,21-109344,False,False,False,False,False,False,True,
25,21-109362,False,False,False,False,False,True,False,
26,21-109587,False,False,False,False,False,False,False,
27,21-109649,False,False,False,True,False,False,False,
28,21-110354,False,False,False,True,False,False,False,
29,21-110361,False,False,False,False,False,False,True,
30,21-110951,False,False,False,False,False,False,True,
31,21-111079,False,True,False,False,False,False,False,
32,21-111342,False,False,False,False,False,False,True,
33,21-111381,False,False,False,False,True,False,False,
34,21-111384,False,False,False,False,False,True,False,
35,21-111465,False,True,False,False,False,False,False,
36,21-111619,False,False,False,False,True,False,False,
37,21-111887,False,False,False,False,False,True,False,
38,21-112061,False,False,False,False,True,False,False,
39,21-112094,False,False,False,True,False,False,False,
40,21-112381,False,False,False,False,False,False,True,
41,21-112412,False,False,False,False,False,False,True,
42,21-112615,False,False,False,False,True,False,False,
43,21-112642,False,False,False,False,False,False,True,
44,21-112715,False,False,False,False,True,False,False,
45,21-112746,False,False,False,False,True,False,False,
46,21-112863,False,True,False,False,False,False,False,
47,21-112916,False,False,False,True,False,False,False,
48,21-112923,False,False,False,False,False,False,True,
49,21-112937,False,False,False,True,False,False,False,
50,21-112994,False,False,False,False,True,False,False,
51,21-113317,False,False,False,True,False,False,False,
52,21-113332,False,False,False,True,False,False,False,
53,21-113805,False,False,False,False,True,False,False,
54,21-113854,False,False,False,False,True,False,False,
55,21-113931,False,False,False,False,False,False,True,
56,21-114218,False,False,False,False,False,False,True,
57,21-114268,False,False,False,True,False,False,False,
