,BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
0,18-147854,,,,False,False,,False,False,True,CF_NIV_SUIV,,
1,20-31911,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
2,20-77421,,"Le présent marché est financé par l'Union européenne, la France et l'Italie. Les prix sont unitaires, fermes et actualisables.Le paiement des prestations sera effectué par virement bancaire dans le délai de 45 jours à compter de la date de réception de la facture.Identification du projet européen : TENT-T (réseaux transeuropéens): projet no 2014-EU-TM-0401-M.","Les opérateurs économiques peuvent se présenter en qualité de candidat individuel ou/et en tant que membre d'un ou plusieurs groupements.Après l'attribution du marché, la forme du groupement exigée par TELT sera la forme conjointe avec mandataire solidaire. La forme en groupement conjoint se justifie par la spécificité des diverses compétences demandées : chacun des cotraitants ne doit ainsi se trouver engagé que pour la partie du marché qu'il exécute. La solidarité du mandataire permet, quant à elle de garantir la bonne exécution de la globalité de la prestation et, en cas de défaillance d'un cotraitant de proposer à TELT les solutions pour y remédier.",False,False,,False,False,False,CF_NIV_SUIV,"['IT', 'FR']",
3,20-78226,,"Le financement est assuré exclusivement par des ressources budgétaires propres au ministère des armées.Le régime des paiements (versements d'avance, acomptes, soldes, etc.) est conforme aux dispositions des articles L 2391-2 à L 2392-10, R 2391-1 à R 2391-7, R 2391-16 à R 2391-28, R 2393-24 à R 2393-40 du code de la commande publique. Le type et la forme de prix des prestations seront précisés dans le cahier des charges.Le délai de paiement est de 30 jours maximum et mis en oeuvre conformément aux articles R 2392-10 à R 2392-12 et D 2392-11 du code de la commande publique. Le mode de règlement est le virement. Le comptable assignataire chargé des paiements est l'agent comptable des services industriels de l'armement (ACSIA) - Le Vendôme III - 11, rue du Rempart - 93196 NOISY LE GRAND cedex.","Conformément aux articles R 2342-12 à R 2342-15 du code de la commande publique, les candidats doivent indiquer dans leur dossier de candidature s'ils se présentent en tant que candidat individuel ou en tant que groupement d'opérateurs économiques.La forme du groupement n'est pas imposée. Toutefois si le candidat se présente sous la forme d'un groupement conjoint, le marché prévoira que le mandataire sera solidaire pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles à l'égard de l'acheteur, conformément aux dispositions de l'article R 2342-12 du code de la commande publique.En application de l'article R 2351-7 du code de la commande publique, il est interdit aux candidats de présenter pour le marché plusieurs offres en agissant à la fois :1°) en qualité de candidats individuels et de membres d'un ou plusieurs groupements ;2°) en qualité de membres de plusieurs groupements.La composition du groupement peut être modifiée et il est possible d'en constituer de nouveaux, entre la remise des candidatures et la remise des offres initiales si tous les membres du groupement, présenté au stade des offres initiales, ont été autorisés au stade des candidatures à présenter une offre. Le groupement nouvellement constitué doit respecter les exigences relatives aux capacités des candidats.En outre, la composition des groupements peut être modifiée conformément aux dispositions de l'article R 2342-14 du code de la commande publique.",False,False,,False,False,False,CF_NIV_SUIV,['FR'],
4,21-14950,,"Ressources propres : budget du ministère des armées.Délai de paiement sous 30 jours maximum.Mode de règlement : virement administratif.L'Ensemble des modalités de paiement est régi par le livre III, titre IX, chapitre Ier du code de laCommande publique 2019.",Les autres règles relatives au groupement sont précisées dans le règlement de la consultation.,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
5,21-21243,,"Le financement est assuré exclusivement par des ressources budgétaires propres au ministère des armées.Le régime des paiements (versements d'avance, acomptes, soldes ...) est conforme aux dispositions des articles L 2391-2 à L 2392-10, R 2391-1 à R 2391-10, R 2391-16 à R 2391-28, R 2393-24 à R 2393-40 du code de la commande publique.Le type et la forme de prix des prestations seront forfaitaires, définitifs, révisables.Le délai de paiement est de 30 jours maximum et mis en oeuvre conformément aux articles R 2392-10 à R 2392-12 et D 2392-11 du code de la commande publique. Le mode de règlement est le virement. Le comptable assignataire est :L'agent comptable des services industriels de l'armement (ACSIA)Le Vendôme III11, rue du Rempart93 196 Noisy-Le Grand CEDEX","Cf articles R 2342-12 à R 2342-15 du code de la Commande publique.Les candidats doivent indiquer dans leur candidature s'ils se présentent en tant que candidat individuel ou groupement d'opérateurs économiques.La forme du groupement n'est pas imposée. Toutefois si le candidat se présente sous la forme d'un groupement conjoint, le mandataire sera solidaire pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles à l'égard de l'acheteur.Il est interdit aux candidats de présenter pour le marché plusieurs offres en agissant à la fois :1° en qualité de candidats individuels et de membres d'un ou plusieurs groupements ;2° en qualité de membres de plusieurs groupements.La composition des groupements peut être modifiée, et il est possible d'en constituer de nouveaux entre la remise des candidatures et la remise des offres initiales si tous les membres du nouveau groupement, présenté au stade des offres, ont été autorisés au stade des candidatures à présenter une offre ou à y participer. Le groupement nouvellement constitué doit respecter les exigences relatives aux capacités des candidats.Groupement : Informations complémentaires au paragraphe VI.3.",False,False,"Conformément à l'article R 2351-14 du code de la commande publique, les documents de la consultation comporteront des exigences relatives à la sécurité des informations.",False,False,False,CF_NIV_SUIV,['FR'],
6,21-23587,,- Financement : 100% ETAT ;- une avance sera accordée au titulaire selon les conditions fixées dans le cahier des charges ;- les prix seront révisables ;- le délai global de paiement du règlement des comptes sera fixé à 30 jours ;- comptable assignataire : Drfip33,le marché sera conclu :- soit avec une entreprise unique ;- soit avec des entreprises groupées conjointes ou avec des entreprises groupées solidaires,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
7,21-242,,,,False,False,,False,True,True,CF_NIV_SUIV,,
8,21-24506,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
9,21-26276,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
