BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
21-122312,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu de la directive 2014/24/UE du parlement européen et du conseil du 26 février 2014, le présent accord-cadre de travaux, dune estimation initiale de 4 800 000euro HT est inférieur au seuil d'application de la directive susvisée. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de marché au JOUE."
21-122335,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du parlement européen et du conseil du 26 février 2014, le montant cumulé des lots définis dans le cadre de la consultation afférente à la présente opération (14 lots) est inférieur au seuil dapplication des Directives susvisées. Ce dernier nest donc pas soumis à l'obligation de publication préalable dun avis de publicité au JOUE"
21-122838,False,False,False,False,False,False,False,,False,False,,,,True,Le marché est inférieur au montant prévu pour publication au JOUE.
21-123064,False,False,False,False,False,True,False,,False,False,,,,False,DM original exclusif distribué par ma société MEDTRONIC
21-123076,False,False,False,False,False,True,False,,False,False,,,,False,DM original exclusif distribué par ma société MEDTRONIC
21-123185,False,False,False,False,False,True,False,,False,False,,,,False,"Un accord-cadre a été conclu en 2009 portant sur l'acquisition d'une solution matérielle et logicielle pour la mise en oeuvre d'une plate-forme régionale d'échange d'images et documents associés pour une durée de 4 ans. A l'issue de cette durée, un marché négocié relatif à la maintenance a été conclu pour des raisons techniques et tenant aux droits d'exclusivité du Titulaire de l'accord-cadre initial. La société Titulaire, étant la seule à assurer en exclusivité totale les prestations de maintenance et d'assistance à l'exploitation et les évolutions techniques et fonctionnelles de la plateforme, est titulaire de l'accord-cadre initial portant sur la maintenance, assistance à l'exploitation et compléments de configurations et de services à la plateforme de télé-imagerie."
21-123454,True,False,False,False,False,False,False,,False,False,,,,False,"Elle est soumise aux dispositions des articles L. 2124-3, R. 2124-3 et R. 2161-12 à R. 2161-20 du Code de la commande publique.R. 2124-3, aliéna 6° Lorsque, dans le cadre d'un appel d'offres, seules des offres irrégulières ou inacceptables, au sens des articles L. 2152-2 et L. 2152-3, ont été présentées pour autant que les conditions initiales du marché ne soient pas substantiellement modifiées. Le pouvoir adjudicateur n'est pas tenu de publier un avis de marché s'il ne fait participer à la procédure que le ou les soumissionnaires qui ont présenté des offres conformes aux exigences relatives aux délais et modalités formelles de l'appel d'offres"
21-123497,False,False,False,False,False,False,False,,False,False,,,,True,"En vertu des directives 2014/24/UE du Parlement européen et du Conseil du 26 février 2014, le montant estimé du présent marché de travaux est inférieur au seuil d'application des directives susvisées. Ce dernier n'est donc pas soumis à l'obligation de publication préalable d'un avis de publicité au JOUE"
21-123661,False,False,False,False,False,False,False,,False,False,,,,True,Montant du marché inférieur aux seuils de publication au Joue
21-123814,False,False,False,False,False,True,False,,False,False,,,,False,"Il s'agit d'un marché de fournitures, conclu sous forme de marché négocié sans mise en concurrence conformément aux dispositions de l'article R2122-3 3° du code de la commande publique : ""« L'acheteur peut passer un marché sans publicité ni mise en concurrence préalables lorsque les travaux, fournitures ou services ne peuvent être fournis que par un opérateur économique déterminé, pour l'une des raisons suivantes :(...)3° L'existence de droits d'exclusivité, notamment de droits de propriété intellectuelle.Le recours à un opérateur déterminé dans les cas mentionnés aux 2° et 3° n'est justifié que lorsqu'il n'existe aucune solution de remplacement raisonnable et que l'absence de concurrence ne résulte pas d'une restriction artificielle des caractéristiques du marché. ""En l'espèce le titulaire atteste disposer de l'intégralité et de l'exclusivité des droits de propriété intellectuelle sur les équipements entrant dans le périmètre du marché."
21-123864,False,False,False,False,False,True,False,,False,False,,,,False,"Il s'agit d'un marché de fournitures, conclu sous forme de marché négocié sans mise en concurrence conformément aux dispositions de l'article R2122-3 3° du code de la commande publique : ""« L'acheteur peut passer un marché sans publicité ni mise en concurrence préalables lorsque les travaux, fournitures ou services ne peuvent être fournis que par un opérateur économique déterminé, pour l'une des raisons suivantes :(...)3° L'existence de droits d'exclusivité, notamment de droits de propriété intellectuelle.Le recours à un opérateur déterminé dans les cas mentionnés aux 2° et 3° n'est justifié que lorsqu'il n'existe aucune solution de remplacement raisonnable et que l'absence de concurrence ne résulte pas d'une restriction artificielle des caractéristiques du marché. ""En l'espèce le titulaire atteste être le fournisseur exclusif, des équipements entrant dans le périmètre du marché."
