BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
21-20430,False,False,False,False,False,False,Santé
21-20431,True,False,False,False,False,False,
21-20432,False,False,False,False,True,False,
21-20435,True,False,False,False,False,False,
21-20436,False,False,True,False,False,False,
21-20441,False,False,True,False,False,False,
21-20442,False,False,True,False,False,False,
21-20443,False,False,True,False,False,False,
21-20444,False,False,False,False,False,False,Commune
21-20451,False,False,True,False,False,False,
21-20452,False,False,True,False,False,False,
21-20456,False,False,True,False,False,False,
21-20457,True,False,False,False,False,False,
21-20459,False,False,False,False,True,False,
21-20461,False,False,True,False,False,False,
21-20462,False,False,True,False,False,False,
21-20463,False,False,False,False,False,False,CPAM
21-20470,False,False,False,False,True,False,
21-20472,False,False,False,False,True,False,
21-20475,False,False,True,False,False,False,
21-20477,False,False,False,False,False,False,EHPAD
21-20478,False,False,False,False,True,False,
21-20480,False,False,False,False,False,False,Etablissement Public Foncier Local au sens de l'article L324-1 du Code de l'Urbanisme
21-20481,False,False,False,False,False,False,Etablissement public de santé
21-20482,False,False,False,False,False,False,Ordre professionnel
21-20484,False,False,False,False,False,False,Etablissement public de santé
21-20487,False,False,True,False,False,False,
21-20489,False,False,False,False,True,False,
21-20493,False,False,True,False,False,False,
21-20495,False,False,False,False,True,False,
21-20496,True,False,False,False,False,False,
21-20497,True,False,False,False,False,False,
21-20498,False,False,False,False,False,False,"Organisme de droit privé chargé d'une mission d'ordre public, sans but lucratif et soumis à la tutelle administrative"
21-20499,False,False,True,False,False,False,
21-20503,False,False,False,False,True,False,
21-20510,False,False,False,False,True,False,
21-20514,True,False,False,False,False,False,
21-20515,True,False,False,False,False,False,
21-20522,False,True,False,False,False,False,
21-20523,False,False,False,False,False,False,Société civile
21-20532,False,False,True,False,False,False,
21-20533,False,False,True,False,False,False,
21-20536,False,False,True,False,False,False,
21-20538,False,False,False,False,True,False,
21-20539,False,False,False,False,True,False,
21-20546,False,False,True,False,False,False,
21-20547,False,False,False,False,False,False,API
21-20550,False,False,True,False,False,False,
21-20552,True,False,False,False,False,False,
21-20554,False,False,False,False,False,False,Etablissement public de santé
21-20556,False,False,False,False,False,False,Association Syndicale Autorisée
21-20558,False,False,False,False,False,False,EPCI
21-20559,False,False,True,False,False,False,
21-20560,False,False,False,False,True,False,
21-20562,False,False,False,False,False,False,Santé
21-20563,False,False,False,False,False,False,GIP FRANCE 2023
21-20566,False,False,False,False,True,False,
21-20567,False,False,True,False,False,False,
21-20568,False,False,True,False,False,False,
21-20569,False,False,False,False,True,False,
21-20571,False,True,False,False,False,False,
21-20572,False,False,False,False,False,False,Chambre parlementaire
21-20573,False,True,False,False,False,False,
21-20574,False,False,False,False,True,False,
21-20576,False,False,False,False,True,False,
21-20580,False,False,False,False,True,False,
21-20581,False,False,False,False,False,False,Organisme de droit privé soumis à l'arrêté du 19 juillet 2018 concernant les marchés passés par les organismes de sécurité sociale
21-20583,False,False,False,False,False,False,Société Publique Locale
21-20585,True,False,False,False,False,False,
21-20586,False,False,True,False,False,False,
21-20587,False,False,False,False,False,False,EPCI
21-20588,False,False,False,False,True,False,
21-20589,False,False,True,False,False,False,
21-20592,False,True,False,False,False,False,
21-20593,False,False,True,False,False,False,
21-20594,False,False,False,False,False,False,Etablissement public local
21-20595,False,False,False,False,False,False,Groupement Coopération Sanitaire
21-20596,False,False,False,False,True,False,
21-20600,False,False,True,False,False,False,
21-20603,False,False,False,False,True,False,
21-20605,False,False,False,False,True,False,
21-20610,False,False,False,False,False,False,autre
21-20621,False,False,True,False,False,False,
21-20626,False,False,False,True,False,False,
21-20628,False,False,False,False,False,False,Protection sociale
21-20629,False,False,True,False,False,False,
21-20631,False,False,False,False,False,False,Autre
21-20632,False,False,True,False,False,False,
21-20635,False,False,False,False,False,False,Autre
21-20636,False,False,False,False,True,False,
21-20645,False,False,True,False,False,False,
21-20649,False,False,False,False,True,False,
21-20652,False,False,True,False,False,False,
21-20654,False,False,True,False,False,False,
21-20658,False,False,True,False,False,False,
21-20662,False,False,True,False,False,False,
21-20665,False,False,False,False,False,False,SYNDICAT DE RESTAURATION
21-20667,False,False,True,False,False,False,
21-20678,False,False,False,False,False,False,SPL ( Société Public Locale)
21-20681,False,False,False,False,True,False,
21-20682,False,False,True,False,False,False,
21-20691,False,False,False,False,False,False,Etablissement public de santé
