,BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
0,19-158153,Sans objet.,Les règles de la comptabilité publique s'appliquent. Le délai global de paiement est de 30 jours à compte de la date de réception de la facture ou de la demande de paiement équivalente.,"Les opérateurs économiques groupés devront, au stade de l'attribution, adopter la forme juridique d'un groupement conjoint avec mandataire.",False,False,,True,True,False,CF_NIV_SUIV,,
1,20-10783,,,"Une entreprise ne peut figurer dans la composition de plus d'une candidature pour un même marché, quelle agisse en qualité de membre dun groupement, ou de candidat unique. En cas de groupement, la forme souhaitée par lAéroport est le groupement solidaire. Si le groupement attributaire du marché est dune forme différente, il serait contraint dassurer sa transformation pour se conformer à ce souhait sous peine délimination de son offre.",True,False,,True,False,False,CF_NIV_SUIV,"['DE', 'FR']",
2,20-134165,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
3,20-147530,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
4,20-67207,,"Les sommes dues au(x) titulaire(s) et au(x) sous-traitant(s) de premier rang éventuel(s) du marché, seront payées dans un délai global de 30 jours à compter de la date de réception des factures ou des demandes de paiement équivalentes.Les travaux seront financés selon les modalités suivantes : fonds propres, emprunt de la collectivité et subventions de l'Etat et du Conseil Départemental d'Eure et Loir (politique Bourgs-Centres).","Le marché peut être conclu avec un groupement d'opérateurs économiques, tel que défini dans les articles R.2142-19 à R.2142-27 du Code de la commande publique. Aucune forme de groupement n'est imposée par le pouvoir adjudicateur. En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles en application de l'article R. 2142-24 du code de la Commande publique. Les candidats n'ont pas la possibilité de présenter pour le même lot plusieurs offres en agissant à la fois en qualité de candidats individuels ou de membres d'un ou plusieurs groupements.L'acheteur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.",False,False,,False,True,False,CF_NIV_SUIV,,
5,20-71566,,"Les sommes dues au(x) titulaire(s) et au(x) sous traitant(s) de premier rang éventuel(s) du marché, seront payées dans un délai global de 30 jours à compter de la date de réception des factures ou des demandes de paiement équivalentes. Les prestations seront financées selon les modalités suivantes : autofinancement et subventions du département d'Eure et Loir.","Le marché peut être conclu avec un groupement d'opérateurs économiques, tel que défini dans les articles R.2142-19 à R2142-27 du Code de la commande publique. Aucune forme de groupement n'est imposée par le pouvoir adjudicateur. En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles en application de l'article R. 2142-24 du code de la Commande publique. Les candidats n'ont pas la possibilité de présenter pour le même lot plusieurs offres en agissant à la fois en qualité de candidats individuels ou de membres d'un ou plusieurs groupements.",False,False,,False,True,True,CF_NIV_SUIV,,
6,21-100062,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
7,21-100534,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
8,21-101818,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
9,21-101917,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
10,21-101943,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
11,21-102231,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
12,21-102242,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
13,21-102390,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
14,21-102481,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
15,21-102916,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
16,21-103189,"retenue de garantie : chaque paiement fera l'objet d'une retenue de garantie au taux de 5,00 % .La retenue de garantie peut être remplacée, au gré du titulaire, par une garantie à première demande ou par une caution personnelle et solidaire.Avance : Sauf renoncement du titulaire porté à l'acte d'engagement, une avance est prévue dans les cas et selon les modalités stipulées au CCAP. Son montant n'est ni révisable, ni actualisable. L'avance ne pourra être versée qu'après constitution de la garantie à première demande à hauteur du montant de l'avance prévue à l'article R2191-7 du Code de la commande publique. Cette garantie à première demande pourra être remplacée par une caution personnelle et solidaire.",le règlement des dépenses se fera par virement bancaire à 30 jours.,"aucune forme de groupement n'est imposée par le pouvoir adjudicateur, lors de la consultation.Conformément aux articles R2142-21 1° et R2142-21 2° du Code de la commande publique, le pouvoir adjudicateur interdit aux candidats de présenter leurs offres en agissant :1/ à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ;2/ à la fois en qualité de membres de plusieurs groupements.En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles en application de l'article R2142-24 du Code de la commande publique. Cette forme est imposée pour assurer la sécurité financière du marché.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
17,21-103609,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
18,21-103907,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
19,21-104067,,"la consultation est traitée sur la base d'un prix global et forfaitaire et de prix unitaires, révisables (article 10-2 du contrat valant acte d'engagement et Ccap) Le paiement sera effectué par virement bancaire dans un délai maximum de 30 jours sur le budget du Syndicat Mixte. Avance de 15% prévue à l'article 11 du contrat valant acte d'engagement et Ccap","l'offre, qu'elle soit présentée par une seule entreprise ou par un groupement, devra indiquer tous les sous-traitants connus lors de son dépôt. Elle devra également indiquer les prestations (et leur montant) dont la sous-traitance est envisagée, la dénomination et la qualité des sous-traitants qui l'exécuteront à la place du titulaire. Aucune forme de groupement n'est imposée par le pouvoir adjudicateur. Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois :-En qualité de candidats individuels et de membres d'un ou plusieurs groupements ;-En qualité de membres de plusieurs groupements.Les candidats retenus pour cette consultation se présentent sous la forme d'une équipe pluridisciplinaire dotée des compétences suivantes nécessaires à la réalisation des études :- un architecte/urbaniste - un paysagiste- un économiste - un bureau d'études techniques compétent dans le domaine de la VRD",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
20,21-104157,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
21,21-104619,,"une avance de 10 % est accordée au titulaire sauf indicationcontraire dans l'acte d'engagement. Elle n'est due que sur la base du montant du marché diminué du montant des prestations confiées à des sous-traitants etdonnant lieu à paiement direct.Son montant est fixé, sous réserve des dispositions des articles L.2191-2 et L.2191-3 et R.2191-3 à R.2191-12 du CCP, à un pourcentage du montant initial (T.T.C.)du marché si sa durée, exprimée en mois, est inférieure ou égale à 12 mois ou, si celle-ci est supérieure à 12 mois, à ce même pourcentage de 12 fois cemontant (T.T.C.) divisé par cette durée. Si le titulaire du marché ou son sous-traitant admis au paiement direct est une PME (petite et moyenne entreprise), le taux de l'avance est porté à 20 %.Les prix sont révisables par application d'une formule représentative de l'évolution du coût des prestations et suivant les modalités fixées aux articles 3-3.3 et 3-3.4du ccap.Le délai global de paiement est fixé à 30 jours.",- Entreprise unique- groupement solidaire- groupement conjoint avec mandataire solidaire.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
22,21-104645,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
23,21-104685,,Financement par fonds propres de la commune. Le paiement sera effectué par le Trésorier de Meudon dans un délai réglementaire de 30 jours après la date de réception de la facture en mairie.,,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
24,21-104702,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
25,21-104760,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
26,21-105638,,modalités de règlement des comptes : selon les modalités définies au contrat. Le délai global de paiement est de 30 jours. Modalités de financement : les prestations seront financées sur les fonds propres du Département. Le mode de règlement par l'administration est le mandat administratif.,le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
27,21-105728,,modalités de règlement des comptes : selon les modalités définies au contrat. Le délai global de paiement est de 30 jours. Modalités de financement : les prestations seront financées sur les fonds propres du Département. Le mode de règlement par l'administration est le mandat administratif.,le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
28,21-105839,Néant,Financement en investissement sur le budget annexe Biodiversité et Paysages du Département.Les sommes dues au(x) titulaire(s) et au(x) sous-traitant(s) de premier rang éventuel(s) du marché seront payées dans un délai global de 30 jours à compter de la date de réception des factures ou des demandes de paiement équivalentes.,Le pouvoir adjudicateur n'impose aucune forme de groupement à l'attributaire du marché.Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.,False,False,,False,True,True,CF_NIV_SUIV,,
29,21-105901,Aucune clause de garanties financières prévue.,prestations réglées par des prix unitaires. Prix fermes. Aucune avance prévue.Délai global de paiement des prestations de 30 jours.Modalités de financement des prestations: Des ressources de la ville.,aucune forme de groupement imposée à l'attributaire de l'accord-cadre. Conformément aux articles R.2151-7 et R.2142-21 du Code de la Commande Publique il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements,False,False,,False,True,True,CF_NIV_SUIV,,
30,21-106024,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
31,21-106175,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
