BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
21-100771,False,False,False,True,False,False,False,,False,False,,,,False,"Procédure négociée, passée sans mise en concurrence au motif que lopérateur économique dispose de lexclusivité de gestion des centres livreurs usine du groupe Renault."
21-102437,False,False,False,False,True,False,False,,False,False,,,,False,"Le Parc des Expositions de Bordeaux est le seul lieu de la métropole bordelaise pouvant satisfaire le besoin de l'Université de Bordeaux pour l'organisation et l'accueil de la Robocup avec notamment :- Un espace d'exposition modulable (hall 1 de 50 400 m2, Palais 2 de l'Atlantique de 7 140 m2 et disposant de 12 salles de réunion de 100 à 400 personnes),- Un dispositif de sécurité constitué d'une sonorisation générale fractionnable, d'une protection incendie par extinction automatique en plafond, etc.- Des moyens techniques suffisants pour le bon déroulement de la compétition (infrastructure réseau, wifi public haut débit),- D'un espace extérieur exploitable de 120 000 m2 (terre-pleins et pelouse)"
21-108403,False,False,False,False,False,False,False,,False,False,,,,True,"Les évènements hydrométéorologiques qui impactent et marquent le territoire métropolitain depuis ces dernières années , impliquent une réactivité certaine des services municipaux et métropolitains mais aussi un accompagnement et une assistance pour la gestion en temps réel de la crise. Compte tenu du caractère sensible des prestations au regard de la sécurité des personnes, la prestation ne peut être confiée quà un opérateur économique déterminé qui, pour des raisons techniques et organisationnelles présentées ci-dessous, garantit la mise en uvre et la coordination des actions à mener par les différents responsables de la gestion de la crise que sont, notamment, les maires des 31 communes membres, les services de Montpellier Méditerranée Métropole et le SIDPC de la Préfecture.Loutil et les services apportés par lentreprise sont également utilisés par la préfecture et lutilisation de ce même outil garantit un fonctionnement optimal de la gestion de crise entre les acteurs. Seul le prestataire à travers des moyens spécifiquement adapté et sécurisés et une expérience reconnue de plus de 10 ans dans ce domaine peut rendre un service abouti et complet permettant de répondre aux besoins du maître douvrage.Le service dassistance en temps réel 24h/24h et 7j/7j est personnalisé pour chaque commune en lien avec leur dispositif de gestion de crise, de la phase de la vigilance, de déclenchement dactions de sauvegarde, jusquà la sortie de la crise. Les échanges téléphoniques sont privilégiés dans lassistance aux communes et aux services métropolitains.Lentreprise anime loutil métropolitain Ville en Alerte par la transformation de la prévision de pluie de leur plateforme web en carte de risque prédictive des enjeux touchés par les inondation/ruissellement/submersion marine. De fait, elle alimente en temps réel la plateforme VEA par la mise à disposition de la lame deau calibrée, des informations relatives aux risques en cours et des scénarios dévaluation de ces risques.Pour ces raisons techniques et organisationnelles, seule lentreprise Prédict Services peut apporter un fonctionnement optimal de la gestion de crise entre 3M, ses 31 communes membres et la préfecture."
21-110075,False,False,False,False,False,False,False,,True,False,,,,False,"Dans le cadre dun projet portant sur lanalyse qualitative de loffre de fruits et légumes proposée aux consommateurs français, le CTIFL a lancé en 2018 un appel d'offres pour la conclusion d'un accord-cadre portant sur des prestations de services incluant des relevés de données en points de vente. Cette procédure d'appel d'offres a été menée dans le respect des modes de mise en concurrence et de publicité applicables pour les marchés dun montant égal ou supérieur aux seuils européens, conformément à la directive 2014/24/UE. Le candidat qui a été retenu à lissue de cette consultation est la société OPTI-MIX ETUDES, agence spécialisée dans la collecte et lanalyse de données en points de vente. Ce marché initial a été notifié le 8 novembre 2018 au titulaire. La possibilité de recourir à une procédure sans publicité ni mise en concurrence préalables pour la réalisation de prestations similaires a été prévue explicitement dans le règlement de consultation et le CCAP, comme le prévoient l'article 32 de la directive et l'article R. 2122-7 du Code de la commande publique français. Le CTIFL ayant besoin de répéter des prestations similaires répondant au projet de base du marché initial, à savoir la réalisation de relevés supplémentaires de données auprès de points de vente en sappuyant sur les mêmes formulaire et échantillonnage élaborés lors de la première phase du projet, il a été décidé de recourir à une telle option. Un nouveau contrat-cadre a ainsi été conclu le 2 août 2021 entre le CTIFL et la société OPTI-MIX ETUDES. "
21-110757,False,False,False,False,False,True,False,,False,False,,,,False,"Les fournitures objet de laccord-cadre sont exclusivement distribuées par la société TERRANG MP-SEC sur le territoire français. Cest pourquoi, le marché est passé par une procédure sans publicité ni mise en concurrence préalables, en application de larticle R.2122-3 al 3 du code de la commande publique. "
21-110923,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive 
21-116691,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
21-116885,False,False,False,False,False,True,False,,False,False,,,,False,"La procédure utilisée a été procédure sans publicité ni mise en concurrence préalables, conformément à l'article R 2122-3-3°) du code de la commande publique compte tenu des droits d'exclusivité du prestataire."
21-117001,False,False,False,False,False,True,False,,False,False,,,,False,"La procédure utilisée a été procédure sans publicité ni mise en concurrence préalables, conformément à l'article R 2122-3-3°) du code de la commande publique compte tenu des droits d'exclusivité du prestataire."
21-117246,False,False,False,False,False,True,False,,False,False,,,,False,"L'accord-cadre concerne des prestations portant sur un logiciel dont les droits d'exploitation sont la propriété exclusive de la société Avencall.De ce fait, le recours à la procédure sans publicité et mise en concurrence est justifié"
21-117387,True,False,False,False,False,False,False,,False,False,,,,False,"La passation du présent marché a été fait en procédure avec négociation dans le cadre du 6° de l'article R. 2124-3 : ' Lorsque, dans le cadre d'un appel d'offres, seules des offres irrégulières ou inacceptables, au sens des articles L. 2152-2 et L. 2152-3, ont été présentées pour autant que les conditions initiales du marché ne soient pas substantiellement modifiées. Le pouvoir adjudicateur n'est pas tenu de publier un avis de marché s'il ne fait participer à la procédure que le ou les soumissionnaires qui ont présenté des offres conformes aux exigences relatives aux délais et modalités formelles de l'appel d'offres.'"
21-117388,False,False,False,False,False,True,False,,False,False,,,,False,Ce marché est instruit conformément à la procédure de marché négocié en application de l'article R2122-3 du Code de la Commande Publique.
21-117390,False,False,False,False,False,False,False,,True,False,,,,False,Le contrat a été attribué sans publication préalable car il s'agit d'un marché de prestations similaires passé en procédure négociée dans le respect du cadre de l'article R2122-7.
21-117627,True,False,False,False,False,False,False,,False,False,,,,False,"Cette procédure a été choisie suite à l'appel d'offres infructueux publié le 11 septembre 2019 et dont la DLRO avait été fixée au 5 décembre 2019, puis repoussée au 30 janvier 2020."
21-118066,False,False,False,True,False,False,False,,False,False,,,,False,- L'EFS répond aux prescriptions médicales émanant des praticiens des établissements de santé avec lesquels l'EFS a conclu des marché ou contrat. Ces prescriptions portent exclusivement sur les greffons osseux viroinactivé par le procédé Ostéopure ;- Le sourcing achats ne fait pas apparaître de fournisseur alternatif à la société Ost Développement sur le procédé de viro-inactivation Ostéopure.
21-118255,False,False,False,True,False,False,False,,False,False,,,,False,"Le nouveau Parc de Stationnement constituera une partie minoritaire et indissociable de l'immeuble à construire devant être réalisé, qui comprend également des bureaux, un hôtel, une auberge de jeunesse, des commerces, une station-service et un espace circulable privé. Il ne peut donc être réalisé par un autre opérateur économique que celui en charge des travaux de réalisation de la partie principale de l'immeuble à construire. De plus, aucun autre projet propre à la Ville de Paris concernant cette activité n'est envisagé à court terme dans le secteur. La présente opération est donc la seule qui permet de recréer le parc de stationnement souhaité et aucune solution de remplacement raisonnable ne peut être mise en oeuvre."
21-118268,False,False,False,False,False,True,False,,False,False,,,,False,La société OPEX CORPORATION a l'exclusivité sur les prestations objet de l'accord cadre.
21-118811,False,False,False,False,False,False,False,,False,False,,,,True,La procédure de passation est : le marché sans publicité ni mise en concurrence
