,BOAMP_AVIS_NUM,G_04_01_Indexation_Datepublication,G_04_02_Indexation_Datelimitereponse,G_04_03_Indexation_Datefindiffusion,G_04_04_Indexation_Classes,G_04_04_01_Indexation_Classes_Classe,G_04_04_01_01_Indexation_Classes_Classe_Code,G_04_04_01_02_Indexation_Classes_Classe_Libelle,G_04_05_Indexation_Descripteurs,G_04_05_01_Indexation_Descripteurs_Descripteur,G_04_05_01_01_Indexation_Descripteurs_Descripteur_Code,G_04_05_01_02_Indexation_Descripteurs_Descripteur_Libelle,G_04_06_Indexation_Criteressociauxenv,G_04_06_01_Indexation_Criteressociauxenv_Sociaux,G_04_06_02_Indexation_Criteressociauxenv_Environnementaux,G_04_07_Indexation_Deppublication,G_04_08_Indexation_Depprestation,G_04_09_Indexation_Resumeobjet
0,11-116542,2021-01-18 00:00:00,2021-02-08 12:00:00,2021-02-08 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,59,"Chauffage (exploitation, entretien)",CF_NIV_SUIV,False,False,60,,"entretien des chaufferies, radians, aérothermes et adoucisseurs d'eau des bâtiments communaux"
1,21-37182,2021-03-21 00:00:00,,2021-05-18 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,34,Benne,CF_NIV_SUIV,False,False,13,,Fourniture de bennes de collecte de déchets d'une catégorie de 12 m3 pour la Métropole Aix Marseille Provence
2,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,33,Bâtiment,CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
3,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,57,Charpente,CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
4,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,62,Climatisation,CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
5,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,63,"Cloison, faux plafond",CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
6,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,105,Electricité (travaux),CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
7,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,222,Menuiserie,CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
8,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,223,Métallerie,CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
9,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,231,Mobilier urbain,CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
10,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,264,Peinture (travaux),CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
11,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,267,Plancher technique,CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
12,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,270,Plomberie (travaux),CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
13,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,319,Sanitaire,CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
14,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,332,Sécurité incendie,CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
15,19-140862,2021-01-20 00:00:00,,2021-12-31 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,341,Terrassement,CF_NIV_SUIV,False,False,974,,construction d'une gare routière sur la commune du tampon - modification de marché
16,19-141762,2021-01-14 00:00:00,,2021-02-12 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,63,"Cloison, faux plafond",CF_NIV_SUIV,False,False,49,,"Fourniture de matériaux de bâtiment et de travaux publics - lots 1, 7 et 12"
17,19-141762,2021-01-14 00:00:00,,2021-02-12 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,199,Matériaux routiers,CF_NIV_SUIV,False,False,49,,"Fourniture de matériaux de bâtiment et de travaux publics - lots 1, 7 et 12"
18,19-141762,2021-01-14 00:00:00,,2021-02-12 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,363,Vitrerie,CF_NIV_SUIV,False,False,49,,"Fourniture de matériaux de bâtiment et de travaux publics - lots 1, 7 et 12"
19,19-170952,2021-01-08 00:00:00,,2021-02-17 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,289,Plage,CF_NIV_SUIV,False,True,6,,délégation de service public concernant l'exploitation de deux lots de plage et de restaurant des plages d'eze
20,19-170952,2021-01-08 00:00:00,,2021-02-17 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,289,Plage,CF_NIV_SUIV,False,True,83,,délégation de service public concernant l'exploitation de deux lots de plage et de restaurant des plages d'eze
21,19-170952,2021-01-08 00:00:00,,2021-02-17 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,406,Délégation de service public,CF_NIV_SUIV,False,True,6,,délégation de service public concernant l'exploitation de deux lots de plage et de restaurant des plages d'eze
22,19-170952,2021-01-08 00:00:00,,2021-02-17 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,406,Délégation de service public,CF_NIV_SUIV,False,True,83,,délégation de service public concernant l'exploitation de deux lots de plage et de restaurant des plages d'eze
23,19-174419,2021-01-11 00:00:00,2021-02-10 12:00:00,2021-02-10 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,92,,conseil et accompagnement pour l'élaboration et la mise en oeuvre de la raison d'être de paris la défense
24,19-180078,2021-01-24 00:00:00,,2021-02-23 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,116,Espaces verts,CF_NIV_SUIV,False,False,17,,entretien des espaces verts des nouveaux lotissements sur la commune de vauxdés-sur-mer
25,19-184028,2021-01-24 00:00:00,,2021-03-31 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,974,,Missions de CSPS de niveau 2 pour des opérations de 2ième catégorie dans le cadre du programme de rénovation thermique des lycées de la région réunion
26,19-188040,2021-01-14 00:00:00,,2021-02-14 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,17,Ascenseur,CF_NIV_SUIV,False,True,59,,Construction du bâtiment 'la passerelle'
27,19-188040,2021-01-14 00:00:00,,2021-02-14 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,57,Charpente,CF_NIV_SUIV,False,True,59,,Construction du bâtiment 'la passerelle'
28,19-188040,2021-01-14 00:00:00,,2021-02-14 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,63,"Cloison, faux plafond",CF_NIV_SUIV,False,True,59,,Construction du bâtiment 'la passerelle'
29,19-188040,2021-01-14 00:00:00,,2021-02-14 00:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,74,Couverture,CF_NIV_SUIV,False,True,59,,Construction du bâtiment 'la passerelle'
