,BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
0,17-68534,,"Les sommes dues au(x) titulaire(s) seront payées par mandat administratif dans un délai global de 30 jours à compter de la date de réception des demandes de paiement.Les travaux seront financés selon les modalités suivantes : fonds propres, emprunt de la collectivité et subventions de l'Etat et du Conseil Départemental d'Eure et Loir (politique Bourgs-Centres).","Le marché peut être conclu avec un groupement d'opérateurs économiques, tel que défini dans les articles R.2142-19 à R.2142-27 du Code de la commande publique. Aucune forme de groupement n'est imposée par le pouvoir adjudicateur. En cas d'attribution du marché à un groupement conjoint, le mandataire du groupement sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles en application de l'article R. 2142-24 du code de la Commande publique.Les candidats n'ont pas la possibilité de présenter pour le même lot plusieurs offres en agissant à la fois en qualité de candidats individuels ou de membres d'un ou plusieurs groupements.L'Acheteur ne souhaite imposer aucune forme de groupement à l'attributaire du marché.",False,False,,False,True,True,CF_NIV_SUIV,,
1,20-135373,,,,False,False,,False,True,True,CF_NIV_SUIV,,
2,20-138941,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
3,20-142060,,Prestations réglées par un prix global forfaitaire. Prix révisables. Délai global de paiement des prestations de 50 jours. Modalités de financement des prestations : Financement sur fonds propres et subventions d'organismes et collectivités territoriales selon les règles de la comptabilité publique.,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
4,20-149403,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
5,20-45076,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
6,20-69403,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
7,21-100026,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
8,21-100111,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
9,21-101957,"Une retenue de garantie de 5 % sera opérée sur chaque acompte. Néanmoins elle pourra être remplacée par une garantie à première demande ou par une caution personnelle et solidaire.Une avance de 5 % pourra être versée au titulaire, sauf indication contraire dans l'acte d'engagement, à la condition qu'il constitue une garantie à première demande ou une caution personnelle et solidaire.","Le délai global de paiement des prestations est fixé à 30 jours.Paiement sur ressources propres, emprunts et subventions.",,False,False,,False,False,False,CF_NIV_SUIV,['FR'],
10,21-102932,,Les prestations seront financées sur fonds propres du budget du maître d'ouvrage. Les paiements seront effectués par virement dans un délai global de 45 jours.,"groupement solidaire ou groupement conjoint, dont la transformation en groupement solidaire sera exigée au stade de l'attribution du marché.",False,False,,False,True,True,CF_NIV_SUIV,,
11,21-103827,Une avance peut être versée au titulaire dans les conditions prévues aux articles R.2191-3 à R.2191-12 du Code de la Commande PubliqueUne retenue de garantie sera pratiquée sur les paiements conformément aux articles R.2191-32 à R.2191.35 du Code de la Commande Publique,Budget fonctionnement de la collectivitéPaiement par mandat administratif sous 30 jours,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
12,21-104755,,Financement par la Caisse des écoles. Paiement dans un délai de 30 jours après réception de la facture par le Trésorier de Meudon.,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
13,21-106262,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
14,21-108164,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
15,21-108323,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
16,21-109850,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
17,21-110100,"Aucune clause de garantie financière ne sera appliquée. garantie à première demande à concurrence de 100,0 % du montant de l'avance. La caution personnelle et solidaire n'est pas autorisée.","Les prestations seront rémunérées par application aux quantités réellement exécutées des prix unitaires fixés dans le bordereau des prix, auquel seront appliqués des rabais. Avance de 5,0 % accordée dans les conditions prévues au contrat. Délai global de paiement des prestations de 30 jours dans les conditions prévues au contrat. Modalités de financement des prestations : des ressources propres de la ville.",Forme juridique que devra revêtir le groupement d'opérateurs économiques attributaire du marché : aucune forme de groupement imposée à l'attributaire du marché. : Conformément aux articles R.2142-21 et R.2151-7 du Code de la commande publique interdiction de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
18,21-110204,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
19,21-110576,,"Ministère de la Transition Ecologique, chargé des TransportsDirection Générale de l'Aviation CivileDirection des Services de la Navigation AérienneBudget Annexe du Contrôle et de l'Exploitation AériensProgramme P 612Le paiement s'effectuera par mandat administratif. Le délai global de paiement est fixé à trente (30) jours à compter de la date de réception de la facture à l'Agence comptable secondaire (Décret 2008-407 du 28/04/2008, décret 2002-232 du 21 février 2002 modifié). Le taux de l'intérêt moratoire applicable en cas de dépassement du délai de paiement est égal au taux de l'intérêt de la principale facilité de refinancement appliqué par la BCE à laquelle les intérêts moratoires ont commencé à courir, majoré de huit points (Décret 2013-269 du 29 mars 2013). Une indemnité de 40 euro pour frais de recouvrement, due dès le 1er jour de retard, s'ajoute systématiquement aux pénalités de retard.Le comptable assignataire est Madame l'agent comptable du BACEA en région Sud/Est.",Groupement solidaire,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
20,21-111145,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
21,21-111315,,- ressources propres de l'acheteur- paiement par virement administratif selon les règles de la comptabilité française dans un délai maximum de 30 jours dans les conditions du décret 2013-269 du 29 mars 2013 modifié- prix révisables- avances dans les conditions du code de la commande publique.- acomptes dans les conditions du code de la commande publique.,Forme libre,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
