,BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
2807,21-49507,False,False,True,False,False,False,
2808,19-107557,False,False,False,False,False,False,Palais consulaire
2809,21-49512,False,False,True,False,False,False,
2810,21-49518,False,False,True,False,False,False,
2811,21-49526,True,False,False,False,False,False,
2812,21-49534,False,False,False,False,False,False,collectivité territoriale
2813,21-49535,False,False,True,False,False,False,
2814,21-49536,False,False,False,False,False,False,Etablissement public administratif
2815,21-49539,False,False,True,False,False,False,
2816,21-49541,False,False,False,False,True,False,
2817,21-49544,True,False,False,False,False,False,
2818,21-49546,False,False,False,False,False,False,Aménagement du territoire
2819,21-49547,False,False,False,False,True,False,
2820,21-49551,False,False,True,False,False,False,
2821,21-49554,False,False,False,False,True,False,
2822,21-49556,False,False,True,False,False,False,
2823,21-49558,True,False,False,False,False,False,
2824,21-49564,False,False,False,False,True,False,
2825,21-49566,False,False,False,False,True,False,
2826,21-49571,False,False,False,False,True,False,
2827,21-49573,False,False,False,False,True,False,
2828,21-49579,False,False,True,False,False,False,
2829,20-55160,False,False,False,False,True,False,
2830,21-49583,False,False,False,False,False,False,Organisme consulaire
2831,21-49585,False,False,True,False,False,False,
2832,21-49590,False,False,True,False,False,False,
2833,21-49594,True,False,False,False,False,False,
2834,21-49597,False,False,False,False,False,False,Transports
2835,21-49601,False,False,False,False,False,False,Société Publique Locale
2836,21-49604,False,False,False,False,True,False,
2837,21-49610,False,False,False,False,True,False,
2838,21-49613,False,False,False,False,False,False,Établissement public de coopération intercommunale
2839,21-49614,False,False,False,False,False,False,Etablissement Public de Cooperation Intercommunale
2840,21-49617,False,False,True,False,False,False,
2841,21-49619,False,False,False,False,True,False,
2842,21-49622,True,False,False,False,False,False,
2843,21-49623,False,False,True,False,False,False,
2844,21-49629,True,False,False,False,False,False,
2845,21-49631,False,False,False,False,True,False,
2846,21-49632,False,False,True,False,False,False,
2847,21-49633,False,False,True,False,False,False,
2848,21-49637,False,False,True,False,False,False,
2849,21-49639,False,False,False,True,False,False,
2850,21-49640,False,False,True,False,False,False,
2851,21-49644,True,False,False,False,False,False,
2852,21-49657,True,False,False,False,False,False,
2853,21-49660,False,False,False,False,True,False,
2854,21-49668,False,False,True,False,False,False,
2855,21-49671,False,False,False,False,True,False,
2856,21-49672,False,False,False,False,True,False,
2857,21-49674,False,False,True,False,False,False,
2858,21-49685,False,False,True,False,False,False,
2859,21-49687,False,False,True,False,False,False,
2860,21-49688,False,False,False,False,True,False,
2861,21-49692,False,False,True,False,False,False,
2862,21-49698,False,False,True,False,False,False,
2863,21-49699,False,False,True,False,False,False,
2864,21-49703,False,False,True,False,False,False,
2865,21-49710,False,False,True,False,False,False,
2866,21-49715,False,False,True,False,False,False,
2867,21-49716,False,False,True,False,False,False,
2868,21-49717,False,False,True,False,False,False,
2869,21-49721,False,False,True,False,False,False,
2870,21-49726,False,False,True,False,False,False,
2871,21-49728,False,False,True,False,False,False,
2872,21-49733,False,False,True,False,False,False,
2873,21-49736,True,False,False,False,False,False,
2874,21-49737,True,False,False,False,False,False,
