,BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
45,21-82293,False,False,False,False,False,True,False,,False,False,,,,False,"Marché passé sans publicité ni mise en concurrence en application de l'article R.2122-3 3° du code de la commande publique, compte tenu de l'agrément délivré par le Ministère de l'agriculture et de la pêche depuis le 23 mars 2009 au Leav, les réactifs nécessaires à la réalisation de la technique de détection de la protéine prion modifiée mettant en évidence les encéphalopathies spongiformes transmissibles, sont commercialisés uniquement par la société Idexx Sarl"
46,21-82445,False,False,False,False,False,False,False,,False,True,,,,False,marché attribué suite à un concours de maîtrise d'oeuvre
47,21-82562,False,False,False,True,False,False,False,,False,False,,,,False,"Le système actuel de géolocalisation, d'aide à la conduite et d'optimisation des circuits de collecte des déchets ménagers mis en place à ce jour sur 68 véhicules de la Métropole de Rouen a été fourni et installé par la société Cls dans le cadre des prestations prévues au marché noM15192, notifié le 29/01/2016. Ce matériel est performant et fiable. La désinstallation du matériel actuel (soit 255 euros Ht unitaire x 68 véhicules = 17 340 euros Ht) ainsi que l'acquisition de nouveaux matériels similaires (68 véhicules x 85 % du tarifs Cls soit 913.75 euros Ht unitaire = 62 135 euros Ht) représenteraient un surcout d'environ 80 000 euro(s) Ht.L'absence de recours à une mise en concurrence se justifie par l'impossibilité technique d'exploiter le matériel embarqué sur 68 véhicules par un autre opérateur et par la volonté de la Métropole d'optimiser au mieux les équipements acquis"
48,21-82872,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
49,21-82936,False,False,False,False,False,True,False,,False,False,,,,False,"droits dexclusivité, notamment de droits de propriété intellectuelle"
50,21-82975,False,False,False,False,False,False,True,,False,False,,,,False,Urgence impérieuse liée au COVID 19
51,21-83053,False,False,False,False,False,False,False,,False,False,,,,True,"Un avis d'appel public à la concurrence a été publié le 11 avril 2021 au Bulletin Officiel des Annonces des Marchés Publics (BOAMP) sous le numéro 21-31528 et au Journal Officiel de l'Union Européenne (JOUE) sous le numéro 2021/S072-182919 pour la consultation 21S0028-AOO-DATM-Location de structures modulaires et de blocs sanitaires autonomes pour les services du Département du Pas-de-Calais - 3 lots passée par procédure d'Appel d'Offres Ouvert en application des articles R2124-2 et R2161-2 à R2161-5 du Code la Commande Publique. La date limite de remise des offres était fixée au 10 mai 2021 à 16 heures 00. Le lot 1 ""structures modulaires et matériels associés"" a été déclaré sans suite pour cause d'infructuosité (candidature irrecevable) en date du 1er juin 2021 et a été relancé en procédure sans publicité ni mise en concurrence préalables conformément aux dispositions de l'article R2122-2 1° du Code de la Commande Publique."
52,21-83316,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
53,21-83329,False,False,False,False,False,False,False,,False,False,,,,True,Procédure adaptée non soumise à publication préalable au JOUE
54,21-83666,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat ne relève pas du champ d'application de la directive.
55,21-83857,False,False,False,False,False,False,False,,False,False,,,,True,"Le présent accord-cadre est passé selon la procédure négociée sans publicité ni mise en concurrence préalable, en application des articles suivants :&amp;#9642; Articles L2122-1 et R2122-3 2° et 3° du code de la commande publique"
56,21-83922,False,False,False,True,False,False,False,,False,False,,,,False,La poursuite de la solution existante avec la société Soneka est justifiée en conséquence de raisons techniques
57,21-83931,False,False,False,False,False,False,False,,False,False,,,,True,"Le présent marché est un accord-cadre en application des articles L2125-1 1°, R. 2162-1 à R.2162-6, R. 2162-13 et R. 2162-14 du Code de la commande publique.Grâce aux droits d'exclusivité attachés au produit conçu par l'entreprise GFI Progiciels, le Conseil départemental du Val-de-Marne est lié, de facto, pour les prestations de maintenance"
58,21-84044,False,False,False,False,False,False,False,,False,False,,,,True,Procédure ouverte
59,21-84201,False,False,False,False,False,False,False,,False,True,,,,False,Marché de services attribué au lauréat d'un concours
