,BOAMP_AVIS_NUM,D_02_01_Typeorganisme_Institutioneuropeenne,D_02_02_Typeorganisme_Etat,D_02_03_Typeorganisme_Region,D_02_04_Typeorganisme_Departement,D_02_05_Typeorganisme_Commune,D_02_06_Typeorganisme_Epn,D_02_07_Typeorganisme_Ept,D_02_08_Typeorganisme_Autre
0,20-107212,False,True,False,False,False,False,False,
1,20-124969,False,False,False,False,False,False,False,
2,20-137224,False,False,False,True,False,False,False,
3,20-143702,False,False,False,False,False,False,False,
4,20-146017,False,False,False,False,True,False,False,
5,20-147168,False,False,False,False,True,False,False,
6,20-149223,False,False,False,False,False,True,False,
7,20-149295,False,False,False,False,False,False,True,
8,20-149790,False,False,False,False,False,False,False,
9,20-149859,False,False,False,False,True,False,False,
10,20-152948,False,False,True,False,False,False,False,
11,20-153116,False,False,False,False,False,True,False,
12,20-153188,False,False,False,False,False,True,False,
13,20-155354,False,True,False,False,False,False,False,
14,20-155927,False,False,False,False,False,False,True,
15,20-156027,False,False,False,False,False,True,False,
16,20-156868,False,False,False,False,False,False,True,
17,20-159453,False,False,False,False,False,False,False,
18,20-35547,False,False,False,False,True,False,False,
19,20-43707,False,False,False,False,True,False,False,
20,20-76223,False,False,False,False,True,False,False,
21,21-10277,False,False,False,True,False,False,False,
22,21-10687,False,False,False,True,False,False,False,
23,21-11367,False,False,False,True,False,False,False,
24,21-11579,False,False,True,False,False,False,False,
25,21-11667,False,False,False,False,False,False,False,
26,21-11780,False,False,False,True,False,False,False,
27,21-11788,False,False,False,False,True,False,False,
28,21-11797,False,False,False,False,False,False,False,
29,21-11802,False,False,False,True,False,False,False,
30,21-11840,False,True,False,False,False,False,False,
31,21-12150,False,False,False,False,True,False,False,
32,21-12216,False,False,False,False,True,False,False,
33,21-12229,False,False,False,False,False,False,True,
34,21-12329,False,False,False,False,False,False,False,
35,21-12332,False,False,False,False,False,False,False,
36,21-12337,False,False,False,False,False,False,False,
37,21-12406,False,False,False,False,True,False,False,
38,21-12461,False,False,False,False,True,False,False,
39,21-12463,False,False,False,False,False,True,False,
40,21-12671,False,False,False,False,False,False,False,
41,21-12683,False,False,False,False,False,False,False,
42,21-12710,False,False,False,False,False,False,True,
43,21-12712,False,False,False,False,True,False,False,
44,21-12792,False,False,False,False,True,False,False,
45,21-12812,False,False,False,True,False,False,False,
46,21-12819,False,False,False,False,False,False,True,
47,21-12889,False,False,False,False,False,True,False,
48,21-12910,False,False,False,False,True,False,False,
49,21-12946,False,False,False,False,False,False,True,
50,21-12982,False,False,False,False,False,False,True,
51,21-13005,False,False,False,False,False,False,False,
52,21-13047,False,False,False,False,True,False,False,
53,21-13057,False,False,False,False,False,True,False,
54,21-13111,False,False,False,False,True,False,False,
55,21-13122,False,False,False,False,True,False,False,
56,21-13126,False,False,False,False,True,False,False,
57,21-13167,False,False,False,False,True,False,False,
58,21-13172,False,False,False,False,True,False,False,
59,21-16475,False,False,False,False,False,False,True,
60,21-12889,False,False,False,False,False,True,False,
61,21-13421,False,False,False,True,False,False,False,
62,21-13451,False,False,False,False,True,False,False,
63,21-13515,False,False,False,False,False,False,True,
64,21-13569,False,False,False,False,False,False,True,
65,21-13652,False,False,False,True,False,False,False,
66,21-13699,False,False,False,False,False,False,True,
67,21-13753,False,False,False,False,False,False,True,
68,21-13798,False,False,False,False,True,False,False,
69,21-13856,False,False,False,False,False,False,False,
70,21-13877,False,False,False,False,False,False,True,
71,21-14032,False,False,False,False,True,False,False,
72,21-14056,False,False,False,False,True,False,False,
73,21-14073,False,False,False,False,True,False,False,
74,21-14079,False,False,False,False,True,False,False,
75,21-14086,False,False,False,False,False,False,True,
76,21-14089,False,True,False,False,False,False,False,
77,21-14090,False,False,False,False,False,False,False,
78,21-14092,False,False,False,False,True,False,False,
79,21-14094,False,False,False,False,False,False,True,
80,21-14099,False,False,False,False,True,False,False,
81,21-14100,False,False,False,False,False,False,True,
82,21-14101,False,False,False,False,False,False,True,
83,21-14103,False,False,False,True,False,False,False,
84,21-14104,False,False,False,False,False,False,True,
85,21-14111,False,False,False,False,True,False,False,
86,21-14114,False,False,False,False,False,True,False,
87,21-14115,False,False,False,True,False,False,False,
88,21-14116,False,False,False,False,False,False,False,
89,21-14117,False,False,False,False,False,False,False,
90,21-14119,False,False,False,False,True,False,False,
91,21-14121,False,False,False,False,False,False,True,
92,21-14123,False,False,True,False,False,False,False,
93,21-14124,False,False,False,False,True,False,False,
94,21-14127,False,False,False,False,True,False,False,
95,21-14130,False,False,False,False,False,False,False,
96,21-14136,False,False,False,False,False,False,True,
97,21-14138,False,False,False,False,True,False,False,
98,21-14139,False,False,False,False,True,False,False,
99,21-14140,False,False,False,False,False,False,True,
100,21-14141,False,False,False,False,True,False,False,
101,21-14142,False,False,False,False,True,False,False,
102,21-14144,False,False,False,False,True,False,False,
103,21-14147,False,False,False,True,False,False,False,
104,21-14149,False,True,False,False,False,False,False,
105,20-134359,False,False,False,False,False,True,False,
106,21-14152,False,False,False,False,False,False,False,
107,21-14157,False,False,False,False,False,False,False,
108,21-14158,False,False,False,False,True,False,False,
109,21-14161,False,False,False,False,False,False,True,
110,21-14162,False,False,False,False,False,False,True,
111,21-14163,False,False,False,False,False,False,True,
112,21-14165,False,False,False,False,True,False,False,
113,21-14169,False,False,False,False,False,True,False,
114,21-14171,False,False,False,False,True,False,False,
115,21-14176,False,False,False,False,True,False,False,
116,21-14178,False,False,False,False,True,False,False,
117,21-14179,False,False,False,False,False,False,False,
118,21-14183,False,False,False,False,True,False,False,
119,21-14184,False,False,False,True,False,False,False,
120,21-14188,False,False,False,False,False,False,True,
121,21-14189,False,False,False,False,True,False,False,
122,21-14191,False,False,False,False,True,False,False,
123,21-14193,False,False,False,True,False,False,False,
124,21-14197,False,False,False,False,False,True,False,
125,21-14198,False,False,False,True,False,False,False,
126,21-14199,False,False,False,False,False,True,False,
127,21-14200,False,False,False,False,True,False,False,
128,20-135149,False,False,False,False,True,False,False,
129,21-14208,False,False,False,False,False,False,False,
130,21-14213,False,False,False,False,True,False,False,
131,21-14218,False,False,False,False,True,False,False,
132,21-14221,False,False,False,True,False,False,False,
133,21-14222,False,False,False,False,True,False,False,
134,21-14224,False,False,False,False,False,False,True,
135,21-14227,False,False,False,False,False,False,True,
136,21-14228,False,False,False,True,False,False,False,
137,21-14232,False,False,False,False,True,False,False,
138,21-14235,False,False,False,False,False,True,False,
139,21-14265,False,True,False,False,False,False,False,
140,21-14268,False,False,False,False,True,False,False,
141,21-14273,False,False,False,False,False,False,True,
142,21-14275,False,False,False,False,False,False,False,
143,21-14277,False,False,False,True,False,False,False,
144,21-14278,False,False,False,False,True,False,False,
145,21-14281,False,False,False,True,False,False,False,
146,21-14295,False,False,False,False,False,False,True,
147,21-9745,False,False,False,True,False,False,False,
148,21-14297,False,False,False,False,True,False,False,
149,21-14299,False,False,False,False,True,False,False,
150,21-14300,False,False,False,True,False,False,False,
151,21-14302,False,False,False,False,False,False,True,
152,21-14304,False,False,False,False,True,False,False,
153,21-14305,False,False,False,False,False,False,True,
154,21-14306,False,False,False,False,True,False,False,
155,21-14309,False,False,False,False,False,False,True,
156,21-14312,False,False,False,False,False,False,False,
157,21-14313,False,False,False,False,False,False,False,
158,21-14316,False,False,False,False,True,False,False,
159,21-14317,False,False,False,False,True,False,False,
160,21-14318,False,False,False,False,False,False,False,
161,21-14319,False,False,False,False,False,False,True,
162,21-14320,False,False,False,False,True,False,False,
163,20-153795,False,False,False,False,False,True,False,
164,21-14324,False,False,False,True,False,False,False,
165,21-14325,False,False,False,False,False,True,False,
166,21-14326,False,False,False,False,False,False,False,
167,21-14337,False,False,False,False,False,False,True,
168,21-14339,False,False,False,False,False,False,True,
169,21-14342,False,False,False,False,False,False,True,
170,21-14352,False,False,False,False,True,False,False,
171,21-14356,False,False,False,False,False,True,False,
172,21-14357,False,False,False,False,False,False,True,
173,21-14362,False,False,False,False,True,False,False,
174,21-14365,False,True,False,False,False,False,False,
175,21-14368,False,False,False,False,True,False,False,
176,21-14374,False,False,False,False,False,False,False,
177,21-14379,False,False,False,False,False,False,True,
178,21-14380,False,False,False,False,True,False,False,
179,21-14381,False,True,False,False,False,False,False,
180,21-14385,False,False,False,False,True,False,False,
181,21-14389,False,False,False,False,True,False,False,
182,21-14390,False,False,False,False,True,False,False,
183,21-14391,False,False,False,False,True,False,False,
184,21-14392,False,False,False,False,False,False,True,
185,21-14393,False,False,False,True,False,False,False,
186,21-14395,False,False,False,False,True,False,False,
187,21-14396,False,False,False,False,False,False,False,
188,21-14403,False,True,False,False,False,False,False,
189,21-14404,False,False,False,False,True,False,False,
190,21-14407,False,False,False,False,True,False,False,
191,21-14409,False,False,False,False,False,False,True,
192,21-14415,False,False,False,False,False,True,False,
193,21-14423,False,False,False,False,True,False,False,
194,21-14428,False,False,False,False,True,False,False,
195,21-14430,False,False,False,False,True,False,False,
196,21-14432,False,False,False,False,False,False,False,
197,21-14437,False,False,False,False,True,False,False,
198,21-14441,False,False,False,False,False,False,False,
199,21-14444,False,True,False,False,False,False,False,
200,21-14446,False,False,False,False,False,False,True,
201,21-14457,False,True,False,False,False,False,False,
202,21-14464,False,False,False,False,False,False,False,
203,21-14465,False,False,False,False,False,False,False,
204,21-14468,False,False,False,True,False,False,False,
205,20-137576,False,False,False,False,False,False,True,
206,21-14474,False,False,False,False,True,False,False,
207,21-14476,False,False,False,False,True,False,False,
208,21-14477,False,False,False,False,False,False,True,
209,21-14478,False,False,False,False,True,False,False,
210,21-14479,False,False,False,False,True,False,False,
211,21-14483,False,False,False,False,False,False,True,
212,21-14484,False,False,False,True,False,False,False,
213,21-14486,False,False,False,False,False,False,False,
