,BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
2136,21-111165,False,False,False,True,False,False,
2137,21-111166,False,False,False,False,True,False,
2138,21-111167,False,False,True,False,False,False,
2139,21-111170,False,False,False,False,False,False,Autre organisme public
2140,21-111173,False,False,True,False,False,False,
2141,21-111174,False,False,True,False,False,False,
2142,21-111176,False,False,True,False,False,False,
2143,21-111178,False,False,False,False,True,False,
2144,21-111179,False,False,True,False,False,False,
2145,21-111180,True,False,False,False,False,False,
2146,21-111181,False,False,True,False,False,False,
2147,21-111184,False,False,True,False,False,False,
2148,21-111186,False,False,False,False,False,False,Établissement public de santé
2149,21-111187,False,False,False,False,False,False,Santé
2150,21-111188,False,False,True,False,False,False,
2151,21-111190,False,False,False,False,False,False,Santé
2152,21-111193,False,False,True,False,False,False,
2153,21-111194,False,False,False,False,False,False,Collectivité territoriale
2154,21-111195,False,False,False,False,True,False,
2155,21-111199,False,False,True,False,False,False,
2156,21-111200,False,False,True,False,False,False,
2157,21-111201,False,False,True,False,False,False,
2158,21-111202,False,False,True,False,False,False,
2159,21-111204,False,False,True,False,False,False,
2160,21-111205,False,False,True,False,False,False,
2161,21-111206,False,False,False,False,True,False,
2162,21-111209,False,False,True,False,False,False,
2163,21-111212,False,False,False,False,True,False,
2164,21-111213,False,False,False,False,True,False,
2165,21-111214,False,False,True,False,False,False,
2166,21-111218,False,False,True,False,False,False,
2167,21-111219,False,False,False,False,True,False,
2168,21-111224,False,False,False,False,True,False,
2169,21-111226,False,False,True,False,False,False,
2170,21-111227,False,False,False,False,False,False,organisme de l'Assurance Maladie
2171,21-111230,False,False,False,False,True,False,
2172,21-111231,False,False,True,False,False,False,
2173,21-111233,False,False,True,False,False,False,
2174,21-111234,True,False,False,False,False,False,
2175,21-111235,False,False,True,False,False,False,
2176,21-111236,False,False,True,False,False,False,
2177,21-111237,False,False,False,False,True,False,
2178,21-111240,False,False,False,False,True,False,
2179,21-111243,False,False,True,False,False,False,
2180,21-111246,False,False,True,False,False,False,
2181,21-111250,False,False,True,False,False,False,
2182,21-111251,False,False,False,False,False,False,Institut National (association soumise au code de la commande publique)
2183,21-111252,False,False,True,False,False,False,
2184,21-111260,False,False,False,False,True,False,
2185,21-111263,False,False,True,False,False,False,
2186,21-111265,False,False,True,False,False,False,
2187,21-111267,False,False,False,False,True,False,
2188,21-111278,False,False,True,False,False,False,
2189,21-111281,False,False,False,False,True,False,
2190,21-111282,False,False,False,False,True,False,
2191,21-111283,False,False,True,False,False,False,
2192,21-111284,True,False,False,False,False,False,
2193,21-111285,False,False,False,False,True,False,
2194,21-111286,False,False,False,False,True,False,
2195,21-111289,False,False,True,False,False,False,
2196,21-111291,False,False,False,True,False,False,
2197,21-111292,False,False,False,False,True,False,
2198,21-111294,False,False,True,False,False,False,
2199,21-111296,False,False,False,False,False,False,Assurance Maladie
2200,21-111298,False,False,False,False,False,False,Association loi 1901 sous le haut patronage du Ministère en charge de la Santé.
2201,21-111299,False,False,True,False,False,False,
2202,21-111301,False,False,True,False,False,False,
2203,21-111303,False,False,False,False,False,False,autre
2204,21-111304,False,False,True,False,False,False,
2205,21-111317,False,False,True,False,False,False,
2206,21-111319,False,False,True,False,False,False,
2207,21-111320,False,False,True,False,False,False,
2208,21-111322,False,False,True,False,False,False,
2209,21-111324,False,False,False,False,True,False,
2210,21-111329,False,False,True,False,False,False,
2211,21-111330,False,False,True,False,False,False,
2212,21-111332,False,False,True,False,False,False,
2213,21-111333,False,False,True,False,False,False,
2214,21-111338,False,False,True,False,False,False,
2215,21-111339,False,False,True,False,False,False,
2216,21-111345,False,False,True,False,False,False,
2217,21-111346,False,False,False,False,False,False,établissement intercommunal
2218,21-111347,False,False,True,False,False,False,
2219,21-111349,False,False,True,False,False,False,
2220,21-111351,False,False,False,False,True,False,
2221,21-111352,False,False,True,False,False,False,
2222,21-111355,False,False,False,True,False,False,
2223,21-111358,False,False,True,False,False,False,
2224,21-111359,False,False,False,False,False,False,Etablissement public
2225,21-111360,False,False,False,False,True,False,
2226,21-111364,False,False,True,False,False,False,
2227,21-111376,False,False,False,False,True,False,
2228,21-111377,False,False,False,False,True,False,
2229,21-111380,False,False,True,False,False,False,
2230,21-111385,False,False,False,False,False,False,Société d'Economie Mixte
2231,21-111386,False,False,False,False,True,False,
2232,21-111392,False,False,False,False,False,False,Métropole
2233,21-111395,False,False,False,False,True,False,
2234,21-111396,False,False,True,False,False,False,
2235,21-111397,False,False,False,False,False,False,Collectivité territoriale
2236,21-111400,False,False,True,False,False,False,
2237,21-111401,False,False,False,False,True,False,
2238,21-111403,False,False,True,False,False,False,
2239,21-111405,False,False,True,False,False,False,
2240,21-111409,False,False,False,False,False,False,Établissement public de coopération intercommunal - syndicat mixte
2241,21-111410,False,False,False,False,True,False,
2242,21-111412,False,False,True,False,False,False,
2243,21-111418,True,False,False,False,False,False,
2244,21-111424,False,False,True,False,False,False,
2245,21-111431,False,False,True,False,False,False,
2246,21-111432,False,False,True,False,False,False,
2247,21-111433,False,False,True,False,False,False,
2248,21-111436,False,False,True,False,False,False,
2249,21-111437,False,False,False,False,True,False,
2250,21-111438,False,False,False,True,False,False,
2251,21-111442,False,False,False,False,False,False,Aménagement du territoire
2252,21-111443,False,False,True,False,False,False,
2253,21-111446,False,False,False,False,True,False,
2254,21-111449,False,False,False,False,True,False,
2255,21-111450,False,False,False,False,False,False,EPCI
2256,21-111451,False,False,False,False,True,False,
2257,21-111454,False,False,True,False,False,False,
2258,21-111456,True,False,False,False,False,False,
2259,21-111457,False,False,False,False,False,False,personne morale de droit privé investit de missions de service public
2260,21-111458,False,False,False,False,True,False,
2261,21-111461,False,False,True,False,False,False,
2262,21-111462,False,False,True,False,False,False,
2263,21-111467,False,False,True,False,False,False,
2264,21-111468,False,False,True,False,False,False,
2265,21-111469,False,False,False,False,True,False,
2266,21-111470,False,False,True,False,False,False,
2267,21-111471,False,False,False,True,False,False,
2268,21-111472,False,False,False,False,False,False,autre
2269,21-111475,False,False,True,False,False,False,
2270,21-111476,False,False,True,False,False,False,
2271,21-111478,False,False,True,False,False,False,
2272,21-111482,False,False,False,False,True,False,
2273,21-111485,False,False,True,False,False,False,
2274,21-111487,False,False,False,False,False,False,autre
2275,21-111492,False,False,True,False,False,False,
2276,21-111496,True,False,False,False,False,False,
2277,21-111497,False,False,False,False,False,False,Etablissement consulaire
2278,21-111499,True,False,False,False,False,False,
2279,21-111503,False,False,False,False,True,False,
2280,21-111507,False,False,True,False,False,False,
2281,21-111510,False,False,False,False,False,False,Régulation des marchés financiers
2282,21-111513,False,False,True,False,False,False,
2283,21-111514,False,False,True,False,False,False,
2284,21-111518,False,False,True,False,False,False,
2285,21-111519,False,False,False,False,False,False,OPH
2286,21-111527,False,False,False,False,True,False,
2287,21-111528,False,False,False,False,False,False,SEM
2288,21-111536,False,False,True,False,False,False,
2289,21-111541,True,False,False,False,False,False,
2290,21-111544,False,False,True,False,False,False,
2291,21-111547,False,False,True,False,False,False,
2292,21-111548,False,False,False,False,True,False,
2293,21-111551,False,False,False,False,False,False,Etablissement privé gérant une mission de service public
2294,21-111552,False,False,True,False,False,False,
2295,21-111554,True,False,False,False,False,False,
2296,21-111555,False,False,True,False,False,False,
2297,21-111556,False,False,False,False,False,False,Surveillance qualité air
2298,21-111557,True,False,False,False,False,False,
2299,21-111559,False,False,False,False,False,False,organisme de sécurité sociale
2300,21-111563,False,False,False,False,False,False,Protection sociale
2301,21-111573,False,False,True,False,False,False,
2302,21-111574,False,False,False,False,True,False,
2303,21-111576,False,False,False,False,False,False,ETABLISSEMENT PUBLIC DE SANTE
2304,21-111577,False,False,True,False,False,False,
2305,21-111581,True,False,False,False,False,False,
2306,21-111582,False,False,True,False,False,False,
2307,21-111583,False,False,False,False,False,False,Etablissement Public
2308,21-111585,False,False,False,False,True,False,
2309,21-111590,False,False,False,False,False,False,Etablissement de santé
2310,21-111591,False,False,False,False,False,False,Établissement public de santé
2311,21-111594,False,False,False,False,False,False,OPH
2312,21-111596,True,False,False,False,False,False,
2313,21-111597,True,False,False,False,False,False,
2314,21-111601,False,False,True,False,False,False,
2315,21-111604,True,False,False,False,False,False,
2316,21-111605,False,False,False,False,False,False,Protection sociale
2317,21-111606,False,False,True,False,False,False,
2318,21-111607,False,False,True,False,False,False,
2319,21-111609,False,False,False,False,True,False,
2320,21-111610,False,False,False,False,True,False,
2321,21-111611,False,False,True,False,False,False,
2322,21-111618,False,False,True,False,False,False,
2323,21-111620,False,False,True,False,False,False,
2324,21-111621,False,False,True,False,False,False,
2325,21-111623,False,False,False,False,True,False,
2326,21-111624,False,False,True,False,False,False,
2327,21-111625,False,False,True,False,False,False,
2328,21-111631,False,False,True,False,False,False,
2329,21-111633,False,False,False,False,False,False,Logement social
2330,21-111635,True,False,False,False,False,False,
2331,21-111637,False,False,True,False,False,False,
