,BOAMP_AVIS_NUM,D_03_01_Typepouvoiradjudicateur_Minautoritenationale,D_03_02_Typepouvoiradjudicateur_Agencenational,D_03_03_Typepouvoiradjudicateur_Autotriteregional,D_03_04_Typepouvoiradjudicateur_Agenceregional,D_03_05_Typepouvoiradjudicateur_Orgdroitpublic,D_03_06_Typepouvoiradjudicateur_Institutioneuropeenne,D_03_07_Typepouvoiradjudicateur_Autre
0,19-148183,False,False,True,False,False,False,
1,20-31911,False,False,False,False,False,False,Société d'économie mixte
2,20-67752,False,False,True,False,False,False,
3,20-78226,True,False,False,False,False,False,
4,20-96060,False,False,True,False,False,False,
5,21-10144,False,False,True,False,False,False,
6,21-10730,False,False,True,False,False,False,
7,21-14543,False,False,False,False,True,False,
8,21-14950,True,False,False,False,False,False,
9,21-15477,False,False,True,False,False,False,
10,21-17721,False,False,True,False,False,False,
11,21-21243,True,False,False,False,False,False,
12,21-24506,False,False,True,False,False,False,
13,21-26276,False,False,True,False,False,False,
14,21-26408,False,False,True,False,False,False,
15,21-26907,False,False,False,False,True,False,
16,21-27362,False,False,False,False,True,False,
17,21-27475,False,False,True,False,False,False,
18,21-27868,False,False,False,False,True,False,
19,21-29893,False,False,False,False,False,False,communauté d'agglomération
20,21-30458,False,False,True,False,False,False,
21,21-30810,False,False,True,False,False,False,
22,21-30827,False,False,False,False,True,False,
23,21-31711,False,False,False,False,False,False,EPCI
24,21-32099,False,False,False,False,True,False,
25,21-33098,False,False,False,False,False,False,Collectivité à statut particulier
26,21-33396,False,False,True,False,False,False,
27,21-35484,True,False,False,False,False,False,
28,21-35743,True,False,False,False,False,False,
29,21-36055,False,False,False,False,False,False,Établissement public de santé
30,21-36135,False,False,True,False,False,False,
31,21-36502,False,False,True,False,False,False,
32,21-37791,False,False,False,False,False,False,EPCI
33,21-38049,False,False,True,False,False,False,
34,21-40651,False,False,False,False,False,False,Communauté de Communes
35,21-41051,False,False,True,False,False,False,
36,21-41155,True,False,False,False,False,False,
37,21-41285,True,False,False,False,False,False,
38,21-41498,False,False,False,False,False,False,SA HLM
39,21-41597,False,False,True,False,False,False,
40,21-42070,True,False,False,False,False,False,
41,21-42117,False,False,True,False,False,False,
42,21-42209,False,False,False,False,False,False,CHU
43,21-43218,False,False,True,False,False,False,
44,21-43520,False,False,False,False,False,False,Collectivté territoriale
45,21-43538,False,False,False,False,False,False,Caisse de Retraite
46,21-43661,False,False,True,False,False,False,
47,21-43755,False,False,False,False,False,False,Etablissement public administratif
48,21-44248,False,False,True,False,False,False,
49,21-44253,False,False,True,False,False,False,
50,21-44510,False,False,False,False,True,False,
51,21-44681,False,False,True,False,False,False,
52,21-45448,False,False,True,False,False,False,
53,21-45712,False,False,False,False,False,False,SAS
54,21-45813,False,False,True,False,False,False,
55,21-46108,False,False,False,False,False,False,Etablissement public de santé
56,18-175349,False,False,True,False,False,False,
57,21-46267,True,False,False,False,False,False,
58,21-46348,False,False,True,False,False,False,
59,21-46375,False,False,True,False,False,False,
60,21-46527,False,False,True,False,False,False,
61,21-47405,False,False,True,False,False,False,
62,21-47779,False,False,False,False,False,False,oph
63,21-47785,False,False,False,False,True,False,
64,21-47832,False,False,True,False,False,False,
65,21-47981,False,False,False,False,True,False,
66,21-48733,False,False,False,False,False,False,établissement public de santé
67,21-48921,False,False,False,False,True,False,
68,21-48924,False,False,True,False,False,False,
69,21-49349,False,False,True,False,False,False,
70,21-49490,True,False,False,False,False,False,
71,21-49700,False,False,True,False,False,False,
72,21-49778,False,False,True,False,False,False,
73,21-50045,False,False,True,False,False,False,
74,21-50094,False,False,False,False,False,False,Entité adjudicatrice : SEM
75,21-50135,False,False,True,False,False,False,
76,21-50587,False,False,True,False,False,False,
77,21-50637,False,False,True,False,False,False,
78,21-50812,False,False,False,False,True,False,
79,21-51009,False,False,False,False,True,False,
80,21-51050,False,False,True,False,False,False,
81,21-51055,False,False,True,False,False,False,
82,21-51075,False,False,True,False,False,False,
83,21-51399,False,False,True,False,False,False,
84,21-51839,False,False,False,False,False,False,Etablissement public de santé
85,21-51890,False,False,False,False,True,False,
86,21-52052,False,False,True,False,False,False,
87,21-52186,False,False,False,False,True,False,
88,21-52209,False,False,True,False,False,False,
89,21-52286,False,False,False,False,True,False,
90,21-52555,False,False,True,False,False,False,
91,21-52653,False,False,True,False,False,False,
92,21-52749,False,False,True,False,False,False,
93,21-53014,True,False,False,False,False,False,
94,21-53051,False,False,True,False,False,False,
95,21-53267,True,False,False,False,False,False,
96,21-53365,False,False,False,False,False,False,Etablissement public de santé
97,21-53510,False,False,False,False,False,False,santé
98,21-53558,True,False,False,False,False,False,
99,21-53635,False,False,False,False,True,False,
100,21-53694,True,False,False,False,False,False,
101,21-53840,False,False,False,False,True,False,
102,21-53862,True,False,False,False,False,False,
103,21-53916,True,False,False,False,False,False,
104,21-53950,False,False,False,False,False,False,Etablissement public de santé
105,21-53965,False,False,True,False,False,False,
106,21-54123,False,False,True,False,False,False,
107,21-54181,False,False,False,False,True,False,
108,21-54221,False,False,False,True,False,False,
109,21-54491,False,False,True,False,False,False,
110,21-54503,True,False,False,False,False,False,
111,21-54562,True,False,False,False,False,False,
112,21-54625,False,False,True,False,False,False,
113,21-54660,False,False,False,False,False,False,Etablissement public national de santé
114,21-54696,False,False,True,False,False,False,
115,21-54723,False,False,False,False,True,False,
116,21-54846,False,False,True,False,False,False,
117,21-54876,False,False,False,False,True,False,
118,21-54889,True,False,False,False,False,False,
119,21-54929,False,False,True,False,False,False,
120,21-54961,False,False,True,False,False,False,
121,21-55193,False,False,False,False,False,False,Collectivité territoriale.
122,21-55204,False,False,True,False,False,False,
123,21-55238,False,False,True,False,False,False,
124,21-55259,True,False,False,False,False,False,
125,21-55320,True,False,False,False,False,False,
126,21-55335,True,False,False,False,False,False,
127,21-55380,False,False,True,False,False,False,
128,21-55389,False,False,False,False,True,False,
129,21-55438,False,False,True,False,False,False,
130,21-55474,False,False,True,False,False,False,
131,21-55539,True,False,False,False,False,False,
132,21-55958,False,False,True,False,False,False,
133,21-56010,False,False,False,False,True,False,
134,21-56065,False,False,False,False,False,False,Etablissement public intercommunal
135,21-56076,False,False,True,False,False,False,
136,21-56157,False,False,False,False,True,False,
137,21-56240,False,False,True,False,False,False,
138,21-56373,True,False,False,False,False,False,
139,21-56380,True,False,False,False,False,False,
140,21-56384,False,False,True,False,False,False,
141,21-56392,False,False,True,False,False,False,
142,21-56440,False,False,True,False,False,False,
143,21-56529,False,False,True,False,False,False,
144,21-56543,False,False,False,False,True,False,
145,21-56629,False,False,True,False,False,False,
146,21-56634,False,False,True,False,False,False,
147,21-56650,False,False,True,False,False,False,
148,21-56711,False,False,False,False,False,False,Etablissement public de santé
149,21-56762,False,False,True,False,False,False,
150,21-56803,False,False,False,False,True,False,
151,21-56806,False,False,True,False,False,False,
152,21-56829,False,False,False,False,False,False,Etablissement public de santé
153,21-56853,False,False,True,False,False,False,
154,18-18430,False,False,True,False,False,False,
155,21-56897,False,False,False,True,False,False,
156,21-56932,False,False,True,False,False,False,
157,21-56944,False,False,True,False,False,False,
158,21-56949,False,False,True,False,False,False,
159,21-56969,True,False,False,False,False,False,
160,21-56994,False,False,True,False,False,False,
161,21-57000,False,False,True,False,False,False,
162,21-57012,False,False,True,False,False,False,
163,21-57020,False,False,True,False,False,False,
164,21-57037,False,False,False,False,False,False,Communauté de Communes - EPCI
165,21-57260,False,False,True,False,False,False,
166,21-57263,True,False,False,False,False,False,
167,21-57264,False,False,False,False,False,False,Santé
168,21-57265,False,False,False,False,True,False,
169,21-57268,False,False,True,False,False,False,
170,21-57272,False,False,True,False,False,False,
171,21-57273,False,False,True,False,False,False,
172,21-57278,False,False,True,False,False,False,
173,21-57281,False,False,True,False,False,False,
174,21-57288,False,False,True,False,False,False,
175,21-57291,False,False,True,False,False,False,
176,21-57294,False,False,True,False,False,False,
177,21-57295,False,False,True,False,False,False,
178,21-57298,False,False,False,False,True,False,
179,21-57300,False,False,False,False,False,False,CHU
180,21-57301,False,False,True,False,False,False,
181,21-57303,False,False,True,False,False,False,
182,21-57307,False,False,True,False,False,False,
183,21-57308,False,False,False,False,False,False,autre
184,21-57311,False,False,False,False,True,False,
185,21-57315,True,False,False,False,False,False,
186,21-57322,False,False,True,False,False,False,
187,21-57323,False,False,True,False,False,False,
188,21-57324,True,False,False,False,False,False,
189,21-57325,False,False,False,False,False,False,CCI Réunion
190,21-57329,False,False,False,True,False,False,
191,21-57330,False,False,False,False,False,False,Fonction publique hospitalière
192,21-57331,False,False,False,False,False,False,Caisse Primaire d'Assurance Maladie
193,21-57333,True,False,False,False,False,False,
194,21-57334,False,False,False,False,True,False,
195,21-57336,False,False,False,False,False,False,Collectivité territoriale
196,21-57337,False,False,False,False,False,False,Établissement de santé
197,21-57338,False,False,False,False,True,False,
198,21-57340,False,False,True,False,False,False,
199,21-57348,False,False,False,False,True,False,
200,21-57349,False,False,True,False,False,False,
201,21-57351,False,False,False,False,False,False,Caisse Primaire d'Assurance Maladie de Meurthe et Moselle
202,21-57352,True,False,False,False,False,False,
203,21-57357,False,False,False,False,True,False,
204,21-57358,True,False,False,False,False,False,
205,21-57360,False,False,False,False,True,False,
206,21-57361,False,False,False,True,False,False,
207,21-57364,True,False,False,False,False,False,
208,21-57365,False,False,True,False,False,False,
209,21-57369,False,False,False,False,True,False,
210,21-57371,False,False,True,False,False,False,
211,21-57372,False,False,False,False,True,False,
212,21-57373,False,False,True,False,False,False,
213,21-57374,False,False,True,False,False,False,
214,21-57378,False,False,True,False,False,False,
215,21-57383,False,False,False,False,True,False,
216,21-57385,False,False,True,False,False,False,
217,21-57395,False,False,False,False,True,False,
218,21-57396,False,False,True,False,False,False,
219,21-57397,False,False,False,False,True,False,
220,21-57400,False,False,False,False,False,False,Aménageur
221,21-57406,False,False,True,False,False,False,
222,21-57410,False,False,False,False,True,False,
223,21-57411,False,False,True,False,False,False,
224,21-57413,False,False,True,False,False,False,
225,21-57416,False,False,False,False,True,False,
226,21-57417,False,False,False,False,False,False,CCI Réunion
227,21-57429,False,False,False,False,False,False,Association (IADC)
